abbreviation	name	equation	reversible	compartment	lowbnd	uppbnd	obj_coef	rule	subsystem
PPCOAC	Propionyl-CoA carboxylase	[c] : atp + hco3 + ppcoa --> adp + h + mmcoa-S + pi	Irreversible	c	0	1000	0		Carbohydrates and related molecules
SUCD1	succinate dehydrogenase	[c] : fad + succ <==> fadh2 + fum	Reversible	c	-1000	1000	0		Carbohydrates and related molecules
AACPS3	acyl-[acyl-carrier-protein] synthetase  (n-C16:0)	[c] : ACP + atp + hdca --> amp + palmACP + ppi	Irreversible	c	0	1000	0		Cell Envelope Biosynthesis
AGMHE	ADP-D-glycero-D-manno-heptose epimerase	[c] : adphep-D,D --> adphep-L,D	Irreversible	c	0	1000	0		Cell Envelope Biosynthesis
ALAALA	D-alanine-D-alanine ligase (reversible)	[c] : (2) ala-D + atp <==> adp + alaala + h + pi	Reversible	c	-1000	1000	0		Cell Envelope Biosynthesis
DAGK_EC	Diacylglycerol kinase	[c] : (0.02) 12dgr_EC + atp --> adp + h + (0.02) pa_EC	Irreversible	c	0	1000	0		Cell Envelope Biosynthesis
EDTXS1	Endotoxin Synthesis (lauroyl transferase)	[c] : ddcaACP + kdo2lipid4 --> ACP + kdo2lipid4L	Irreversible	c	0	1000	0		Cell Envelope Biosynthesis
EDTXS2	Endotoxin Synthesis (myristoyl transferase)	[c] : kdo2lipid4L + myrsACP --> ACP + lipa	Irreversible	c	0	1000	0		Cell Envelope Biosynthesis
ETHAAL	ethanolamine ammonia-lyase	[c] : etha --> acald + nh4	Irreversible	c	0	1000	0		Cell Envelope Biosynthesis
G1PACT	glucosamine-1-phosphate N-acetyltransferase	[c] : accoa + gam1p --> acgam1p + coa + h	Irreversible	c	0	1000	0		Cell Envelope Biosynthesis
G1PTMT	glucose-1-phosphate thymidylyltransferase	[c] : dttp + g1p + h --> dtdpglc + ppi	Irreversible	c	0	1000	0		Cell Envelope Biosynthesis
GDMANE	GDP-4-dehydro-6-deoxy-D-mannose epimerase	[c] : gdpddm <==> gdpofuc	Reversible	c	-1000	1000	0		Cell Envelope Biosynthesis
GDPMD	GDPmannose 4,6-dehydratase	[c] : gdpman --> gdpddm + h2o	Irreversible	c	0	1000	0		Cell Envelope Biosynthesis
GF6PTA	glutamine-fructose-6-phosphate transaminase	[c] : f6p + gln-L --> gam6p + glu-L	Irreversible	c	0	1000	0		Cell Envelope Biosynthesis
GMHEPAT	D-glycero-D-manno-hepose 1-phosphate adenyltransferase	[c] : atp + gmh1p + h --> adphep-D,D + ppi	Irreversible	c	0	1000	0		Cell Envelope Biosynthesis
GMHEPK	D-glycero-D-manno-heptose 7-phosphate kinase	[c] : atp + gmh7p --> adp + gmh17bp + h	Irreversible	c	0	1000	0		Cell Envelope Biosynthesis
GMHEPPA	D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase	[c] : gmh17bp + h2o --> gmh1p + pi	Irreversible	c	0	1000	0		Cell Envelope Biosynthesis
GOFUCR	GDP-4-oxo-L-fucose reductase	[c] : gdpofuc + h + nadph --> gdpfuc + nadp	Irreversible	c	0	1000	0		Cell Envelope Biosynthesis
KDOPP	3-deoxy-manno-octulosonate-8-phosphatase	[c] : h2o + kdo8p --> kdo + pi	Irreversible	c	0	1000	0		Cell Envelope Biosynthesis
LPADSS	Lipid A disaccaride synthase	[c] : lipidX + u23ga --> h + lipidAds + udp	Irreversible	c	0	1000	0		Cell Envelope Biosynthesis
LPSSYN_EC	Lipopolysaccharide synthesis (Ecoli)	[c] : (3) adphep-L,D + (2) cdpea + (3) ckdo + lipa + (2) udpg --> (3) adp + (2) cdp + (3) cmp + (10) h + lps_EC + (2) udp	Irreversible	c	0	1000	0		Cell Envelope Biosynthesis
MAN1PT2	mannose-1-phosphate guanylyltransferase (GDP)	[c] : gdp + h + man1p --> gdpman + pi	Irreversible	c	0	1000	0		Cell Envelope Biosynthesis
MI1PP	myo-inositol 1-phosphatase	[c] : h2o + mi1p-D --> inost + pi	Irreversible	c	0	1000	0		Cell Envelope Biosynthesis
MOAT	3-deoxy-D-manno-octulosonic acid transferase	[c] : ckdo + lipidA --> cmp + h + kdolipid4	Irreversible	c	0	1000	0		Cell Envelope Biosynthesis
MOAT2	3-deoxy-D-manno-octulosonic acid transferase	[c] : ckdo + kdolipid4 --> cmp + h + kdo2lipid4	Irreversible	c	0	1000	0		Cell Envelope Biosynthesis
PAPPT3	phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)	[c] : udcpp + ugmda --> uagmda + ump	Irreversible	c	0	1000	0		Cell Envelope Biosynthesis
PEPT_EC	ethanolamine phosphotransferase	[c] : cmp + h + (0.02) pe_EC <==> (0.02) 12dgr_EC + cdpea	Reversible	c	-1000	1000	0		Cell Envelope Biosynthesis
PGAMT	phosphoglucosamine mutase	[c] : gam1p <==> gam6p	Reversible	c	-1000	1000	0		Cell Envelope Biosynthesis
PPTGS	Peptidoglycan subunit synthesis	[c] : uaagmda --> h + peptido_EC + udcpdp	Irreversible	c	0	1000	0		Cell Envelope Biosynthesis
S7PI	sedoheptulose 7-phosphate isomerase	[c] : s7p <==> gmh7p	Reversible	c	-1000	1000	0		Cell Envelope Biosynthesis
TDPDRE	dTDP-4-dehydrorhamnose 3,5-epimerase	[c] : dtdpddg <==> dtdpddm	Reversible	c	-1000	1000	0		Cell Envelope Biosynthesis
TDPDRR	dTDP-4-dehydrorhamnose reductase	[c] : dtdp6dm + nadp <==> dtdpddm + h + nadph	Reversible	c	-1000	1000	0		Cell Envelope Biosynthesis
TDPGDH	dTDPglucose 4,6-dehydratase	[c] : dtdpglc --> dtdpddg + h2o	Irreversible	c	0	1000	0		Cell Envelope Biosynthesis
TDSK	Tetraacyldisaccharide 4'kinase	[c] : atp + lipidAds --> adp + h + lipidA	Irreversible	c	0	1000	0		Cell Envelope Biosynthesis
U23GAAT	UDP-3-O-(3-hydroxymyristoyl)glucosamine acyltransferase	[c] : 3htdACP + u3hga --> ACP + h + u23ga	Irreversible	c	0	1000	0		Cell Envelope Biosynthesis
UAAGDS	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase	[c] : 26dap-M + atp + uamag --> adp + h + pi + ugmd	Irreversible	c	0	1000	0		Cell Envelope Biosynthesis
UACMAMO	UDP-N-acetyl-D-mannosamine oxidoreductase	[c] : h2o + (2) nad + uacmam --> (3) h + (2) nadh + uacmamu	Irreversible	c	0	1000	0		Cell Envelope Biosynthesis
UAGAAT	UDP-N-acetylglucosamine acyltransferase	[c] : 3htdACP + uacgam <==> ACP + u3aga	Reversible	c	-1000	1000	0		Cell Envelope Biosynthesis
UAGDP	UDP-N-acetylglucosamine diphosphorylase	[c] : acgam1p + h + utp --> ppi + uacgam	Irreversible	c	0	1000	0		Cell Envelope Biosynthesis
UAGPT3	UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	[c] : uacgam + uagmda --> h + uaagmda + udp	Irreversible	c	0	1000	0		Cell Envelope Biosynthesis
UAMAS	UDP-N-acetylmuramoyl-L-alanine synthetase	[c] : ala-L + atp + uamr --> adp + h + pi + uama	Irreversible	c	0	1000	0		Cell Envelope Biosynthesis
UAPGR	UDP-N-acetylenolpyruvoylglucosamine reductase	[c] : h + nadph + uaccg --> nadp + uamr	Irreversible	c	0	1000	0		Cell Envelope Biosynthesis
UDCPDP	undecaprenyl-diphosphatase	[c] : h2o + udcpdp --> h + pi + udcpp	Irreversible	c	0	1000	0		Cell Envelope Biosynthesis
UGMDDS	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine synthetase	[c] : alaala + atp + ugmd --> adp + h + pi + ugmda	Irreversible	c	0	1000	0		Cell Envelope Biosynthesis
UHGADA	UDP-3-0-acyl N-acetylglucosamine deacetylase	[c] : h2o + u3aga --> ac + u3hga	Irreversible	c	0	1000	0		Cell Envelope Biosynthesis
USHD	UDP-sugar hydrolase	[c] : h2o + u23ga --> (2) h + lipidX + ump	Irreversible	c	0	1000	0		Cell Envelope Biosynthesis
AACOR2	3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA)	[c] : aacoa + h + nadph <==> 3hbacoa + nadp	Reversible	c	-1000	1000	0		Central Metabolism
ACOAH	acetyl-CoA hydrolase	[c] : accoa + h2o --> ac + coa + h	Irreversible	c	0	1000	0		Central Metabolism
ACTPASE	acylphosphatase	[c] : actp + h2o --> ac + h + pi	Irreversible	c	0	1000	0		Central Metabolism
ENO	enolase	[c] : 2pg <==> h2o + pep	Reversible	c	-1000	1000	0		Central Metabolism
FDH	formate dehydrogenase	[c] : for + nad --> co2 + nadh	Irreversible	c	0	1000	0		Central Metabolism
G3PD1	glycerol-3-phosphate dehydrogenase (NAD)	[c] : glyc3p + nad <==> dhap + h + nadh	Reversible	c	-1000	1000	0		Central Metabolism
G3PD2	glycerol-3-phosphate dehydrogenase (NADP)	[c] : glyc3p + nadp <==> dhap + h + nadph	Reversible	c	-1000	1000	0		Central Metabolism
G3PD4	glycerol-3-phosphate dehydrogenase (menaquinone 7)	[c] : glyc3p + mqn7 --> dhap + mql7	Irreversible	c	0	1000	0		Central Metabolism
GLYD	glycerate dehydrogenase	[c] : h + hpyr + nadh <==> glyc-R + nad	Reversible	c	-1000	1000	0		Central Metabolism
GLYK	glycerol kinase	[c] : atp + glyc --> adp + glyc3p + h	Irreversible	c	0	1000	0		Central Metabolism
HGR	mercury(II) reductase	[c] : hg2 + nadph <==> h + hg0 + nadp	Reversible	c	-1000	1000	0		Central Metabolism
MAN6PI	mannose-6-phosphate isomerase	[c] : man6p <==> f6p	Reversible	c	-1000	1000	0		Central Metabolism
PFK	phosphofructokinase	[c] : atp + f6p --> adp + fdp + h	Irreversible	c	0	1000	0		Central Metabolism
PGI	glucose-6-phosphate isomerase	[c] : g6p <==> f6p	Reversible	c	-1000	1000	0		Central Metabolism
PGM	phosphoglycerate mutase	[c] : 3pg <==> 2pg	Reversible	c	-1000	1000	0		Central Metabolism
PPDK	pyruvate phosphate dikinase	[c] : atp + pi + pyr --> amp + h + pep + ppi	Irreversible	c	0	1000	0		Central Metabolism
PPN13D	1,3-propanediol dehydrogenase	[c] : 13ppd + nad <==> 3hppnl + h + nadh	Reversible	c	-1000	1000	0		Central Metabolism
SUCOAS	succinyl-CoA synthetase (ADP-forming)	[c] : atp + coa + succ <==> adp + pi + succoa	Reversible	c	-1000	1000	0		Central Metabolism
ACONT	aconitase	[c] : cit <==> icit	Reversible	c	-1000	1000	0		Citrate Cycle (TCA)
AKGD	2-oxoglutarate dehydrogenase	[c] : akg + coa + nad --> co2 + nadh + succoa	Irreversible	c	0	1000	0		Citrate Cycle (TCA)
CITL	Citrate lyase	[c] : cit --> ac + oaa	Irreversible	c	0	1000	0		Citrate Cycle (TCA)
CS	citrate synthase	[c] : accoa + h2o + oaa --> cit + coa + h	Irreversible	c	0	1000	0		Citrate Cycle (TCA)
FUM	fumarase	[c] : fum + h2o <==> mal-L	Reversible	c	-1000	1000	0		Citrate Cycle (TCA)
ICDHy	isocitrate dehydrogenase (NADP)	[c] : icit + nadp <==> akg + co2 + nadph	Reversible	c	-1000	1000	0		Citrate Cycle (TCA)
MDH	malate dehydrogenase	[c] : mal-L + nad <==> h + nadh + oaa	Reversible	c	-1000	1000	0		Citrate Cycle (TCA)
SUCD1i	succinate dehydrogenase	[c] : fad + succ --> fadh2 + fum	Irreversible	c	0	1000	0		Citrate Cycle (TCA)
FTHFD	formyltetrahydrofolate deformylase	[c] : 10fthf + h2o --> for + h + thf	Irreversible	c	0	1000	0		Coenzymes and prosthetic groups
ACPS1	acyl-carrier protein synthase	[c] : apoACP + coa --> ACP + h + pap	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
ALATA_D2	D-alanine transaminase	[c] : ala-D + pydx5p --> pyam5p + pyr	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
ALATA_L2	alanine transaminase	[c] : ala-L + pydx5p --> pyam5p + pyr	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
AMAOT	adenosylmethionine-8-amino-7-oxononanoate transaminase	[c] : 8aonn + amet <==> amob + dann	Reversible	c	-1000	1000	0		Cofactor and Prosthetic Group Biosynthesis
AMPMS	4-amino-2-methyl-5-phosphomethylpyrimidine synthetase	[c] : air + h2o --> 4ampm + (2) for + (4) h	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
APRAUR	5-amino-6-(5-phosphoribosylamino)uracil reductase	[c] : 5apru + h + nadph --> 5aprbu + nadp	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
ASP1DC	aspartate 1-decarboxylase	[c] : asp-L + h --> ala-B + co2	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
ASPO3	L-aspartate oxidase	[c] : asp-L + ubq8 --> h + iasp + ubq8h2	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
ASPO4	L-aspartate oxidase	[c] : asp-L + mqn8 --> h + iasp + mql8	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
ASPO5	L-aspartate oxidase	[c] : asp-L + fum --> h + iasp + succ	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
ASPO6	L-aspartate oxidase	[c] : asp-L + o2 --> h + h2o2 + iasp	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
BACCL	biotin-[acetyl-CoA-carboxylase] ligase	[c] : atp + btn + h --> btamp + ppi	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
BTS2	biotin synthase (ala-L producing)	[c] : cys-L + dtbt <==> ala-L + btn + (2) h	Reversible	c	-1000	1000	0		Cofactor and Prosthetic Group Biosynthesis
CBIAT	Cobinamide adenyltransferase	[c] : atp + cbi + h2o <==> adcoba + pi + ppi	Reversible	c	-1000	1000	0		Cofactor and Prosthetic Group Biosynthesis
CBLAT	cob(I)alamin adenosyltransferase	[c] : atp + cbl1 + h2o <==> cobamcoa + pi + ppi	Reversible	c	-1000	1000	0		Cofactor and Prosthetic Group Biosynthesis
CDPMEK	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	[c] : 4c2me + atp --> 2p4c2me + adp + h	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
CHRPL	chorismate pyruvate lyase	[c] : chor --> 4hbz + pyr	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
CPPPGO	coproporphyrinogen oxidase	[c] : cpppg3 + (2) h + o2 --> (2) co2 + (2) h2o + pppg9	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
CPPPGOAN	Oxygen Independent coproporphyrinogen-III oxidase	[c] : (2) amet + cpppg3 + (2) fdxo-4:2 + (2) nadph --> (2) co2 + (2) dad-5 + (2) fdxr-4:2 + (2) h + (2) met-L + (2) nadp + pppg9	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
DHFS	dihydrofolate synthase	[c] : atp + dhpt + glu-L --> adp + dhf + h + pi	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
DHPPDA2	diaminohydroxyphosphoribosylaminopyrimidine deaminase	[c] : 25dhpp + h + h2o --> 5apru + nh4	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
DHPS3	dihydropteroate synthase	[c] : 2ahhmd + 4abz --> dhpt + ppi	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
DMPPS	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp)	[c] : h + h2mb4p + nadh --> dmpp + h2o + nad	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
DMQMT	3-Dimethylubiquinonol 3-methyltransferase	[c] : 2omhmbl + amet --> ahcys + h + ubq8h2	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
DNMPPA	Dihydroneopterin monophosphate dephosphorylase	[c] : dhpmp + h2o --> dhnpt + pi	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
DNTPPA	Dihydroneopterin triphosphate pyrophosphatase	[c] : ahdt + h2o --> dhpmp + h + ppi	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
DPR	2-dehydropantoate 2-reductase	[c] : 2dhp + h + nadph --> nadp + pant-R	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
DXPRI	1-deoxy-D-xylulose-5-phosphate reductoisomerase	[c] : dxyl5p + h + nadph <==> 2me4p + nadp	Reversible	c	-1000	1000	0		Cofactor and Prosthetic Group Biosynthesis
DXPS	1-deoxy-D-xylulose 5-phosphate synthase	[c] : g3p + h + pyr --> co2 + dxyl5p	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
E4PD	Erythrose 4-phosphate dehydrogenase	[c] : e4p + h2o + nad <==> 4per + (2) h + nadh	Reversible	c	-1000	1000	0		Cofactor and Prosthetic Group Biosynthesis
FCLT	Heme B synthesis reaction	[c] : fe2 + ppp9 --> h + pheme	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
FMNAT	FMN adenylyltransferase	[c] : atp + fmn + h --> fad + ppi	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
G1SATi	glutamate-1-semialdehyde aminotransferase	[c] : glu1sa --> 5aop	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
GLUCYSL	glutamate-cysteine ligase	[c] : atp + cys-L + glu-L --> adp + glucys + h + pi	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
GTHRD	glutathione-disulfide reductase	[c] : (2) gthrd + nadp <==> gthox + h + nadph	Reversible	c	-1000	1000	0		Cofactor and Prosthetic Group Biosynthesis
GTHS	glutathione synthase	[c] : atp + glucys + gly --> adp + gthrd + h + pi	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
GTPCI	GTP cyclohydrolase I	[c] : gtp + h2o --> ahdt + for + h	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
HBZOPT	4-hydroxybenzoate octaprenyltransferase	[c] : 4hbz + octdp --> 3ophb + ppi	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
HETZK	hydroxyethylthiazole kinase	[c] : 4mhetz + atp --> 4mpetz + adp + h	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
HMBS	hydroxymethylbilane synthase	[c] : h2o + (4) ppbng --> hmbil + (4) nh4	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
HTHBPD	4a-hydroxytetrahydrobiopterin dehydratase	[c] : 5678thh --> 78dhp + h2o	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
IPDPS	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp)	[c] : h + h2mb4p + nadh --> h2o + ipdp + nad	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
MECDPS	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	[c] : 2p4c2me --> 2mecdp + cmp	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
MEPCT	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	[c] : 2me4p + ctp + h --> 4c2me + ppi	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
MOHMT	3-methyl-2-oxobutanoate hydroxymethyltransferase	[c] : 3mob + h2o + mlthf --> 2dhp + thf	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
NADDP	NAD diphosphatase	[c] : h2o + nad --> amp + (2) h + nmn	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
NADK	NAD kinase	[c] : atp + nad --> adp + h + nadp	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
NADS1	NAD synthase (nh4)	[c] : atp + dnad + nh4 --> amp + h + nad + ppi	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
NAMNPP	nicotinic acid mononucleotide pyrophosphorylase	[c] : atp + h2o + nac + prpp --> adp + nicrnt + pi + ppi	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
NMNAT	nicotinamide-nucleotide adenylyltransferase	[c] : atp + h + nmn --> nad + ppi	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
NNAT	nicotinate-nucleotide adenylyltransferase	[c] : atp + h + nicrnt --> dnad + ppi	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
NNDPR	nicotinate-nucleotide diphosphorylase (carboxylating)	[c] : (2) h + prpp + quln --> co2 + nicrnt + ppi	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
OCTDPS	Octaprenyl pyrophosphate synthase	[c] : frdp + (5) ipdp --> octdp + (5) ppi	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
OHPBAT	O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase	[c] : glu-L + ohpb <==> akg + phthr	Reversible	c	-1000	1000	0		Cofactor and Prosthetic Group Biosynthesis
OHPHM	R04988	[c] : 2ohph + amet --> 2omph + ahcys + h	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
OMBZLM	2-Octaprenyl-6-methoxy-benzoquinol methylase	[c] : 2ombzl + amet --> 2ommbl + ahcys + h	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
OMMBLHX	2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase	[c] : 2ommbl + (0.5) o2 --> 2omhmbl	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
OMPHHX	2-octaprenyl-6-methoxyphenol hydroxylase	[c] : 2omph + (0.5) o2 --> 2ombzl	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
OPHBDC	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	[c] : 3ophb + h --> 2oph + co2	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
OPHHX	2-Octaprenylphenol hydroxylase	[c] : 2oph + (0.5) o2 --> 2ohph	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
PANTS	pantothenate synthase	[c] : ala-B + atp + pant-R --> amp + h + pnto-R + ppi	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
PDX5PO	pyridoxine 5'-phosphate oxidase	[c] : o2 + pdx5p <==> h + h2o2 + pydx5p	Reversible	c	-1000	1000	0		Cofactor and Prosthetic Group Biosynthesis
PDX5PS	Pyridoxine 5'-phosphate synthase	[c] : dxyl5p + nad + phthr --> co2 + h + (2) h2o + nadh + pdx5p + pi	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
PERD	Erythronate 4-phosphate (4per) dehydrogenase	[c] : 4per + nad <==> h + nadh + ohpb	Reversible	c	-1000	1000	0		Cofactor and Prosthetic Group Biosynthesis
PMDPHT	pyrimidine phosphatase	[c] : 5aprbu + h2o --> 4r5au + pi	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
PNTK	pantothenate kinase	[c] : atp + pnto-R --> 4ppan + adp + h	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
PPCDC	phosphopantothenoylcysteine decarboxylase	[c] : 4ppcys + h --> co2 + pan4p	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
PPNCL2	phosphopantothenate-cysteine ligase	[c] : 4ppan + ctp + cys-L --> 4ppcys + cmp + h + ppi	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
PPPGO	protoporphyrinogen oxidase	[c] : (1.5) o2 + pppg9 --> (3) h2o + ppp9	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
PSERT	phosphoserine transaminase	[c] : 3php + glu-L --> akg + pser-L	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
PTPATi	pantetheine-phosphate adenylyltransferase	[c] : atp + h + pan4p --> dpcoa + ppi	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
PYAM5PO	pyridoxamine-phosphate oxidase	[c] : h2o + o2 + pyam5p --> h2o2 + nh4 + pydx5p	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
QULNS	quinolinate synthase	[c] : dhap + iasp --> (2) h2o + pi + quln	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
RBFK	riboflavin kinase	[c] : atp + ribflv --> adp + fmn + h	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
THZPSN	thiazole phosphate synthesis	[c] : atp + cys-L + dxyl5p + tyr-L --> 4hba + 4mpetz + ala-L + amp + co2 + h + h2o + ppi	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
TMPKr	thiamine-phosphate kinase	[c] : atp + thmmp <==> adp + thmpp	Reversible	c	-1000	1000	0		Cofactor and Prosthetic Group Biosynthesis
TMPPP	thiamine-phosphate diphosphorylase	[c] : 2mahmp + 4mpetz + h --> ppi + thmmp	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
UDCPDPS	Undecaprenyl diphosphate synthase	[c] : frdp + (8) ipdp --> (8) ppi + udcpdp	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
UPPDC1	uroporphyrinogen decarboxylase (uroporphyrinogen III)	[c] : (4) h + uppg3 --> (4) co2 + cpppg3	Irreversible	c	0	1000	0		Cofactor and Prosthetic Group Biosynthesis
CYSS	cysteine synthase	[c] : acser + h2s --> ac + cys-L	Irreversible	c	0	1000	0		Cysteine Metabolism
CYSTRS	Cysteinyl-tRNA synthetase	[c] : atp + cys-L + trnacys --> amp + cystrna + ppi	Irreversible	c	0	1000	0		Cysteine Metabolism
SADT2	sulfate adenylyltransferase	[c] : atp + gtp + h2o + so4 --> aps + gdp + pi + ppi	Irreversible	c	0	1000	0		Cysteine Metabolism
SULR	sulfite reductase (NADPH2)	[c] : (3) h2o + h2s + (3) nadp <==> (4) h + (3) nadph + so3	Reversible	c	-1000	1000	0		Cysteine Metabolism
TRPAS1	Tryptophanase (L-cysteine)	[c] : cys-L + h2o --> h + h2s + nh4 + pyr	Irreversible	c	0	1000	0		Cysteine Metabolism
TRPAS2	Tryptophanase (L-tryptophan)	[c] : h2o + trp-L <==> indole + nh4 + pyr	Reversible	c	-1000	1000	0		Cysteine Metabolism
CYOR2u8	cytochrome-c reductase (ubiquinol8: 2 protons translocated)	(2) ficytcc[c] + ubq8h2[c] --> (2) focytcc[c] + (2) h[e] + ubq8[c]	Irreversible	c,e	0	1000	0		Energy Metabolism
HDH	hydrogen dehydrogenase	[c] : h2 + nad <==> h + nadh	Reversible	c	-1000	1000	0		Energy Metabolism
HDH4	hydrogen dehydrogenase menquinone (2 H+)	(2) h[c] + h2[e] + mqn7[c] --> (2) h[e] + mql7[c]	Irreversible	c,e	0	1000	0		Energy Metabolism
IQNLOR	isoquinoline 1-oxidoreductase	[c] : (2) ficytcc + h2o + iqnl <==> (2) focytcc + (2) h + iqnln	Reversible	c	-1000	1000	0		Energy Metabolism
HBUR1	(3R)-3-Hydroxybutanoyl-[acyl-carrier protein]:NADP+ oxidoreductase	[c] : actACP + h + nadph --> 3hbACP + nadp	Irreversible	c	0	1000	0		Fatty Acid  Biosynthesis
