#query_id	ref_id	ref_start	ref_bp_aligned	query_coverage	query_identity
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2108:20329:8495	ncbibact2012011723S_1927	1131	112	66.27	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2108:22192:9665	ncbibact2012011723S_1927	795	102	70.83	99.02
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2108:11879:10230	slr108_4842	252	81	65.85	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2108:18006:13755	ncbibact2012011723S_2578	2116	100	45.87	99.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2108:18006:13755	ncbibact2012011723S_2278	269	48	22.02	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2108:7735:19461	slr108_6376	772	49	34.51	97.96
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2108:11000:20075	gg20110531_426851	77	192	81.36	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2108:9330:21782	ncbibact2012011723S_3010	2308	49	37.98	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2108:17917:21870	ncbibact2012011723S_2282	262	146	64.60	99.32
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2108:24180:26081	slr108_274	754	87	51.18	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2108:9781:27507	gg20110531_175633	746	104	100.00	96.15
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2108:14493:28323	rdp1028_587105	282	137	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2109:8348:9563	ncbibact2012011716S_2965	154	169	97.13	98.82
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2109:16633:11291	gg20110531_722322	79	201	83.06	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2109:15046:17153	gg20110531_420306	312	152	65.80	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2109:21907:26541	slr108_6098	770	38	29.46	97.37
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:12971:3514	hmp2011120623S_467	101	232	100.00	99.14
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:20202:7209	rdp1028_539852	564	120	59.41	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:15833:9140	ncbibact2012011723S_2278	2130	148	59.20	99.32
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:15833:9140	slr108_4544	2224	86	34.40	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:23100:12035	slr108_16901	946	105	59.32	89.52
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:23100:12035	slr108_15993	502	76	42.94	92.11
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:25170:12914	gg20110531_158207	664	40	31.50	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:20724:17892	ncbibact2012011723S_2278	300	150	73.89	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:17848:19063	slr108_3034	556	221	90.20	99.55
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2110:16622:27581	ncbibact2012011723S_2553	2388	172	80.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:18916:2444	gg20110531_181029	1180	182	83.49	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:12407:10567	ncbibact2012011723S_2278	322	174	79.09	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:9437:10979	slr108_274	167	69	44.52	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:26346:11868	slr108_18914	1303	62	44.93	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:7662:12184	slr108_1023	1228	139	64.06	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:12853:15186	ncbibact2012011723S_2278	340	113	64.94	97.35
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:9383:22391	hmp2011120623S_287	2009	55	41.04	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:8227:23012	slr108_4910	1945	57	40.43	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:20434:23090	slr108_2026	401	72	43.90	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:14722:25943	rdp1028_587630	4	92	46.23	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2111:14722:25943	rdp1028_671590	28	74	37.19	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2112:27977:9096	rdp1028_921643	19	210	88.98	98.57
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2112:27977:9096	rdp1028_603866	57	31	13.14	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2112:28365:12246	rdp1028_581481	651	51	38.93	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2112:28065:14387	ncbibact2012011716S_2965	227	108	68.79	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2112:27999:14937	ssr108_561279	23	58	41.73	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2112:18977:16416	ncbibact2012011723S_1523	370	133	73.48	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2112:20005:17360	ncbibact2012011723S_2278	192	122	75.31	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2112:14304:22889	slr108_500	1514	60	31.75	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2113:10295:6712	ncbibact2012011723S_1128	729	120	57.42	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2113:17149:8567	rdp1028_450540	430	187	81.66	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2113:8271:18986	ncbibact2012011723S_2282	748	107	55.15	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2113:10873:20042	slr108_1511	759	65	47.10	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2113:10128:20554	rdp1028_619029	883	145	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2113:24126:21157	ncbibact2012011723S_1128	1197	122	100.00	99.18
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2113:21230:22787	slr108_274	792	67	31.02	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2113:21230:22787	slr108_15967	92	39	18.06	97.44
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2114:7521:4092	gg20110531_381992	582	170	68.27	98.82
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2114:14311:9396	ncbibact2012011723S_2278	364	92	53.49	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2114:4720:10478	slr108_16322	11	111	70.25	95.50
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2114:12048:11609	ssr108_95583	793	55	40.74	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2114:13994:14764	ncbibact2012011723S_1951	2626	72	47.37	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2114:21868:16633	slr108_15663	421	60	43.80	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2114:16511:18224	gg20110531_475354	668	116	48.74	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:2114:16511:18224	gg20110531_468381	747	95	39.92	100.00
