Id	Description	Flux	Compartment	Equation
rxn08655_c0	Glycolate oxidase c0	0.5748228	c0	 cpd00139[c0] + cpd15560[c0] -->  cpd00040[c0] + cpd15561[c0]
rxn02373_c0	L-Glutamate-5-semialdehyde NADP 5-oxidoreductase phosphorylationg c0	2.573735	c0	 cpd00005[c0] + cpd02097[c0] -->  cpd00009[c0] + cpd00858[c0] + cpd00006[c0]
rxn09141_c0	Phospholipase A1 phosphatidylglycerol n-C16 1 periplasm c0	-1000	c0	 cpd00001[c0] + cpd15539[c0] <--  cpd00067[c0] + cpd15237[c0] + cpd15347[c0]
rxn02835_c0	1-5-phospho-D-ribosyl-AMP 1 6-hydrolase c0	1.111385	c0	 cpd00001[c0] + cpd01777[c0] -->  cpd02979[c0]
rxn08845_c0	Lysophospholipase L2 2-acylglycerophosphoglycerol n-C12 0 c0	1000	c0	 cpd00001[c0] + cpd15343[c0] -->  cpd00067[c0] + cpd01741[c0] + cpd02090[c0]
rxn00285_c0	Succinate CoA ligase ADP-forming c0	6.149914	c0	 cpd00002[c0] + cpd00010[c0] + cpd00036[c0] -->  cpd00009[c0] + cpd00008[c0] + cpd00078[c0]
rxn03087_c0	N-Succinyl-L-2 6-diaminoheptanedioate 2-ocoglytarate c0	-4.336601	c0	 cpd00024[c0] + cpd02698[c0] <--  cpd00023[c0] + cpd02724[c0]
rxn06672_c0	biotin-carboxyl-carrier-protein carbon-dioxide ligase ADP-forming c0	25.50729	c0	 cpd00002[c0] + cpd00242[c0] + cpd12848[c0] -->  cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd12543[c0]
rxn00256_c0	Citrate oxaloacetate-lyase pro-3S-CH2COO- -> acetyl-CoA c0	13.50919	c0	 cpd00001[c0] + cpd00022[c0] + cpd00032[c0] -->  cpd00067[c0] + cpd00010[c0] + cpd00137[c0]
rxn02303_c0_CPPPGO	Coproporphyrinogen oxygen oxidoreductasedecarboxylating c0	0.0003908795	c0	(2) cpd00067[c0] + cpd00007[c0] + cpd02083[c0] --> (2) cpd00001[c0] + cpd00791[c0] + (2) cpd00011[c0]
rxn01636_c0	N2-Acetyl-L-ornithine L-glutamate N-acetyltransferase c0	3.856624	c0	 cpd00023[c0] + cpd00342[c0] -->  cpd00064[c0] + cpd00477[c0]
rxn03136_c0	1-5'-Phosphoribosyl-5-amino-4-N-succinocarboxamide-imidazole c0	5.615478	c0	 cpd02921[c0] -->  cpd02851[c0] + cpd00106[c0]
rxn03397_c0	UDP-L-rhamnose flavonol-3-O-D-glucoside L-rhamnosyltransferase c0	0.003908795	c0	 cpd00017[c0] + cpd03447[c0] -->  cpd00067[c0] + cpd00019[c0] + cpd03448[c0]
rxn00710_c0	Orotidine-5'-phosphate carboxy-lyase c0	3.802706	c0	 cpd00067[c0] + cpd00810[c0] -->  cpd00011[c0] + cpd00091[c0]
rxn08796_c0	Lysophospholipase L1 2-acylglycerophosphotidate n-C12 0 periplasm c0	1000	c0	 cpd00001[c0] + cpd15325[c0] -->  cpd00067[c0] + cpd00080[c0] + cpd01741[c0]
rxn00338_c0	L-aspartate oxidase c0	0.04483618	c0	 cpd00007[c0] + cpd00041[c0] -->  cpd00067[c0] + cpd00025[c0] + cpd03470[c0]
rxn09158_c0	Phospholipase A2 phosphatidylglycerol n-C12 0 periplasm c0	-1000	c0	 cpd00001[c0] + cpd15535[c0] <--  cpd00067[c0] + cpd01741[c0] + cpd15318[c0]
rxn00791_c0	N-5-Phospho-D-ribosylanthranilate pyrophosphate c0	0.6434337	c0	 cpd00103[c0] + cpd00093[c0] -->  cpd00012[c0] + cpd02642[c0]
rxn00138_c0	Deamino-NAD ammonia ligase AMP-forming c0	0.04483618	c0	 cpd00002[c0] + cpd00013[c0] + cpd00638[c0] -->  cpd00012[c0] + cpd00018[c0] + cpd00003[c0]
rxn09126_c0	Phospholipase A1 phosphatidate n-C16 0 periplasm c0	1000	c0	 cpd00001[c0] + cpd15524[c0] -->  cpd00067[c0] + cpd15355[c0] + cpd00214[c0]
rxn02404_c0	3-Deoxy-D-manno-octulosonate-8-phosphate 8-phosphohydrolase c0	0.5219391	c0	 cpd00001[c0] + cpd02730[c0] -->  cpd00067[c0] + cpd00009[c0] + cpd00875[c0]
rxn00686_c0	5 6 7 8-Tetrahydrofolate NADP oxidoreductase c0	-0.8737307	c0	 cpd00006[c0] + cpd00087[c0] <--  cpd00067[c0] + cpd00005[c0] + cpd00330[c0]
rxn00763_c0	Glycerol NAD oxidoreductase c0	0.08387814	c0	 cpd00003[c0] + cpd00100[c0] -->  cpd00067[c0] + cpd00004[c0] + cpd00448[c0]
rxn09272_c0	succinate dehydrogenase irreversible c0	-2.870171	c0	 cpd00036[c0] + cpd15560[c0] <--  cpd15561[c0] + cpd00106[c0]
rxn05350_c0	hexanoyl-acyl-carrier protein malonyl-acyl-carrier-protein c0	0.9498552	c0	 cpd00067[c0] + cpd11492[c0] + cpd11472[c0] -->  cpd11493[c0] + cpd00011[c0] + cpd11490[c0]
rxn01281_c0	R-Glycerate NADP oxidoreductase c0	-1000	c0	 cpd00223[c0] + cpd00006[c0] <--  cpd00067[c0] + cpd00005[c0] + cpd00843[c0]
rxn03135_c0	Imidazole-glycerol-3-phosphate synthase c0	1.111385	c0	 cpd00053[c0] + cpd02991[c0] -->  cpd00067[c0] + cpd00023[c0] + cpd02851[c0] + cpd02843[c0]
rxn03917_c0	sedoheptulose 7-phosphate isomerase c0	0.3131635	c0	 cpd00238[c0] -->  cpd04918[c0]
rxn08850_c0	Lysophospholipase L2 2-acylglycerophosphoglycerol n-C18 0 c0	-1000	c0	 cpd00001[c0] + cpd15348[c0] <--  cpd00067[c0] + cpd01080[c0] + cpd02090[c0]
rxn01019_c0	Carbamoyl-phosphate L-ornithine carbamoyltransferase c0	3.451144	c0	 cpd00064[c0] + cpd00146[c0] --> (2) cpd00067[c0] + cpd00009[c0] + cpd00274[c0]
rxn11944_c0	Methyltransferase c0	0.01172639	c0	 cpd00067[c0] + cpd00019[c0] + cpd02738[c0] -->  cpd00017[c0] + cpd02555[c0]
rxn03511_c0	ADP-D-glycero-D-manno-heptose 6-epimerase c0	0.3131635	c0	 cpd03830[c0] -->  cpd03831[c0]
rxn09160_c0	Phospholipase A2 phosphatidylglycerol n-C14 1 periplasm c0	1000	c0	 cpd00001[c0] + cpd15537[c0] -->  cpd00067[c0] + cpd15320[c0] + cpd15298[c0]
rxn05596_c0	potassium transport out via proton antiport c0	-1000	c0/e0	 cpd00067[e0] + cpd00205[c0] <--  cpd00067[c0] + cpd00205[e0]
rxn00199_c0	Oxalosuccinate NADP oxidoreductase decarboxylating c0	13.50919	c0	 cpd00067[c0] + cpd03187[c0] -->  cpd00011[c0] + cpd00024[c0]
rxn05342_c0_HTDR6	3R-3-Hydroxytetradecanoyl-acyl-carrier-protein NADP c0	0.8454674	c0	 cpd00067[c0] + cpd00005[c0] + cpd11491[c0] -->  cpd00006[c0] + cpd11484[c0]
rxn02811_c0	3-Isopropylmalate hydro-lyase c0	-5.264457	c0	 cpd02693[c0] <--  cpd00001[c0] + cpd01710[c0]
rxn00567_c0	Ferrocytochrome-c oxygen oxidoreductase c0	-82.91018	c0	 cpd00001[c0] + cpd00109[c0] + cpd00418[c0] <-- (2) cpd00067[c0] + cpd00075[c0] + cpd00110[c0]
rxn00313_c0	meso-2 6-Diaminoheptanedioate carboxy-lyase c0	4.036084	c0	 cpd00067[c0] + cpd00516[c0] -->  cpd00011[c0] + cpd00039[c0]
rxn03439_c0	3-deoxy-D-manno-octulosonic acid transferase c0	0.1043878	c0	 cpd02546[c0] + cpd03585[c0] -->  cpd00046[c0] + cpd03586[c0]
rxn00799_c0	S-Malate hydro-lyase c0	-12.49628	c0	 cpd00130[c0] <--  cpd00001[c0] + cpd00106[c0]
rxn04113_c0	isopentenyl-diphosphate NADP oxidoreductase c0	0.02814332	c0	 cpd00067[c0] + cpd00005[c0] + cpd08615[c0] -->  cpd00001[c0] + cpd00006[c0] + cpd00113[c0]
rxn09562_c0	guanylate kinase GMP dATP c0	-996.7028	c0	 cpd00115[c0] + cpd00126[c0] <--  cpd00177[c0] + cpd00031[c0]
rxn08813_c0	Lysophospholipase L1 2-acylglycerophosphoglycerol n-C16 0 periplasm c0	1000	c0	 cpd00001[c0] + cpd15321[c0] -->  cpd00067[c0] + cpd00214[c0] + cpd02090[c0]
rxn05326_c0	Hexanoyl-acyl-carrier protein malonyl-CoA c0	0.9498552	c0	 cpd00067[c0] + cpd00004[c0] + cpd11473[c0] -->  cpd00003[c0] + cpd11472[c0]
rxn00612_c0	sn-Glycerol-3-phosphate NADP 2-oxidoreductase c0	997.9928	c0	 cpd00080[c0] + cpd00006[c0] -->  cpd00067[c0] + cpd00095[c0] + cpd00005[c0]
rxn00239_c0	ATP dGMP phosphotransferase c0	1000	c0	 cpd00002[c0] + cpd00126[c0] -->  cpd00008[c0] + cpd00031[c0]
rxn02402_c0	Nicotinate-nucleotide pyrophosphate phosphoribosyltransferase c0	0.04483618	c0	(2) cpd00067[c0] + cpd00103[c0] + cpd02333[c0] -->  cpd00012[c0] + cpd00011[c0] + cpd00873[c0]
rxn08821_c0	Lysophospholipase L2 2-acylglycerophosphotidate n-C16 1 c0	-1000	c0	 cpd00001[c0] + cpd15354[c0] <--  cpd00067[c0] + cpd00080[c0] + cpd15237[c0]
rxn08803_c0	Lysophospholipase L1 2-acylglycerophosphoethanolamine n-C12 0 periplasm c0	1000	c0	 cpd00001[c0] + cpd15313[c0] -->  cpd00067[c0] + cpd01741[c0] + cpd00908[c0]
rxn08846_c0	Lysophospholipase L2 2-acylglycerophosphoglycerol n-C14 0 c0	1000	c0	 cpd00001[c0] + cpd15344[c0] -->  cpd00067[c0] + cpd02090[c0] + cpd03847[c0]
rxn00379_c0	ATP sulfate adenylyltransferase c0	2.870171	c0	 cpd00002[c0] + cpd00067[c0] + cpd00048[c0] -->  cpd00012[c0] + cpd00193[c0]
rxn02929_c0_DHDPRy	2 3 4 5-Tetrahydrodipicolinate NADP oxidoreductase c0	4.336601	c0	 cpd00067[c0] + cpd00005[c0] + cpd02120[c0] -->  cpd02465[c0] + cpd00006[c0]
rxn08838_c0	Lysophospholipase L2 2-acylglycerophosphoethanolamine n-C12 0 c0	-1000	c0	 cpd00001[c0] + cpd15336[c0] <--  cpd00067[c0] + cpd01741[c0] + cpd00908[c0]
rxn05040_c0	3 4-Dihydroxy-2-butanone 4-phosphate synthase c0	0.01586511	c0	 cpd00171[c0] -->  cpd00067[c0] + cpd00047[c0] + cpd11225[c0]
rxn01637_c0	N2-Acetyl-L-ornithine 2-oxoglutarate aminotransferase c0	-3.856624	c0	 cpd00024[c0] + cpd00342[c0] <--  cpd00023[c0] + cpd00918[c0]
rxn09153_c0	Phospholipase A2 phosphatidylethanolamine n-C14 1 periplasm c0	-1000	c0	 cpd00001[c0] + cpd15530[c0] <--  cpd00067[c0] + cpd15298[c0] + cpd15315[c0]
rxn09140_c0	Phospholipase A1 phosphatidylglycerol n-C16 0 periplasm c0	-1000	c0	 cpd00001[c0] + cpd15538[c0] <--  cpd00067[c0] + cpd00214[c0] + cpd15346[c0]
rxn01362_c0_ORPT	Orotidine-5'-phosphate pyrophosphate phosphoribosyltransferase c0	-3.802706	c0	 cpd00012[c0] + cpd00810[c0] <--  cpd00103[c0] + cpd00247[c0]
rxn09128_c0	Phospholipase A1 phosphatidate n-C18 0 periplasm c0	1000	c0	 cpd00001[c0] + cpd15526[c0] -->  cpd00067[c0] + cpd01080[c0] + cpd15358[c0]
rxn03080_c0	6 7-Dimethyl-8-1-D-ribityllumazine 6 7-dimethyl-8-1-D-ribityl c0	0.01586511	c0	 cpd02882[c0] + cpd11225[c0] --> (2) cpd00001[c0] + cpd00067[c0] + cpd00009[c0] + cpd02656[c0]
rxn00786_c0	D-Fructose-1 6-bisphosphate D-glyceraldehyde-3-phosphate-lyase c0	1000	c0	 cpd00290[c0] -->  cpd00095[c0] + cpd00102[c0]
rxn05293_c0	MECDPDH c0	0.032443	c0	 cpd00067[c0] + cpd00004[c0] + cpd08301[c0] -->  cpd00001[c0] + cpd00003[c0] + cpd08615[c0]
rxn00834_c0_IMPD	IMP NAD oxidoreductase c0	3.297207	c0	 cpd00001[c0] + cpd00003[c0] + cpd00114[c0] -->  cpd00067[c0] + cpd00004[c0] + cpd00497[c0]
rxn09127_c0	Phospholipase A1 phosphatidate n-C16 1 periplasm c0	-1000	c0	 cpd00001[c0] + cpd15525[c0] <--  cpd00067[c0] + cpd15237[c0] + cpd15354[c0]
rxn09157_c0	Phospholipase A2 phosphatidylethanolamine n-C18 1 periplasm c0	1000	c0	 cpd00001[c0] + cpd15534[c0] -->  cpd00067[c0] + cpd12547[c0] + cpd15269[c0]
rxn02473_c0	D-erythro-1-Imidazol-4-ylglycerol 3-phosphate hydro-lyase c0	1.111385	c0	 cpd02843[c0] -->  cpd00001[c0] + cpd00930[c0]
rxn09143_c0	Phospholipase A1 phosphatidylglycerol n-C18 1 periplasm c0	1000	c0	 cpd00001[c0] + cpd15541[c0] -->  cpd00067[c0] + cpd15269[c0] + cpd15349[c0]
rxn01643_c0	L-Aspartate-4-semialdehyde NADP oxidoreductase phosphorylating c0	12.52576	c0	 cpd00005[c0] + cpd01977[c0] -->  cpd00009[c0] + cpd00006[c0] + cpd00346[c0]
rxn03175_c0	N-5'-Phospho-D-ribosylformimino-5-amino-1- c0	1.111385	c0	 cpd02979[c0] -->  cpd02991[c0]
rxn02341_c0	N-R-4'-Phosphopantothenoyl-L-cysteine carboxy-lyase c0	0.003966277	c0	 cpd00067[c0] + cpd02666[c0] -->  cpd00834[c0] + cpd00011[c0]
rxn05334_c0	3R-3-Hydroxybutanoyl-acyl-carrier-protein hydro-lyase c0	0.9498552	c0	 cpd11483[c0] -->  cpd00001[c0] + cpd11471[c0]
rxn01102_c0	ATP R-glycerate 3-phosphotransferase c0	-999.9161	c0	 cpd00002[c0] + cpd00223[c0] <--  cpd00008[c0] + cpd00169[c0]
rxn08797_c0	Lysophospholipase L1 2-acylglycerophosphotidate n-C14 0 periplasm c0	1000	c0	 cpd00001[c0] + cpd15331[c0] -->  cpd00067[c0] + cpd00080[c0] + cpd03847[c0]
rxn02834_c0	Phosphoribosyl-ATP pyrophosphohydrolase c0	1.111385	c0	 cpd00001[c0] + cpd01775[c0] -->  cpd00012[c0] + cpd01777[c0]
rxn01000_c0	Prephenate hydro-lyase decarboxylating c0	2.164277	c0	 cpd00067[c0] + cpd00219[c0] -->  cpd00001[c0] + cpd00011[c0] + cpd00143[c0]
rxn00006_c0	hydrogen-peroxide hydrogen-peroxide oxidoreductase c0	1000	c0	(2) cpd00025[c0] --> (2) cpd00001[c0] + cpd00007[c0]
rxn00806_c0_LEUTAi	L-Leucine 2-oxoglutarate aminotransferase c0	5.264457	c0	 cpd00023[c0] + cpd00200[c0] -->  cpd00024[c0] + cpd00107[c0]
rxn00060_c0	Porphobilinogen ammonia-lyase polymerizing c0	0.0003908795	c0	 cpd00001[c0] + (4) cpd00689[c0] --> (4) cpd00013[c0] + cpd00755[c0]
rxn08798_c0	Lysophospholipase L1 2-acylglycerophosphotidate n-C14 1 periplasm c0	-1000	c0	 cpd00001[c0] + cpd15330[c0] <--  cpd00067[c0] + cpd00080[c0] + cpd15298[c0]
rxn08805_c0	Lysophospholipase L1 2-acylglycerophosphoethanolamine n-C14 1 periplasm c0	-1000	c0	 cpd00001[c0] + cpd15315[c0] <--  cpd00067[c0] + cpd15298[c0] + cpd00908[c0]
rxn01018_c0	Carbamoyl-phosphate L-aspartate carbamoyltransferase c0	3.802706	c0	 cpd00041[c0] + cpd00146[c0] --> (2) cpd00067[c0] + cpd00009[c0] + cpd00343[c0]
rxn00100_c0	ATP dephospho-CoA 3'-phosphotransferase c0	0.003966277	c0	 cpd00002[c0] + cpd00655[c0] -->  cpd00008[c0] + cpd00010[c0]
rxn00790_c0	5-Phosphoribosylamine pyrophosphate phosphoribosyltransferase c0	5.615478	c0	 cpd00001[c0] + cpd00053[c0] + cpd00103[c0] -->  cpd00012[c0] + cpd00023[c0] + cpd01982[c0]
rxn06673_c0	Acetyl-CoA carbon-dioxide ligase ADP-forming c0	25.50729	c0	 cpd00022[c0] + cpd12543[c0] -->  cpd00070[c0] + cpd12848[c0]
rxn02405_c0	CTP 3-deoxy-D-manno-octulosonate cytidylyltransferase c0	0.5219391	c0	 cpd00052[c0] + cpd00875[c0] -->  cpd00012[c0] + cpd02546[c0]
rxn12224_c0	2-octaprenyl-6-methoxyphenol hydroxylase c0	0.003908795	c0	 cpd00007[c0] + cpd03446[c0] -->  cpd00001[c0] + cpd03447[c0]
rxn00782_c0	D-Glyceraldehyde-3-phosphate NADP oxidoreductasephosphorylating c0	532.9021	c0	 cpd00005[c0] + cpd00203[c0] -->  cpd00009[c0] + cpd00102[c0] + cpd00006[c0]
rxn01269_c0	Prephenate NADP oxidoreductasedecarboxylating c0	1.637831	c0	 cpd00006[c0] + cpd00219[c0] -->  cpd00011[c0] + cpd00005[c0] + cpd00868[c0]
rxn05327_c0	Decanoyl-acyl-carrier protein malonyl-CoA c0	0.9498552	c0	 cpd00067[c0] + cpd00004[c0] + cpd11475[c0] -->  cpd00003[c0] + cpd11474[c0]
rxn00907_c0	5 10-methylenetetrahydrofolate NADP oxidoreductase c0	11.74372	c0	 cpd00006[c0] + cpd00125[c0] -->  cpd00005[c0] + cpd00347[c0]
rxn02288_c0_UPPDC1	Uroporphyrinogen-III carboxy-lyase c0	0.0003908795	c0	(4) cpd00067[c0] + cpd00774[c0] --> (4) cpd00011[c0] + cpd02083[c0]
rxn00300_c0	GTP 7 8-8 9-dihydrolase pyrophosphate-forming c0	0.007932555	c0	(3) cpd00001[c0] + cpd00038[c0] -->  cpd00012[c0] + cpd00067[c0] + cpd00047[c0] + cpd00957[c0]
rxn09138_c0	Phospholipase A1 phosphatidylglycerol n-C14 0 periplasm c0	1000	c0	 cpd00001[c0] + cpd15536[c0] -->  cpd00067[c0] + cpd03847[c0] + cpd15344[c0]
rxn10060_c0	NAD kinase dTTP c0	-999.9805	c0	 cpd00003[c0] + cpd00357[c0] <--  cpd00297[c0] + cpd00006[c0]
rxn06075_c0	2'-Deoxyuridine 5'-diphosphate oxidized-thioredoxin c0	0.2989079	c0	 cpd00014[c0] + cpd11421[c0] -->  cpd00001[c0] + cpd00978[c0] + cpd11420[c0]
rxn02895_c0	5-Phospho-D-ribosylamine glycine ligase ADP-forming c0	5.615478	c0	 cpd00002[c0] + cpd00033[c0] + cpd01982[c0] -->  cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd02394[c0]
rxn08816_c0	Lysophospholipase L1 2-acylglycerophosphoglycerol n-C18 1 periplasm c0	-1000	c0	 cpd00001[c0] + cpd15324[c0] <--  cpd00067[c0] + cpd02090[c0] + cpd15269[c0]
rxn00410_c0	UTP ammonia ligaseADP-forming c0	1.808622	c0	 cpd00002[c0] + cpd00013[c0] + cpd00062[c0] --> (2) cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd00052[c0]
rxn01332_c0	Phosphoenolpyruvate D-erythrose-4-phosphate c0	5.024273	c0	 cpd00001[c0] + cpd00061[c0] + cpd00236[c0] -->  cpd00067[c0] + cpd00009[c0] + cpd02857[c0]
rxn03068_c0	R-2 3-Dihydroxy-3-methylbutanoate NADP oxidoreductase c0	-1000	c0	 cpd02498[c0] + cpd00006[c0] <--  cpd00067[c0] + cpd00005[c0] + cpd02569[c0]
rxn08814_c0	Lysophospholipase L1 2-acylglycerophosphoglycerol n-C16 1 periplasm c0	1000	c0	 cpd00001[c0] + cpd15322[c0] -->  cpd00067[c0] + cpd02090[c0] + cpd15237[c0]
rxn01678_c0	ATP nucleoside-diphosphate phosphatransferase c0	403.7965	c0	 cpd00002[c0] + cpd00978[c0] -->  cpd00008[c0] + cpd00358[c0]
rxn00692_c0_GHMT2	5 10-Methylenetetrahydrofolate glycine hydroxymethyltransferase c0	13.87164	c0	 cpd00054[c0] + cpd00087[c0] -->  cpd00001[c0] + cpd00033[c0] + cpd00125[c0]
rxn00789_c0	1-5-Phospho-D-ribosyl-ATP pyrophosphate phosphoribosyl-transferase c0	1.111385	c0	 cpd00002[c0] + cpd00103[c0] -->  cpd00012[c0] + cpd01775[c0]
rxn03892_c0	PPTT c0	0.003908795	c0	 cpd00113[c0] + cpd02591[c0] -->  cpd00012[c0] + cpd00906[c0]
rxn00604_c0_G6PDH	D-Glucose-6-phosphate NADP 1-oxoreductase c0	1000	c0	 cpd00079[c0] + cpd00006[c0] -->  cpd00067[c0] + cpd00005[c0] + cpd00911[c0]
rxn00912_c0_MOHMT	5 10-Methylenetetrahydrofolate 3-methyl-2-oxobutanoate c0	0.003966277	c0	 cpd00001[c0] + cpd00123[c0] + cpd00125[c0] -->  cpd00087[c0] + cpd00712[c0]
rxn01509_c0	ATP dGMP phosphotransferase c0	-207.0022	c0	 cpd00002[c0] + cpd00296[c0] <--  cpd00008[c0] + cpd00295[c0]
rxn08528_c0	fumarate reductase c0	-1000	c0	 cpd15353[c0] + cpd00106[c0] <--  cpd15352[c0] + cpd00036[c0]
rxn00493_c0	L-Phenylalanine 2-oxoglutarate aminotransferase c0	-2.164277	c0	 cpd00024[c0] + cpd00066[c0] <--  cpd00023[c0] + cpd00143[c0]
rxn09132_c0	Phospholipase A1 phosphatidylethanolamine n-C14 1 periplasm c0	1000	c0	 cpd00001[c0] + cpd15530[c0] -->  cpd00067[c0] + cpd15298[c0] + cpd15338[c0]
rxn03918_c0	D-glycero-D-manno-heptose 7-phosphate kinase c0	0.3131635	c0	 cpd00002[c0] + cpd04918[c0] -->  cpd00008[c0] + cpd08316[c0]
rxn08975_c0	NADH dehydrogenase ubiquinone-8 c0	320.3526	c0	 cpd00067[c0] + cpd00004[c0] + cpd15560[c0] -->  cpd00003[c0] + cpd15561[c0]
rxn09125_c0	Phospholipase A1 phosphatidate n-C14 1 periplasm c0	1000	c0	 cpd00001[c0] + cpd15523[c0] -->  cpd00067[c0] + cpd15298[c0] + cpd15362[c0]
rxn00213_c0	UTP alpha-D-glucose-1-phosphate uridylyltransferase c0	0.243265	c0	 cpd00089[c0] + cpd00062[c0] -->  cpd00012[c0] + cpd00026[c0]
rxn02504_c0	2-Amino-4-hydroxy-6-D-erythro-1 2 3-trihydroxypropyl-7 8- c0	0.5748228	c0	 cpd02961[c0] -->  cpd00229[c0] + cpd00954[c0]
rxn08799_c0	Lysophospholipase L1 2-acylglycerophosphotidate n-C16 0 periplasm c0	-1000	c0	 cpd00001[c0] + cpd15327[c0] <--  cpd00067[c0] + cpd00080[c0] + cpd00214[c0]
rxn00193_c0	L-Glutamate racemase c0	7.801771	c0	 cpd00023[c0] -->  cpd00186[c0]
rxn00272_c0	L-Alanine glyoxylate aminotransferase c0	0.5748228	c0	 cpd00040[c0] + cpd00035[c0] -->  cpd00020[c0] + cpd00033[c0]
rxn03841_c0	4-amino-4-deoxychorismate pyruvate-lyase c0	0.5748228	c0	 cpd08210[c0] -->  cpd00067[c0] + cpd00020[c0] + cpd00443[c0]
rxn01200_c0	Sedoheptulose-7-phosphate D-glyceraldehyde-3-phosphate c0	175.234	c0	 cpd00102[c0] + cpd00238[c0] -->  cpd00101[c0] + cpd00198[c0]
rxn00737_c0	L-threonine ammonia-lyase c0	3.39265	c0	 cpd00161[c0] -->  cpd00013[c0] + cpd00094[c0]
rxn08843_c0	Lysophospholipase L2 2-acylglycerophosphoethanolamine n-C18 0 c0	-1000	c0	 cpd00001[c0] + cpd15341[c0] <--  cpd00067[c0] + cpd01080[c0] + cpd00908[c0]
rxn00187_c0	L-Glutamate ammonia ligase ADP-forming c0	131.8211	c0	 cpd00002[c0] + cpd00023[c0] + cpd00013[c0] -->  cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd00053[c0]
rxn02187_c0	2-Acetolactate methylmutase c0	1000	c0	 cpd00668[c0] -->  cpd02569[c0]
rxn10122_c0	NADH dehydrogenase ubiquinone-8 & 3.5 protons c0	-321.856	c0/e0	(4.5) cpd00067[c0] + cpd00004[c0] + cpd15560[c0] <-- (3.5) cpd00067[e0] + cpd00003[c0] + cpd15561[c0]
rxn05335_c0	3R-3-Hydroxypalmitoyl-acyl-carrier-protein hydro-lyase c0	0.4279161	c0	 cpd11484[c0] -->  cpd00001[c0] + cpd11467[c0]
rxn01977_c0	alpha-D-Glucose 6-phosphate ketol-isomerase c0	-1000	c0	 cpd00079[c0] <--  cpd00863[c0]
rxn00558_c0	D-Glucose-6-phosphate ketol-isomerase c0	-0.243265	c0	 cpd00079[c0] <--  cpd00072[c0]
rxn05289_c0_TRDR	TRDR c0	1.195631	c0	 cpd00067[c0] + cpd00005[c0] + cpd11420[c0] -->  cpd00006[c0] + cpd11421[c0]
rxn01313_c0	NADH 6 7-dihydropteridine oxidoreductase c0	-1000	c0	 cpd00067[c0] + cpd00004[c0] + cpd00231[c0] <--  cpd00003[c0] + cpd00233[c0]
rxn05346_c0	butyryl-acyl-carrier protein malonyl-acyl-carrier-protein c0	0.9498552	c0	 cpd00067[c0] + cpd11492[c0] + cpd11464[c0] -->  cpd11493[c0] + cpd00011[c0] + cpd11486[c0]
rxn01352_c0	dGTP triphosphohydrolase c0	-207.0022	c0	 cpd00001[c0] + cpd00241[c0] <--  cpd00067[c0] + cpd00421[c0] + cpd00277[c0]
rxn00251_c0	Orthophosphate oxaloacetate carboxyl-lyase phosphorylating c0	913.6252	c0	(2) cpd00067[c0] + cpd00009[c0] + cpd00032[c0] -->  cpd00001[c0] + cpd00061[c0] + cpd00011[c0]
rxn08817_c0	Lysophospholipase L2 2-acylglycerophosphotidate n-C12 0 c0	-1000	c0	 cpd00001[c0] + cpd15350[c0] <--  cpd00067[c0] + cpd00080[c0] + cpd01741[c0]
rxn09133_c0	Phospholipase A1 phosphatidylethanolamine n-C16 0 periplasm c0	-1000	c0	 cpd00001[c0] + cpd15531[c0] <--  cpd00067[c0] + cpd00214[c0] + cpd15339[c0]
rxn08839_c0	Lysophospholipase L2 2-acylglycerophosphoethanolamine n-C14 0 c0	1000	c0	 cpd00001[c0] + cpd15337[c0] -->  cpd00067[c0] + cpd03847[c0] + cpd00908[c0]
rxn00832_c0	IMP 1 2-hydrolase decyclizing c0	-6.726864	c0	 cpd00001[c0] + cpd00114[c0] <--  cpd02884[c0]
rxn00175_c0	Acetate CoA ligase AMP-forming c0	370.1372	c0	 cpd00002[c0] + cpd00067[c0] + cpd00010[c0] + cpd00029[c0] -->  cpd00012[c0] + cpd00018[c0] + cpd00022[c0]
rxn09139_c0	Phospholipase A1 phosphatidylglycerol n-C14 1 periplasm c0	-1000	c0	 cpd00001[c0] + cpd15537[c0] <--  cpd00067[c0] + cpd15298[c0] + cpd15345[c0]
rxn02914_c0_PSERT	3-Phosphoserine 2-oxoglutarate aminotransferase c0	19.3996	c0	 cpd00023[c0] + cpd02069[c0] -->  cpd00024[c0] + cpd00738[c0]
rxn05340_c0_HDDR5	3R-3-Hydroxydodecanoyl-acyl-carrier-protein NADP oxidoreductase c0	0.9498552	c0	 cpd00067[c0] + cpd00005[c0] + cpd11489[c0] -->  cpd00006[c0] + cpd11480[c0]
rxn00085_c0_GLUSy	L-Glutamate NADP oxidoreductase transaminating c0	101.6348	c0	 cpd00067[c0] + cpd00053[c0] + cpd00005[c0] + cpd00024[c0] --> (2) cpd00023[c0] + cpd00006[c0]
rxn01673_c0	ATP nucleoside-diphosphate phosphatransferase c0	0.2989079	c0	 cpd00002[c0] + cpd00533[c0] -->  cpd00008[c0] + cpd00356[c0]
