Id	Description	Flux	Compartment	Equation
GLCS1	glycogen synthase (ADPGlc)	2.214444	c	 adpglc[c] -->  h[c] + adp[c] + glycogen[c]
GLGC	glucose-1-phosphate adenylyltransferase	2.214444	c	 atp[c] + h[c] + g1p[c] -->  ppi[c] + adpglc[c]
PGK	phosphoglycerate kinase	-41.21936	c	 adp[c] + 13dpg[c] <--  atp[c] + 3pg[c]
TPI	triose-phosphate isomerase	-17.83916	c	 dhap[c] <--  g3p[c]
GLYCLTDx	Glycolate dehydrogenase (NAD)	95.96085	c	 h[c] + nadh[c] + glx[c] -->  nad[c] + glyclt[c]
HOXPRx	2-hydroxy-3-oxopropionate reductase (NAD)	-74.61362	c	 nad[c] + glyc-R[c] <--  h[c] + nadh[c] + 2h3opp[c]
HISTRS	Histidyl-tRNA synthetase	1.339642	c	 atp[c] + his-L[c] + trnahis[c] -->  amp[c] + ppi[c] + histrna[c]
PRPPS	phosphoribosylpyrophosphate synthetase	13.54061	c	 atp[c] + r5p[c] -->  amp[c] + h[c] + prpp[c]
KDOPS	2-dehydro-3-deoxy-phosphooctonate aldolase	0.629135	c	 h2o[c] + ara5p[c] + pep[c] -->  pi[c] + kdo8p[c]
UAGCVT	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	0.3622376	c	 pep[c] + uacgam[c] -->  pi[c] + uaccg[c]
UAMAGS	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase	0.3622376	c	 atp[c] + glu-D[c] + uama[c] -->  h[c] + adp[c] + pi[c] + uamag[c]
ACACT2r	acetyl-CoA C-acyltransferase (butanoyl-CoA)	1.84113	c	 accoa[c] + btcoa[c] -->  coa[c] + 3ohcoa[c]
ACACT3r	acetyl-CoA C-acyltransferase (hexanoyl-CoA)	1.84113	c	 accoa[c] + hxcoa[c] -->  coa[c] + 3oocoa[c]
ACACT4r	acetyl-CoA C-acyltransferase (octanoyl-CoA)	1.84113	c	 accoa[c] + occoa[c] -->  coa[c] + 3odcoa[c]
ACACT5r	acetyl-CoA C-acyltransferase (decanoyl-CoA)	1.84113	c	 accoa[c] + dccoa[c] -->  coa[c] + 3oddcoa[c]
ACACT6r	acetyl-CoA C-acyltransferase (dodecanoyl-CoA)	1.84113	c	 accoa[c] + ddcoa[c] -->  coa[c] + 3otdcoa[c]
ACACT7r	acetyl-CoA C-acyltransferase (tetradecanoyl-CoA)	1.84113	c	 accoa[c] + tdcoa[c] -->  coa[c] + 3ohdcoa[c]
ACOAD1	acyl-CoA dehydrogenase (butanoyl-CoA)	1.84113	c	 h[c] + nadh[c] + b2coa[c] -->  nad[c] + btcoa[c]
ACOAD2	acyl-CoA dehydrogenase (hexanoyl-CoA)	1.84113	c	 h[c] + nadh[c] + hx2coa[c] -->  nad[c] + hxcoa[c]
ACOAD3	acyl-CoA dehydrogenase (octanoyl-CoA)	-1.84113	c	 nad[c] + occoa[c] <--  h[c] + nadh[c] + oc2coa[c]
ACOAD4	acyl-CoA dehydrogenase (decanoyl-CoA)	-1.84113	c	 nad[c] + dccoa[c] <--  h[c] + nadh[c] + dc2coa[c]
ACOAD5	acyl-CoA dehydrogenase (dodecanoyl-CoA)	-1.84113	c	 nad[c] + ddcoa[c] <--  h[c] + nadh[c] + trans-dd2coa[c]
ACOAD6	acyl-CoA dehydrogenase (tetradecanoyl-CoA)	-1.84113	c	 nad[c] + tdcoa[c] <--  h[c] + nadh[c] + td2coa[c]
ACOAD7	acyl-CoA dehydrogenase (hexadecanoyl-CoA)	-1.84113	c	 nad[c] + pmtcoa[c] <--  h[c] + nadh[c] + hdd2coa[c]
ECOAH1	3-hydroxyacyl-CoA dehydratase (3-hydroxybutanoyl-CoA)	1.84113	c	 3hbycoa[c] -->  h2o[c] + b2coa[c]
ECOAH2	3-hydroxyacyl-CoA dehydratase (3-hydroxyhexanoyl-CoA)	1.84113	c	 3hhcoa[c] -->  h2o[c] + hx2coa[c]
ECOAH3	3-hydroxyacyl-CoA dehydratase (3-hydroxyoctanoyl-CoA)	1.84113	c	 3hocoa[c] -->  h2o[c] + oc2coa[c]
ECOAH4	3-hydroxyacyl-CoA dehydratase (3-hydroxydecanoyl-CoA)	1.84113	c	 3hdcoa[c] -->  h2o[c] + dc2coa[c]
ECOAH5	3-hydroxyacyl-CoA dehydratase (3-hydroxydodecanoyl-CoA)	1.84113	c	 3hddcoa[c] -->  h2o[c] + trans-dd2coa[c]
ECOAH6	3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA)	1.84113	c	 3htdcoa[c] -->  h2o[c] + td2coa[c]
ECOAH7	3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanoyl-CoA)	1.84113	c	 3hhdcoa[c] -->  h2o[c] + hdd2coa[c]
FACOAL160	fatty-acid--CoA ligase (hexadecanoate)	-1.84113	c	 atp[c] + coa[c] + hdca[c] <--  amp[c] + ppi[c] + pmtcoa[c]
HACD2	3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA)	1.84113	c	 h[c] + nadh[c] + 3ohcoa[c] -->  nad[c] + 3hhcoa[c]
HACD3	3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA)	1.84113	c	 h[c] + nadh[c] + 3oocoa[c] -->  nad[c] + 3hocoa[c]
HACD4	3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA)	1.84113	c	 h[c] + nadh[c] + 3odcoa[c] -->  nad[c] + 3hdcoa[c]
HACD5	3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA)	1.84113	c	 h[c] + nadh[c] + 3oddcoa[c] -->  nad[c] + 3hddcoa[c]
HACD6	3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA)	1.84113	c	 h[c] + nadh[c] + 3otdcoa[c] -->  nad[c] + 3htdcoa[c]
HACD7	3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA)	1.84113	c	 h[c] + nadh[c] + 3ohdcoa[c] -->  nad[c] + 3hhdcoa[c]
DNASYN_Eco	DNA replication, E. coli	0.0144119	c	(100) h2o[c] + (100) atp[c] + (25) dttp[c] + (25) datp[c] + (25) dctp[c] + (25) dgtp[c] --> (100) h[c] + (100) ppi[c] + (100) adp[c] + (100) pi[c] + dna_Eco[c]
PLIPSYN_Eco	Phospholipid synthesis reaction, E. coli	0.03547545	c	(2) h2o[c] + (0.688) pe_EC[c] + (0.057) clpn_EC[c] + (0.193) pg_EC[c] + (0.062) ps_EC[c] --> (0.5) pi[c] + plipid_Eco[c]
PROTSYN_Eco	Protein synthesis, E. coli	0.07050746	c	(2000) h2o[c] + (48) asptrna[c] + (103) alatrna[c] + (59) argtrna[c] + (53) glntrna[c] + (53) glutrna[c] + (11) trptrna[c] + (28) tyrtrna[c] + (48) asntrna[c] + (2000) gtp[c] + (18) cystrna[c] + (53) glytrna[c] + (43) sertrna[c] + (19) histrna[c] + (58) iletrna[c] + (90) leutrna[c] + (69) lystrna[c] + (31) mettrna[c] + (37) phetrna[c] + (44) protrna[c] + (51) thrtrna[c] + (85) valtrna[c] --> (3001) h[c] + (48) trnaasp[c] + (103) trnaala[c] + (2000) pi[c] + (59) trnaarg[c] + (53) trnagln[c] + (53) trnaglu[c] + (11) trnatrp[c] + (28) trnatyr[c] + (48) trnaasn[c] + (2000) gdp[c] + (18) trnacys[c] + (53) trnagly[c] + (43) trnaser[c] + (19) trnahis[c] + protein_Eco[c] + (58) trnaile[c] + (90) trnaleu[c] + (69) trnalys[c] + (31) trnamet[c] + (37) trnaphe[c] + (44) trnapro[c] + (51) trnathr[c] + (85) trnaval[c]
RNASYN_Eco	RNA replication, E. coli	0.09098899	c	(100) h2o[c] + (126) atp[c] + (22) utp[c] + (32) gtp[c] + (20) ctp[c] --> (100) h[c] + (100) ppi[c] + (100) adp[c] + (100) pi[c] + rna_Eco[c]
HEMEOS	Heme O synthase	0.0004711583	c	 h2o[c] + pheme[c] + frdp[c] -->  h[c] + ppi[c] + hemeO[c]
ACACT1r	acetyl-CoA C-acetyltransferase	1.84113	c	(2) accoa[c] -->  coa[c] + aacoa[c]
ACCOAC	acetyl-CoA carboxylase	17.85807	c	 atp[c] + accoa[c] + hco3[c] -->  h[c] + adp[c] + pi[c] + malcoa[c]
C120SN	Fatty acid biosynthesis (n-C12:0)	0.629135	c	(14) h[c] + (10) nadph[c] + actACP[c] + (4) malACP[c] --> (5) h2o[c] + (10) nadp[c] + (4) co2[c] + (4) ACP[c] + ddcaACP[c]
C140SN	Fatty acid biosynthesis (n-C14:0)	0.5158015	c	(17) h[c] + (12) nadph[c] + actACP[c] + (5) malACP[c] --> (6) h2o[c] + (12) nadp[c] + (5) co2[c] + (5) ACP[c] + myrsACP[c]
C141SN	Fatty acid biosynthesis (n-C14:1)	0.2156109	c	(16) h[c] + (11) nadph[c] + actACP[c] + (5) malACP[c] --> (6) h2o[c] + (11) nadp[c] + (5) co2[c] + (5) ACP[c] + tdeACP[c]
C161SN	Fatty acid biosynthesis (n-C16:1)	0.6037106	c	(19) h[c] + (13) nadph[c] + actACP[c] + (6) malACP[c] --> (7) h2o[c] + (13) nadp[c] + (6) co2[c] + (6) ACP[c] + hdeACP[c]
C181SN	Fatty acid biosynthesis (n-C18:1)	0.6993294	c	(22) h[c] + (15) nadph[c] + actACP[c] + (7) malACP[c] --> (8) h2o[c] + (15) nadp[c] + (7) co2[c] + (7) ACP[c] + octeACP[c]
CLPNS_EC	Cardiolipin Synthase (E.coli)	0.101105	c	(0.04) pg_EC[c] -->  glyc[c] + (0.02) clpn_EC[c]
DASYN_EC	CDP-Diacylglycerol synthetase (Ecoli)	2.126532	c	 h[c] + (0.02) pa_EC[c] + ctp[c] -->  ppi[c] + (0.02) cdpdag_EC[c]
KAS15	b-ketoacyl synthase	2.663587	c	 h[c] + accoa[c] + malACP[c] -->  coa[c] + co2[c] + actACP[c]
KAS16	3-hydroxy-myristoyl-ACP synthesis	0.503308	c	(2) h[c] + nadph[c] + ddcaACP[c] + malACP[c] -->  nadp[c] + co2[c] + ACP[c] + 3htdACP[c]
MCOATA	Malonyl-CoA-ACP transacylase	17.85807	c	 ACP[c] + malcoa[c] -->  coa[c] + malACP[c]
PASYN_EC	Phosphatidic acid synthase (Ecoli)	1.874878	c	(0.982) palmACP[c] + (0.208) myrsACP[c] + glyc3p[c] + (0.115) tdeACP[c] + (0.322) hdeACP[c] + (0.373) octeACP[c] --> (2) ACP[c] + (0.02) pa_EC[c]
PGPP_EC	Phosphatidylglycerol phosphate phosphatase (Ecoli)	0.5445482	c	 h2o[c] + (0.02) pgp_EC[c] -->  pi[c] + (0.02) pg_EC[c]
PGSA_EC	Phosphatidylglycerol synthase (Ecoli)	0.5445482	c	 glyc3p[c] + (0.02) cdpdag_EC[c] -->  h[c] + cmp[c] + (0.02) pgp_EC[c]
PSD_EC	Phosphatidylserine decarboxylase (Ecoli)	1.47201	c	 h[c] + (0.02) ps_EC[c] -->  co2[c] + (0.02) pe_EC[c]
PSSA_EC	Phosphatidylserine syntase (Ecoli)	1.581983	c	 ser-L[c] + (0.02) cdpdag_EC[c] -->  h[c] + cmp[c] + (0.02) ps_EC[c]
AHCYSNS	adenosylhomocysteine nucleosidase	0.01413475	c	 h2o[c] + ahcys[c] -->  ade[c] + rhcys[c]
DHPTDC	4,5-dihydroxy-2,3-pentanedione cyclization (spontaneous)	0.01413475	c	 dhptd[c] -->  h2o[c] + hmfurn[c]
METAT	methionine adenosyltransferase	0.01413475	c	 h2o[c] + atp[c] + met-L[c] -->  ppi[c] + pi[c] + amet[c]
METS	methionine synthase	2.199866	c	 hcys-L[c] + 5mthf[c] -->  h[c] + met-L[c] + thf[c]
METTRS	Methionyl-tRNA synthetase	2.185731	c	 atp[c] + met-L[c] + trnamet[c] -->  amp[c] + ppi[c] + mettrna[c]
RHCCE	S-ribosylhomocysteine cleavage enzyme	0.01413475	c	 rhcys[c] -->  hcys-L[c] + dhptd[c]
AICART	phosphoribosylaminoimidazolecarboxamide formyltransferase	8.108427	c	 aicar[c] + 10fthf[c] -->  thf[c] + fprica[c]
ASPCT	aspartate carbamoyltransferase	4.583706	c	 asp-L[c] + cbp[c] -->  h[c] + pi[c] + cbasp[c]
DTMPK	dTMP kinase	0.3602976	c	 atp[c] + dtmp[c] -->  adp[c] + dtdp[c]
IMPC	IMP cyclohydrolase	-8.108427	c	 h2o[c] + imp[c] <--  fprica[c]
IMPD	IMP dehydrogenase	3.974387	c	 h2o[c] + nad[c] + imp[c] -->  h[c] + nadh[c] + xmp[c]
OMPDC	orotidine-5'-phosphate decarboxylase	4.583706	c	 h[c] + orot5p[c] -->  co2[c] + ump[c]
PRASCS	phosphoribosylaminoimidazolesuccinocarboxamide synthase	6.768786	c	 asp-L[c] + atp[c] + 5aizc[c] -->  h[c] + adp[c] + pi[c] + 25aics[c]
URIDK1	uridylate kinase (UMP)	1000	c	 atp[c] + ump[c] -->  adp[c] + udp[c]
ADK1	adenylate kinase	1000	c	 atp[c] + amp[c] --> (2) adp[c]
ADK3	guanylate kinase (aMP:gTP)	-895.5013	c	 amp[c] + gtp[c] <--  adp[c] + gdp[c]
ADPT	adenine phosphoribosyltransferase	0.01413475	c	 prpp[c] + ade[c] -->  amp[c] + ppi[c]
CYTK1	cytidylate kinase (CMP)	2.5479	c	 atp[c] + cmp[c] -->  adp[c] + cdp[c]
DUTPDP	dUTP diphosphatase	0.3602976	c	 h2o[c] + dutp[c] -->  h[c] + ppi[c] + dump[c]
GK1	guanylate kinase (GMP:ATP)	3.974387	c	 atp[c] + gmp[c] -->  adp[c] + gdp[c]
NDPK1	nucleoside-diphosphate kinase (ATP:GDP)	-743.2739	c	 atp[c] + gdp[c] <--  adp[c] + gtp[c]
NDPK2	nucleoside-diphosphate kinase (ATP:UDP)	5.451191	c	 atp[c] + udp[c] -->  adp[c] + utp[c]
NDPK3	nucleoside-diphosphate kinase (ATP:CDP)	2.439256	c	 atp[c] + cdp[c] -->  adp[c] + ctp[c]
NDPK4	nucleoside-diphosphate kinase (ATP:dTDP)	0.3602976	c	 atp[c] + dtdp[c] -->  adp[c] + dttp[c]
NDPK5	nucleoside-diphosphate kinase (ATP:dGDP)	0.3602976	c	 atp[c] + dgdp[c] -->  adp[c] + dgtp[c]
NDPK6	nucleoside-diphosphate kinase (ATP:dUDP)	0.3602976	c	 atp[c] + dudp[c] -->  adp[c] + dutp[c]
NDPK7	nucleoside-diphosphate kinase (ATP:dCDP)	0.3602976	c	 atp[c] + dcdp[c] -->  adp[c] + dctp[c]
RNDR2	ribonucleoside-diphosphate reductase (GDP)	0.3602976	c	 trdrd[c] + gdp[c] -->  h2o[c] + trdox[c] + dgdp[c]
RNDR3	ribonucleoside-diphosphate reductase (CDP)	0.3602976	c	 trdrd[c] + cdp[c] -->  h2o[c] + trdox[c] + dcdp[c]
RNDR4	ribonucleoside-diphosphate reductase (UDP)	0.3602976	c	 udp[c] + trdrd[c] -->  h2o[c] + trdox[c] + dudp[c]
RNTR1	ribonucleoside-triphosphate reductase (ATP)	0.3602976	c	 atp[c] + trdrd[c] -->  h2o[c] + trdox[c] + datp[c]
TMDS	thymidylate synthase	0.3602976	c	 mlthf[c] + dump[c] -->  dhf[c] + dtmp[c]
UMPK	UMP kinase	-994.9282	c	 atp[c] + ump[c] <--  adp[c] + udp[c]
AIRC1	phosphoribosylaminoimidazole carboxylase (ATP-dependent)	6.768786	c	 h2o[c] + atp[c] + co2[c] + air[c] --> (2) h[c] + adp[c] + pi[c] + 5aizc[c]
APSPT	adenosine 5'-phosphosulfate reductase;	3.464358	c	 trdrd[c] + aps[c] -->  amp[c] + (2) h[c] + trdox[c] + so3[c]
CYCPO	cytochrome-c peroxidase	627.7937	c	(2) h[c] + h2o2[c] + (2) focytcc[c] --> (2) h2o[c] + (2) ficytcc[c]
DMATT	dimethylallyltranstransferase	0.005182742	c	 dmpp[c] + ipdp[c] -->  ppi[c] + grdp[c]
GRTT	geranyltranstransferase	0.005182742	c	 ipdp[c] + grdp[c] -->  ppi[c] + frdp[c]
GTHP	glutathione peridoxase	-627.7933	c	 h2o2[c] + (2) gthrd[c] <-- (2) h2o[c] + gthox[c]
ATPS4r	ATP synthase (four protons for one ATP)	1000	c/e	 adp[c] + pi[c] + (4) h[e] -->  h2o[c] + atp[c] + (3) h[c]
CYTBD	cytochrome oxidase bd (ubiquinol-8: 2 protons)	753.9989	c/e	(2) h[c] + ubq8h2[c] + (0.5) o2[c] -->  h2o[c] + ubq8[c] + (2) h[e]
NADH2u8	NADH dehydrogenase (Ubiquinone-8 & 2 protons)	1000	c/e	(3) h[c] + nadh[c] + ubq8[c] -->  nad[c] + ubq8h2[c] + (2) h[e]
NADH7	NADH dehydrogenase (menaquinone-8 & 2 protons)	814.7452	c/e	(3) h[c] + nadh[c] + mqn8[c] -->  nad[c] + mql8[c] + (2) h[e]
NO3R2	Nitrate reductase (Menaquinol-8)	814.7452	c/e	(2) h[c] + mql8[c] + no3[c] -->  h2o[c] + mqn8[c] + no2[c] + (2) h[e]
SUCD4	succinate dehyrdogenase	652.7614	c	 fadh2[c] + ubq8[c] -->  fad[c] + ubq8h2[c]
TRDR	thioredoxin reductase (NADPH)	4.905548	c	 h[c] + nadph[c] + trdox[c] -->  nadp[c] + trdrd[c]
G6PDH	glucose 6-phosphate dehydrogenase	1000	c	 g6p[c] + nadp[c] -->  h[c] + nadph[c] + 6pgl[c]
G6PDHy	glucose 6-phosphate dehydrogenase	-1000	c	 g6p[c] + nadp[c] <--  h[c] + nadph[c] + 6pgl[c]
RPE	ribulose 5-phosphate 3-epimerase	-11.60552	c	 ru5p-D[c] <--  xu5p-D[c]
RPI	ribose-5-phosphate isomerase	-10.95726	c	 r5p[c] <--  ru5p-D[c]
TAL	transaldolase	-2.960828	c	 g3p[c] + s7p[c] <--  f6p[c] + e4p[c]
TKT1	transketolase	-2.583347	c	 r5p[c] + xu5p-D[c] <--  g3p[c] + s7p[c]
TKT2	transketolase	-9.02217	c	 e4p[c] + xu5p-D[c] <--  g3p[c] + f6p[c]
PROTRS	Prolyl-tRNA synthetase	3.102328	c	 atp[c] + pro-L[c] + trnapro[c] -->  amp[c] + ppi[c] + protrna[c]
ADSL1r	adenylsuccinate lyase	4.13404	c	 dcamp[c] -->  amp[c] + fum[c]
ADSL2r	adenylosuccinate lyase	6.768786	c	 25aics[c] -->  fum[c] + aicar[c]
ADSS	adenylosuccinate synthetase	4.13404	c	 asp-L[c] + gtp[c] + imp[c] --> (2) h[c] + pi[c] + gdp[c] + dcamp[c]
CTPS2	CTP synthase (glutamine)	2.180077	c	 h2o[c] + atp[c] + gln-L[c] + utp[c] -->  glu-L[c] + (2) h[c] + adp[c] + pi[c] + ctp[c]
DHORD2	dihydoorotic acid dehydrogenase (quinone8)	4.583706	c	 ubq8[c] + dhor-S[c] -->  ubq8h2[c] + orot[c]
DHORTS	dihydroorotase	-4.583706	c	 h2o[c] + dhor-S[c] <--  h[c] + cbasp[c]
GARFT	phosphoribosylglycinamide formyltransferase	6.042509	c	 10fthf[c] + gar[c] -->  h[c] + thf[c] + fgam[c]
GART	Phosphoribosylglycinamide formyltransferase 2	0.7309883	c	 atp[c] + for[c] + gar[c] -->  h[c] + adp[c] + pi[c] + fgam[c]
GLUPRT	glutamine phosphoribosyldiphosphate amidotransferase	6.773497	c	 h2o[c] + gln-L[c] + prpp[c] -->  glu-L[c] + ppi[c] + pram[c]
GMPS2	GMP synthase (glutamine-hydrolysing)	3.974387	c	 h2o[c] + atp[c] + gln-L[c] + xmp[c] -->  glu-L[c] + amp[c] + (2) h[c] + ppi[c] + gmp[c]
ORPT	orotate phosphoribosyltransferase	-4.583706	c	 ppi[c] + orot5p[c] <--  prpp[c] + orot[c]
PRAGS	phosphoribosylglycinamide synthetase	6.773497	c	 atp[c] + gly[c] + pram[c] -->  h[c] + adp[c] + pi[c] + gar[c]
PRAIS	phosphoribosylaminoimidazole synthetase	6.773497	c	 atp[c] + fpram[c] -->  h[c] + adp[c] + pi[c] + air[c]
PRFGS	phosphoribosylformylglycinamidine synthase	6.773497	c	 h2o[c] + atp[c] + gln-L[c] + fgam[c] -->  glu-L[c] + (2) h[c] + adp[c] + pi[c] + fpram[c]
PTAr	phosphotransacetylase	-798.7404	c	 accoa[c] + pi[c] <--  coa[c] + actp[c]
DMOCT	3-deoxy-manno-octulosonate cytidylyltransferase	0.629135	c	 kdo[c] + ctp[c] -->  ppi[c] + ckdo[c]
ASAD	aspartate-semialdehyde dehydrogenase	-15.0983	c	 pi[c] + nadp[c] + aspsa[c] <--  h[c] + nadph[c] + 4pasp[c]
DAPDC	diaminopimelate decarboxylase	4.865015	c	 h[c] + 26dap-M[c] -->  co2[c] + lys-L[c]
DAPE	diaminopimelate epimerase	5.227252	c	 26dap-LL[c] -->  26dap-M[c]
DHDPRy	dihydrodipicolinate reductase (NADPH)	5.227252	c	 h[c] + nadph[c] + 23dhdp[c] -->  nadp[c] + thdp[c]
DHDPS	dihydrodipicolinate synthase	5.227252	c	 pyr[c] + aspsa[c] --> (2) h2o[c] + h[c] + 23dhdp[c]
HSK	homoserine kinase	7.685313	c	 atp[c] + hom-L[c] -->  h[c] + adp[c] + phom[c]
LYSTRS	Lysyl-tRNA synthetase	4.865015	c	 atp[c] + lys-L[c] + trnalys[c] -->  amp[c] + ppi[c] + lystrna[c]
SDPDS	succinyl-diaminopimelate desuccinylase	5.227252	c	 h2o[c] + sl26da[c] -->  succ[c] + 26dap-LL[c]
THDPS	tetrahydropicolinate succinylase	5.227252	c	 h2o[c] + succoa[c] + thdp[c] -->  coa[c] + sl2a6o[c]
THRTRS	Threonyl-tRNA synthetase	3.595881	c	 atp[c] + thr-L[c] + trnathr[c] -->  amp[c] + ppi[c] + thrtrna[c]
ATPS4	ATP synthase (four protons for one ATP)	1000	c/e	 adp[c] + pi[c] + (4) h[e] -->  h2o[c] + atp[c] + (3) h[c]
COBALTt4	cobalt transport out via proton antiporter	1000	c/e	 h[e] + k[e] + cobalt2[c] -->  h[c] + k[c] + cobalt2[e]
COBALTt5	cobalt transport in/out via permease (no H+)	-1000	c/e	 cobalt2[c] <--  cobalt2[e]
FE2abc	iron (II) transport via ABC system	0.0004711583	c/e	 h2o[c] + atp[c] + fe2[e] -->  h[c] + adp[c] + pi[c] + fe2[c]
FERCYT	Fe (III) Reductase: G sulfurreducens	744.4125	c/e	 focytcc[c] + fe3[e] -->  ficytcc[c] + fe2[e]
Kt6	potassium transport in/out via proton symport	-1000	c/e	 h[e] + k[e] <--  h[c] + k[c]
O2t	O2 transport in via diffusion	377.0081	c/e	 o2[e] -->  o2[c]
PIt6	phosphate transport in/out via proton symporter	12.90704	c/e	 h[e] + pi[e] -->  h[c] + pi[c]
PPA_1	inorganic diphosphatase (one proton translocation)	120.0802	c/e	 h2o[c] + ppi[c] --> (2) pi[c] + h[e]
SULabc	sulfate transport via ABC system	3.464358	c/e	 h2o[c] + atp[c] + so4[e] -->  h[c] + adp[c] + pi[c] + so4[c]
ACt6	acetate transport in/out via proton symport	795.0244	c/e	 h[e] + ac[e] -->  h[c] + ac[c]
CO2t	CO2 transport out via diffusion	-1000	c/e	 co2[e] <--  co2[c]
FUMt6_na	fumarate transport in/out via sodium symport	1000	c/e	 na1[e] + fum[e] -->  fum[c] + na1[c]
H2Ot5	H2O transport via diffusion	-1000	c/e	 h2o[e] <--  h2o[c]
NH4t	ammonium transport via diffusion	150.9144	c/e	 nh4[e] -->  nh4[c]
NO3t7	nitrate transport in via nitrite antiport	814.7452	c/e	 no2[c] + no3[e] -->  no3[c] + no2[e]
SPMDabc	spermidine transport via ABC system	0.09880468	c/e	 h2o[c] + atp[c] + spmd[e] -->  h[c] + adp[c] + pi[c] + spmd[c]
SUCCt6_na	succinate transporter in/out via sodium symport	-1000	c/e	 succ[e] + na1[e] <--  succ[c] + na1[c]
SUCFUMtdc	dicarboyxlic acid transporter (succinate:fumarate)	-1000	c/e	 succ[c] + fum[e] <--  fum[c] + succ[e]
CHORS	chorismate synthase	6.06087	c	 3psme[c] -->  pi[c] + chor[c]
DAHPS	3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase	6.06087	c	 h2o[c] + pep[c] + e4p[c] -->  pi[c] + 2dda7p[c]
DHQD1	3-dehydroquinate dehydratase	6.06087	c	 3dhq[c] -->  h2o[c] + 3dhsk[c]
DHQS	3-dehydroquinate synthase	6.06087	c	 2dda7p[c] -->  pi[c] + 3dhq[c]
PHETA1	phenylalanine transaminase	-2.608776	c	 akg[c] + phe-L[c] <--  glu-L[c] + phpyr[c]
PHETRS	Phenylalanyl-tRNA synthetase	2.608776	c	 atp[c] + trnaphe[c] + phe-L[c] -->  amp[c] + ppi[c] + phetrna[c]
PSCVT	3-phosphoshikimate 1-carboxyvinyltransferase	6.06087	c	 pep[c] + skm5p[c] -->  pi[c] + 3psme[c]
SHK3D	shikimate dehydrogenase	6.06087	c	 h[c] + nadph[c] + 3dhsk[c] -->  nadp[c] + skm[c]
SHKK	shikimate kinase	6.06087	c	 atp[c] + skm[c] -->  h[c] + adp[c] + skm5p[c]
TYRTA	tyrosine transaminase	-1.97892	c	 akg[c] + tyr-L[c] <--  glu-L[c] + 34hpp[c]
ATPM	ATP maintenance requirment	0.45	c	 h2o[c] + atp[c] -->  h[c] + adp[c] + pi[c]
HCO3E	carbonate dehydratase (HCO3 equilibration reaction)	27.09047	c	 h2o[c] + co2[c] -->  h[c] + hco3[c]
ACHBS	2-aceto-2-hydroxybutanoate synthase	4.089433	c	 pyr[c] + h[c] + 2obut[c] -->  co2[c] + 2ahbut[c]
ACLS	acetolactate synthase (Also catalyzes ACHBS)	12.34359	c	(2) pyr[c] + h[c] -->  co2[c] + alac-S[c]
ILETA	isoleucine transaminase	-4.089433	c	 akg[c] + ile-L[c] <--  glu-L[c] + 3mop[c]
ILETRS	Isoleucyl-tRNA synthetase	4.089433	c	 atp[c] + trnaile[c] + ile-L[c] -->  amp[c] + ppi[c] + iletrna[c]
IPPMIa	3-isopropylmalate dehydratase	-6.345671	c	 3c2hmp[c] <--  h2o[c] + 2ippm[c]
IPPMIb	2-isopropylmalate hydratase	-6.345671	c	 h2o[c] + 2ippm[c] <--  3c3hmp[c]
LEUTAi	leucine transaminase (irreversible)	6.345671	c	 glu-L[c] + 4mop[c] -->  akg[c] + leu-L[c]
LEUTRS	Leucyl-tRNA synthetase	6.345671	c	 atp[c] + trnaleu[c] + leu-L[c] -->  amp[c] + ppi[c] + leutrna[c]
THRD_L	L-threonine deaminase	4.089433	c	 thr-L[c] -->  nh4[c] + 2obut[c]
VALTA	valine transaminase	-5.993134	c	 akg[c] + val-L[c] <--  glu-L[c] + 3mob[c]
VALTRS	Valyl-tRNA synthetase	5.993134	c	 atp[c] + trnaval[c] + val-L[c] -->  amp[c] + ppi[c] + valtrna[c]
DB4PS	3,4-Dihydroxy-2-butanone-4-phosphate synthase	0.01912349	c	 ru5p-D[c] -->  h[c] + for[c] + db4p[c]
DHFOR2	dihydrofolate reductase	-998.9468	c	 nadp[c] + dhf[c] <--  nadph[c] + fol[c]
DHFOR3	dihydrofolate reductase	-998.9468	c	 h[c] + (2) nadph[c] + fol[c] <-- (2) nadp[c] + thf[c]
DHFR	dihydrofolate reductase	1000	c	 h[c] + nadph[c] + dhf[c] -->  nadp[c] + thf[c]
DPCOAK	dephospho-CoA kinase	0.004780871	c	 atp[c] + dpcoa[c] -->  h[c] + coa[c] + adp[c]
GTPCII	GTP cyclohydrolase II	0.009561743	c	(3) h2o[c] + gtp[c] --> (2) h[c] + ppi[c] + for[c] + 25dhpp[c]
