Taxa	Index	Abundance	Cumulative	NumPresent	Model
Thermus	659	1.51762931402655e-05	0.992679287057404	106	Thermus_scotoductus_SA_01.xml
Limibacterium	660	1.51303335815696e-05	0.992694417390986	94	NA
Raoultella	661	1.51142527288587e-05	0.992709531643715	104	Raoultella_planticola_ATCC_33531.xml
Thioalkalivibrio	662	1.48930467915173e-05	0.992724424690506	101	NA
Dehalobacterium	663	1.48916523307556e-05	0.992739316342837	109	Dehalobacterium_formicoaceticum_DMC.xml
Kluyvera	664	1.48748231595575e-05	0.992754191165997	106	Kluyvera_ascorbata_ATCC_33433.xml
Microlunatus	665	1.48185017688888e-05	0.992769009667765	96	NA
Ureibacillus	666	1.47457321015164e-05	0.992783755399867	113	Ureibacillus_thermosphaericus_str_Thermo_BF.xml
Trichomonas	667	1.47354171890789e-05	0.992798490817056	109	NA
Olivibacter	668	1.47226204911585e-05	0.992813213437547	99	NA
Aminobacter	669	1.46743447525202e-05	0.9928278877823	100	NA
Chlamydomonas	670	1.4665272005218e-05	0.992842553054305	99	NA
Candidatus Pelagibacter	671	1.45971118425773e-05	0.992857150166148	109	NA
Mangrovibacterium	672	1.45817012913455e-05	0.992871731867439	86	NA
Asticcacaulis	673	1.45305940895166e-05	0.992886262461528	105	NA
Aspergillus	674	1.44233959718897e-05	0.9929006858575	104	NA
Marinobacterium	675	1.44183184133419e-05	0.992915104175914	110	NA
Spirillospora	676	1.44023997236394e-05	0.992929506575637	96	NA
Jeotgalibaca	677	1.43644892434206e-05	0.992943871064881	112	NA
Azospira	678	1.4324287107923e-05	0.992958195351989	103	NA
Plantactinospora	679	1.4301164060356e-05	0.992972496516049	99	NA
Dietzia	680	1.4123960707887e-05	0.992986620476757	94	Dietzia_cinnamea_P4.xml
Methanosarcina	681	1.40745022455241e-05	0.993000694979002	109	NA
Colletotrichum	682	1.4043176942138e-05	0.993014738155945	101	NA
Myroides	683	1.39174198563895e-05	0.993028655575801	99	Myroides_odoratimimus_CIP_101113.xml
Rickettsia	684	1.39121928513716e-05	0.993042567768652	100	NA
Formosa	685	1.3878332263947e-05	0.993056446100916	97	NA
Phaeobacter	686	1.38432143620335e-05	0.993070289315278	101	NA
Duganella	687	1.37671987707807e-05	0.993084056514049	104	NA
Paracidovorax	688	1.36885989080951e-05	0.993097745112957	92	NA
Thermoanaerobacter	689	1.3657793078817e-05	0.993111402906036	108	Thermoanaerobacter_pseudethanolicus_ATCC_33223.xml
Xenorhabdus	690	1.36498443169579e-05	0.993125052750353	109	NA
Terriglobus	691	1.36238772596461e-05	0.993138676627613	102	NA
Rubrivivax	692	1.35999555318486e-05	0.993152276583144	100	NA
Arabidopsis	693	1.35567682881248e-05	0.993165833351433	104	NA
Aneurinibacillus	694	1.35176610306305e-05	0.993179351012463	113	Aneurinibacillus_aneurinilyticus_ATCC_12856.xml
Conexibacter	695	1.34450657509149e-05	0.993192796078214	95	NA
Pendulispora	696	1.33820590142791e-05	0.993206178137228	99	NA
Nannocystis	697	1.33801892006822e-05	0.993219558326429	99	NA
Roseiflexus	698	1.33583306185357e-05	0.993232916657048	84	NA
Ramlibacter	699	1.33233253984517e-05	0.993246239982446	98	NA
Methylococcus	700	1.32874037022546e-05	0.993259527386148	104	NA
Metamycoplasma	701	1.3280847307738e-05	0.993272808233456	96	NA
Gluconobacter	702	1.32737092803653e-05	0.993286081942736	105	NA
Fictibacillus	703	1.32710187750035e-05	0.993299352961511	112	NA
Cellulophaga	704	1.32387506929647e-05	0.993312591712204	105	NA
Helcococcus	705	1.3168106263644e-05	0.993325759818468	100	NA
Thalassotalea	706	1.31063713417202e-05	0.99333886618981	102	NA
Wolbachia	707	1.30747592488993e-05	0.993351940949059	101	NA
Magnetospirillum	708	1.30658697784114e-05	0.993365006818837	100	NA
Geotalea	709	1.29712387107325e-05	0.993377978057548	98	NA
Pigmentiphaga	710	1.29428028456979e-05	0.993390920860393	102	NA
Thermoclostridium	711	1.28308160480332e-05	0.993403751676442	103	NA
Tunturiibacter	712	1.27806528502374e-05	0.993416532329292	99	NA
Chlorobaculum	713	1.27527215353887e-05	0.993429285050827	95	NA
Heliomicrobium	714	1.27479265199606e-05	0.993442032977347	103	NA
Drivevirus	715	1.2744962429107e-05	0.993454777939776	10	NA
Gallibacterium	716	1.27190091587766e-05	0.993467496948935	101	NA
Saccharomyces	717	1.27159615556885e-05	0.993480212910491	97	NA
Desulfobulbus	718	1.27131314029021e-05	0.993492926041894	102	NA
Ndongobacter	719	1.26870020068032e-05	0.9935056130439	93	NA
Granulicella	720	1.26598251448171e-05	0.993518272869045	99	NA
Niabella	721	1.26208996354715e-05	0.993530893768681	101	NA
Desulfomicrobium	722	1.24951505455968e-05	0.993543388919226	99	Desulfomicrobium_orale_DSM_12838.xml
Blastococcus	723	1.24835768889432e-05	0.993555872496115	98	Blastococcus_massiliensis_AP3.xml
Tumebacillus	724	1.24353912061616e-05	0.993568307887321	98	NA
Rubrivirga	725	1.24298923851374e-05	0.993580737779707	97	NA
Thermomonas	726	1.23959071568638e-05	0.993593133686863	96	NA
Halorubrum	727	1.23662103036097e-05	0.993605499897167	96	NA
Saccharomonospora	728	1.23477401063654e-05	0.993617847637273	94	NA
Moineauvirus	729	1.23098942342589e-05	0.993630157531508	91	NA
Stieleria	730	1.22390352898651e-05	0.993642396566798	100	NA
Gelria	731	1.2223923395094e-05	0.993654620490193	97	NA
Arachidicoccus	732	1.21829379947686e-05	0.993666803428187	100	NA
Pasteurella	733	1.21307242521338e-05	0.993678934152439	101	Pasteurella_caecimuris_NM44_TS2_9.xml
Phyllobacterium	734	1.21263627450773e-05	0.993691060515185	100	NA
Fulvivirga	735	1.21109441416494e-05	0.993703171459326	100	NA
Thermobacillus	736	1.21101059777639e-05	0.993715281565304	90	NA
Ruegeria	737	1.21095298346837e-05	0.993727391095139	101	NA
Haloarcula	738	1.21088998440073e-05	0.993739499994983	90	NA
Cedecea	739	1.20880440381737e-05	0.993751588039021	107	Cedecea_davisae_DSM_4568.xml
Flammeovirga	740	1.20636897958464e-05	0.993763651728817	105	NA
Acuticoccus	741	1.20564877963315e-05	0.993775708216613	96	NA
Leptogranulimonas	742	1.20426809864261e-05	0.993787750897599	92	NA
Saccharibacillus	743	1.20060885058084e-05	0.993799756986105	95	NA
Pararhizobium	744	1.19983467874087e-05	0.993811755332893	98	NA
Ilyobacter	745	1.19288992025532e-05	0.993823684232095	105	NA
Sinomonas	746	1.18932819501978e-05	0.993835577514045	93	NA
Symbiobacterium	747	1.18819459302191e-05	0.993847459459976	92	NA
Altererythrobacter	748	1.18809502011588e-05	0.993859340410177	93	NA
Actinosynnema	749	1.18393421300615e-05	0.993871179752307	91	NA
Coriobacterium	750	1.18137872461586e-05	0.993882993539553	89	NA
Alloyangia	751	1.17485892587525e-05	0.993894742128812	92	NA
Intestinibaculum	752	1.17450933035261e-05	0.993906487222115	103	NA
Trichlorobacter	753	1.17229511617281e-05	0.993918210173277	98	NA
Prosthecochloris	754	1.16953844564312e-05	0.993929905557733	98	NA
Pleomorphomonas	755	1.1645437319543e-05	0.993941550995053	92	NA
Singulisphaera	756	1.15875511745405e-05	0.993953138546228	87	NA
Mesomycoplasma	757	1.15129642544517e-05	0.993964651510482	100	NA
Sinanaerobacter	758	1.14474919896638e-05	0.993976099002472	107	NA
Salinicola	759	1.14246613327823e-05	0.993987523663804	94	NA
Niveibacterium	760	1.14170523966662e-05	0.993998940716201	100	NA
Cystobacter	761	1.13900326583798e-05	0.994010330748859	89	NA
Syntrophotalea	762	1.13680966349339e-05	0.994021698845494	105	NA
Tyzzerella	763	1.13387122813674e-05	0.994033037557776	99	Tyzzerella_nov_ERR171258.xml
Mannheimia	764	1.12593942225141e-05	0.994044296951998	109	NA
Latilactobacillus	765	1.11730992991012e-05	0.994055470051297	90	NA
Sneathia	766	1.11500844992859e-05	0.994066620135797	70	Sneathia_amnii_SN35.xml
Niastella	767	1.11292505544966e-05	0.994077749386351	77	NA
Frankia	768	1.11129491147514e-05	0.994088862335466	93	NA
Nakamurella	769	1.1106114988315e-05	0.994099968450454	99	NA
Defluviitalea	770	1.10989261993199e-05	0.994111067376654	106	NA
Actinoallomurus	771	1.10252105160225e-05	0.99412209258717	92	NA
Methylibium	772	1.10093387002158e-05	0.99413310192587	97	NA
Thioclava	773	1.09744569267087e-05	0.994144076382797	92	NA
Lahndsivirus	774	1.09589428103828e-05	0.994155035325607	8	NA
Tsukamurella	775	1.0908436050808e-05	0.994165943761658	95	NA
Cyanobium	776	1.090645286915e-05	0.994176850214527	94	NA
Candidatus Desulforudis	777	1.08970448716348e-05	0.994187747259399	92	NA
Actinomycetospora	778	1.08364055447291e-05	0.994198583664943	88	NA
Tellurirhabdus	779	1.0819893019568e-05	0.994209403557963	85	NA
Cutibacterium	780	1.07764893813515e-05	0.994220180047344	95	Cutibacterium_acnes_TypeIA2_P_acn17.xml
Spiribacter	781	1.07694742155247e-05	0.99423094952156	101	NA
Actinokineospora	782	1.07579376715257e-05	0.994241707459231	88	NA
Pseudooceanicola	783	1.07359871723806e-05	0.994252443446404	92	NA
Aromatoleum	784	1.07359392096259e-05	0.994263179385613	95	NA
Halarcobacter	785	1.07171523201872e-05	0.994273896537933	103	NA
Nitrospira	786	1.07156186537597e-05	0.994284612156587	94	NA
Mesoterricola	787	1.07131129853884e-05	0.994295325269573	89	NA
Aequorivita	788	1.07028476938203e-05	0.994306028117266	95	NA
Mycolicibacter	789	1.06681691390398e-05	0.994316696286405	93	NA
Bernardetia	790	1.06649169828784e-05	0.994327361203388	100	NA
Hahella	791	1.06289697810208e-05	0.994337990173169	96	NA
Promicromonospora	792	1.06270882687677e-05	0.994348617261438	93	NA
Gaoshiqia	793	1.0586015554794e-05	0.994359203276993	91	NA
Nitrosomonas	794	1.05678495449991e-05	0.994369771126538	104	NA
Microcella	795	1.05408778722212e-05	0.99438031200441	86	NA
Gemmatimonas	796	1.05045302365729e-05	0.994390816534647	90	Gemmatimonas_aurantiaca_T_27.xml
Culoivirus	797	1.04346893339638e-05	0.994401251223981	47	NA
Leptolyngbya	798	1.04336315015166e-05	0.994411684855482	98	NA
Acholeplasma	799	1.04328003748354e-05	0.994422117655857	93	NA
Propioniciclava	800	1.04304761972747e-05	0.994432548132054	91	NA
Natrinema	801	1.0403011735089e-05	0.994442951143789	90	NA
Roseivirga	802	1.03778890743331e-05	0.994453329032864	95	NA
Paludibacter	803	1.03660733659535e-05	0.99446369510623	84	Paludibacter_propionicigenes_WB4.xml
Sulfurospirillum	804	1.03344989898868e-05	0.994474029605219	104	NA
Undibacterium	805	1.03057992145065e-05	0.994484335404434	105	NA
Labilibaculum	806	1.02877204831884e-05	0.994494623124917	99	NA
Filifactor	807	1.02580998847567e-05	0.994504881224802	99	Filifactor_alocis_ATCC_35896.xml
Candidatus Palauibacter	808	1.023644397211e-05	0.994515117668774	94	NA
Lentilactobacillus	809	1.02309101164983e-05	0.994525348578891	98	NA
Algibacter	810	1.01739195596273e-05	0.99453552249845	89	NA
Actinoalloteichus	811	1.01681564541698e-05	0.994545690654904	90	NA
Paludibacterium	812	1.0119380775089e-05	0.994555810035679	100	NA
Halobaculum	813	1.01191199637602e-05	0.994565929155643	85	NA
Phreatobacter	814	1.00950103684724e-05	0.994576024166012	91	NA
Rhizorhabdus	815	1.00682174624893e-05	0.994586092383474	84	NA
Tepidibacter	816	1.00645354131999e-05	0.994596156918887	95	NA
Brenneria	817	1.0028961279139e-05	0.994606185880166	101	NA
Opitutus	818	1.00175747179396e-05	0.994616203454884	85	NA
Morganella	819	1.0002968025752e-05	0.99462620642291	100	Morganella_morganii_SC01.xml
Planctomyces	820	9.96561642381778e-06	0.994636172039334	85	NA
Puccinia	821	9.96225620778477e-06	0.994646134295542	97	NA
Alicycliphilus	822	9.91936406164711e-06	0.994656053659603	79	NA
Aquihabitans	823	9.87657217016422e-06	0.994665930231774	93	NA
Sphingorhabdus	824	9.85263387122852e-06	0.994675782865645	97	NA
Fibrobacter	825	9.78807737803994e-06	0.994685570943023	98	NA
Anoxybacillus	826	9.75703884854242e-06	0.994695327981871	101	NA
Thiomonas	827	9.74861252367153e-06	0.994705076594395	104	NA
Salinicoccus	828	9.72195393959347e-06	0.994714798548335	101	NA
Breoghania	829	9.70712080246661e-06	0.994724505669137	86	NA
Ferrovibrio	830	9.6383950406158e-06	0.994734144064178	95	NA
Candidatus Poriferisocius	831	9.60047651547139e-06	0.994743744540693	96	NA
Terribacillus	832	9.59755116975193e-06	0.994753342091863	105	NA
Ferrimonas	833	9.5862172564624e-06	0.994762928309119	96	NA
Gallaecimonas	834	9.56617729613839e-06	0.994772494486416	98	NA
Limnohabitans	835	9.55738141933032e-06	0.994782051867835	101	NA
Geoalkalibacter	836	9.55357237322751e-06	0.994791605440208	91	NA
Baekduia	837	9.51002169276961e-06	0.994801115461901	80	NA
Desulfolutivibrio	838	9.49973165006543e-06	0.994810615193551	99	NA
Croceicoccus	839	9.4883194724016e-06	0.994820103513023	86	NA
Collimonas	840	9.48359266466087e-06	0.994829587105688	98	NA
Solwaraspora	841	9.44540164281249e-06	0.994839032507331	95	NA
Marivirga	842	9.40759088136304e-06	0.994848440098212	94	NA
Xylanimonas	843	9.40591972229922e-06	0.994857846017934	87	NA
Citricoccus	844	9.380071002905e-06	0.994867226088937	96	NA
Celeribacter	845	9.3285314933657e-06	0.994876554620431	91	NA
Ruania	846	9.32635016827207e-06	0.994885880970599	91	NA
Hafnia	847	9.32017022587112e-06	0.994895201140825	94	Hafnia_alvei_BIDMC_31.xml
Luteitalea	848	9.30754195307428e-06	0.994904508682778	88	NA
Ekhidna	849	9.2956132683961e-06	0.994913804296046	96	NA
Oceanimonas	850	9.2506369894308e-06	0.994923054933036	92	NA
Rhodothermus	851	9.24556742421345e-06	0.99493230050046	91	NA
Thiobacillus	852	9.24527639736257e-06	0.994941545776857	95	NA
Pyricularia	853	9.24388442086715e-06	0.994950789661278	90	NA
Trichococcus	854	9.23527756444798e-06	0.994960024938843	95	NA
Sandaracinus	855	9.23271956053789e-06	0.994969257658403	86	NA
Peptoclostridium	856	9.22513744802531e-06	0.994978482795851	96	NA
Dehalogenimonas	857	9.20306810432137e-06	0.994987685863956	86	NA
Hypericibacter	858	9.20161328780698e-06	0.994996887477243	91	NA
Daejeonia	859	9.19939241134604e-06	0.995006086869655	69	NA
Thalassolituus	860	9.16349460795313e-06	0.995015250364263	98	NA
Buhlduvirus	861	9.1480447540686e-06	0.995024398409017	15	NA
Porphyrobacter	862	9.11986632075159e-06	0.995033518275338	80	NA
Gemmata	863	9.10674865821632e-06	0.995042625023996	84	Gemmata_obscuriglobus_UQM_2246.xml
Arcanobacterium	864	9.08803108345329e-06	0.995051713055079	96	Arcanobacterium_haemolyticum_DSM_20595.xml
Sediminicoccus	865	9.08313079721625e-06	0.995060796185876	94	NA
Jiangella	866	9.06114527400471e-06	0.99506985733115	89	NA
Malaciobacter	867	9.02661839693245e-06	0.995078883949547	97	NA
Pluralibacter	868	9.02389645942009e-06	0.995087907846007	96	NA
Trichoderma	869	8.99846929930319e-06	0.995096906315306	97	NA
Melittangium	870	8.98250214873935e-06	0.995105888817455	81	NA
Liquorilactobacillus	871	8.96381016032792e-06	0.995114852627615	101	NA
Tetragenococcus	872	8.95768170508515e-06	0.99512381030932	95	Tetragenococcus_koreensis_NBRC_106072.xml
Psychromonas	873	8.93643058785867e-06	0.995132746739908	90	NA
Parageobacillus	874	8.90480634764685e-06	0.995141651546256	94	NA
Halorussus	875	8.89313066179127e-06	0.995150544676918	85	NA
Fannyhessea	876	8.88590154961937e-06	0.995159430578467	89	NA
Sanguibacter	877	8.87408094029229e-06	0.995168304659407	89	NA
Tardiphaga	878	8.83768571689093e-06	0.995177142345124	91	NA
Bohxovirus	879	8.82732160399035e-06	0.995185969666728	15	NA
Phytohabitans	880	8.82148313074296e-06	0.995194791149859	90	NA
Gilliamella	881	8.81517880078893e-06	0.99520360632866	92	NA
Aquitalea	882	8.80554001339243e-06	0.995212411868673	98	NA
Petrocella	883	8.79773563355285e-06	0.995221209604307	99	NA
Proteiniborus	884	8.79565710263955e-06	0.995230005261409	99	NA
Oceanirhabdus	885	8.79455598901245e-06	0.995238799817398	97	NA
Gloeocapsopsis	886	8.73950414724386e-06	0.995247539321546	52	NA
Acidipropionibacterium	887	8.73086433118825e-06	0.995256270185877	80	NA
Methylosinus	888	8.72534426653165e-06	0.995264995530143	87	NA
Caldimonas	889	8.71694418460923e-06	0.995273712474328	91	NA
Larkinella	890	8.69627546752951e-06	0.995282408749796	86	NA
Verrucomicrobium	891	8.68571307099526e-06	0.995291094462867	82	NA
Termitidicoccus	892	8.67869058046897e-06	0.995299773153447	86	NA
Sporolactobacillus	893	8.65740295107905e-06	0.995308430556398	104	NA
Paraconexibacter	894	8.65158266989771e-06	0.995317082139068	82	NA
Arsenicicoccus	895	8.63824388811843e-06	0.995325720382956	82	NA
Candidatus Formimonas	896	8.61307808468284e-06	0.995334333461041	96	NA
Alloalcanivorax	897	8.59918483186763e-06	0.995342932645873	91	NA
Ectothiorhodospira	898	8.59615893696745e-06	0.99535152880481	90	NA
Kovacikia	899	8.5870389135353e-06	0.995360115843723	59	NA
Alkalihalobacillus	900	8.5841118847173e-06	0.995368699955608	101	NA
Cellvibrio	901	8.55491653688397e-06	0.995377254872145	95	NA
Thermomonospora	902	8.53743565018274e-06	0.995385792307795	83	NA
Mariniflexile	903	8.47283644196319e-06	0.995394265144237	87	NA
Syntrophobotulus	904	8.44350417412305e-06	0.995402708648411	94	NA
Pimelobacter	905	8.40099871452095e-06	0.995411109647126	81	NA
Thiohalobacter	906	8.37105669344993e-06	0.995419480703819	85	NA
Jannaschia	907	8.29483843506699e-06	0.995427775542254	86	NA
Eganvirus	908	8.2822232065384e-06	0.995436057765461	42	NA
Varibaculum	909	8.27231899733834e-06	0.995444330084458	53	Varibaculum_cambriense_DSM_15806.xml
Thiomicrorhabdus	910	8.20271256571268e-06	0.995452532797024	100	NA
Embleya	911	8.1938616695916e-06	0.995460726658693	84	NA
Alloiococcus	912	8.18818171029781e-06	0.995468914840404	96	Alloiococcus_otitis_ATCC_51267.xml
Herbiconiux	913	8.17279933676714e-06	0.99547708763974	80	NA
Tabrizicola	914	8.17236474436934e-06	0.995485260004485	89	NA
Epilithonimonas	915	8.09585249051127e-06	0.995493355856975	91	NA
Hathewaya	916	8.0735094091607e-06	0.995501429366384	83	NA
Thiorhodovibrio	917	8.07337790163984e-06	0.995509502744286	91	NA
Cereibacter	918	8.04398795920554e-06	0.995517546732245	82	NA
Peterkaempfera	919	8.01399531772898e-06	0.995525560727563	91	NA
Salipiger	920	8.00729571567638e-06	0.995533568023279	79	NA
Pseudolactococcus	921	7.95619295257623e-06	0.995541524216231	96	NA
Fructilactobacillus	922	7.94249987575109e-06	0.995549466716107	91	NA
Idiomarina	923	7.91939390695868e-06	0.995557386110014	94	NA
Alcanivorax	924	7.90085523010957e-06	0.995565286965244	94	NA
Rhodobacter	925	7.89744083311288e-06	0.995573184406077	83	NA
Hyphobacterium	926	7.89178646398927e-06	0.995581076192541	88	NA
Raineyella	927	7.8586630588611e-06	0.9955889348556	79	NA
Kineococcus	928	7.84582272579522e-06	0.995596780678326	84	NA
Tannockella	929	7.84566660447819e-06	0.99560462634493	90	NA
Pelagibius	930	7.81576094261319e-06	0.995612442105873	80	NA
Halosquirtibacter	931	7.78344833607453e-06	0.995620225554209	80	NA
Thiothrix	932	7.76210478861059e-06	0.995627987658998	98	NA
Citrifermentans	933	7.76051728121197e-06	0.995635748176279	81	NA
Aquipluma	934	7.74360178021956e-06	0.995643491778059	72	NA
Empedobacter	935	7.72668487465375e-06	0.995651218462934	93	NA
Castellaniella	936	7.69577345108812e-06	0.995658914236385	93	NA
Cardiobacterium	937	7.68258326941196e-06	0.995666596819654	90	Cardiobacterium_valvarum_F0432.xml
Sphingomicrobium	938	7.6683040088299e-06	0.995674265123663	72	NA
Pelosinus	939	7.66621407260913e-06	0.995681931337736	95	NA
Sphaerotilus	940	7.65674076946239e-06	0.995689588078505	87	NA
Desulfobacter	941	7.64057205099735e-06	0.995697228650556	97	NA
Puia	942	7.63355036971212e-06	0.995704862200926	87	NA
Geosporobacter	943	7.63121056152384e-06	0.995712493411487	100	NA
Sulfurovum	944	7.62340770519848e-06	0.995720116819192	95	NA
Chlorobium	945	7.62062890833524e-06	0.995727737448101	89	Chlorobium_phaeobacteroides_DSM_266.xml
Zobellia	946	7.61250120593678e-06	0.995735349949307	88	NA
Methanolobus	947	7.56091064587075e-06	0.995742910859953	92	NA
Microtetraspora	948	7.49486646088854e-06	0.995750405726413	81	NA
Colwellia	949	7.49354458536149e-06	0.995757899270999	87	NA
Sphingosinicella	950	7.47835835038113e-06	0.995765377629349	75	Sphingosinicella_microcystinivorans_DSM_19791.xml
Pannonibacter	951	7.46941116969689e-06	0.995772847040519	74	NA
Edaphobacter	952	7.46830142118315e-06	0.99578031534194	91	NA
Fibrella	953	7.46130108447305e-06	0.995787776643025	82	NA
Cohaesibacter	954	7.45227993273053e-06	0.995795228922957	98	NA
Thalassobaculum	955	7.44513929960827e-06	0.995802674062257	87	NA
Pseudosulfitobacter	956	7.39857858314956e-06	0.99581007264084	83	NA
Oricola	957	7.38519204663603e-06	0.995817457832887	81	NA
Emticicia	958	7.35410282388582e-06	0.995824811935711	85	NA
Gloeobacter	959	7.3350325404934e-06	0.995832146968251	87	NA
Gracilibacillus	960	7.31489099385545e-06	0.995839461859245	103	Gracilibacillus_timonensis_CSUR_P2481.xml
Arachnia	961	7.3023961549019e-06	0.9958467642554	83	NA
Actinocatenispora	962	7.28904331564724e-06	0.995854053298715	83	NA
Salinibacterium	963	7.28013720018352e-06	0.995861333435916	86	Salinibacterium_amurskyense_DSM_16400.xml
Shouchella	964	7.27629521405772e-06	0.99586860973113	98	NA
Neptuniibacter	965	7.25354951073908e-06	0.99587586328064	92	NA
Demequina	966	7.25290008906689e-06	0.99588311618073	83	NA
Kordia	967	7.24657695005842e-06	0.99589036275768	90	NA
Aedoeadaptatus	968	7.22947543596597e-06	0.995897592233116	86	NA
Zunongwangia	969	7.2142362255112e-06	0.995904806469341	88	NA
Paraflavitalea	970	7.20801533175126e-06	0.995912014484673	90	NA
Macrococcoides	971	7.20339245149906e-06	0.995919217877124	87	NA
Jeongeupia	972	7.16172199704335e-06	0.995926379599121	89	NA
Nitrogeniibacter	973	7.14146608019421e-06	0.995933521065202	92	NA
Cobetia	974	7.14002995490302e-06	0.995940661095156	87	NA
Yoonia	975	7.13612827304565e-06	0.99594779722343	88	NA
Orrella	976	7.11899796103281e-06	0.995954916221391	87	NA
Telluria	977	7.09036013403731e-06	0.995962006581525	77	NA
Cyclobacterium	978	7.09030976377349e-06	0.995969096891288	87	NA
Pseudomyxococcus	979	7.06416632520846e-06	0.995976161057614	77	NA
Labrys	980	7.02074995416194e-06	0.995983181807568	84	NA
Azotobacter	981	7.01944926993941e-06	0.995990201256838	86	NA
Alkalibacter	982	7.01690629773105e-06	0.995997218163135	87	NA
Methanobacterium	983	7.01543222380781e-06	0.996004233595359	93	NA
Halosimplex	984	7.00572056236466e-06	0.996011239315922	83	NA
Bulleidia	985	7.00387683007072e-06	0.996018243192752	81	Bulleidia_extructa_W1219.xml
Acidilutibacter	986	6.98336997121445e-06	0.996025226562723	92	NA
Mesoplasma	987	6.98292791832399e-06	0.996032209490641	78	NA
Halanaerobium	988	6.98117982356045e-06	0.996039190670465	83	NA
Acididesulfobacillus	989	6.96915122051787e-06	0.996046159821685	90	NA
Xiashengella	990	6.96833412802134e-06	0.996053128155813	71	NA
Guyparkeria	991	6.95582179227128e-06	0.996060083977606	74	NA
Roseivivax	992	6.9535218736014e-06	0.996067037499479	79	NA
Fusibacter	993	6.95310603450649e-06	0.996073990605514	90	NA
Lacinutrix	994	6.92063792154903e-06	0.996080911243435	80	NA
Seonamhaeicola	995	6.90019149374983e-06	0.996087811434929	75	NA
Streptacidiphilus	996	6.88888430746199e-06	0.996094700319236	78	NA
Kiritimatiella	997	6.87625704914985e-06	0.996101576576286	60	NA
Aliivibrio	998	6.86244377280868e-06	0.996108439020058	86	Aliivibrio_fischeri_MJ11.xml
Aquisphaera	999	6.85874039174928e-06	0.99611529776045	74	NA
Telmatobacter	1000	6.84939048743341e-06	0.996122147150938	86	NA
Agarivorans	1001	6.84839975586099e-06	0.996128995550693	92	NA
Sarcina	1002	6.83924127234213e-06	0.996135834791966	86	Sarcina_nov_ERR1022421.xml
Tundrisphaera	1003	6.76547820766676e-06	0.996142600270173	83	NA
Mixta	1004	6.75721266095611e-06	0.996149357482834	86	NA
Biomaibacter	1005	6.74162117560965e-06	0.99615609910401	87	NA
Diorhovirus	1006	6.73685482295436e-06	0.996162835958833	9	NA
Buttiauxella	1007	6.73067651208886e-06	0.996169566635345	91	NA
Fastidiosipila	1008	6.72448891996994e-06	0.996176291124265	83	NA
Frigoribacterium	1009	6.72202720137676e-06	0.996183013151466	80	NA
Salegentibacter	1010	6.71764852105206e-06	0.996189730799987	83	NA
Azonexus	1011	6.71649571745732e-06	0.996196447295705	74	NA
Chitinimonas	1012	6.71323136927602e-06	0.996203160527074	85	NA
Salinibacter	1013	6.70675291363515e-06	0.996209867279988	78	NA
Methylocaldum	1014	6.66638107518815e-06	0.996216533661063	86	NA
Desulfonema	1015	6.63362003478386e-06	0.996223167281098	92	NA
Acetoanaerobium	1016	6.61333812227941e-06	0.99622978061922	86	NA
Aquibium	1017	6.60795808242158e-06	0.996236388577302	73	NA
Phoenicibacter	1018	6.59481293662396e-06	0.996242983390239	79	NA
Reichenbachiella	1019	6.57489186814191e-06	0.996249558282107	83	NA
Tepidiforma	1020	6.55724947027824e-06	0.996256115531578	80	NA
Thalassovita	1021	6.52371584680719e-06	0.996262639247424	84	NA
Mycetocola	1022	6.51929823661625e-06	0.996269158545661	83	NA
Teredinibacter	1023	6.51324889667401e-06	0.996275671794558	90	NA
Hydrogenimonas	1024	6.51128286513956e-06	0.996282183077423	84	NA
Gemmatirosa	1025	6.49578004702121e-06	0.99628867885747	65	NA
Croceibacterium	1026	6.48465637363864e-06	0.996295163513843	85	NA
Spirochaeta	1027	6.48220602693837e-06	0.99630164571987	86	NA
Salicibibacter	1028	6.4703927518175e-06	0.996308116112622	96	NA
Hydrocarboniphaga	1029	6.46397852814803e-06	0.99631458009115	85	NA
Lentibacillus	1030	6.46323208497191e-06	0.996321043323235	94	NA
Aquipseudomonas	1031	6.46054481944247e-06	0.996327503868055	77	NA
Flavisolibacter	1032	6.43650947685839e-06	0.996333940377532	79	NA
Iamia	1033	6.4272696878722e-06	0.996340367647219	74	NA
Haliangium	1034	6.42512333860002e-06	0.996346792770558	76	NA
Serinicoccus	1035	6.41038891176306e-06	0.99635320315947	77	NA
Rhodococcoides	1036	6.39871160296213e-06	0.996359601871073	76	NA
Tsuneonella	1037	6.39814324620221e-06	0.996366000014319	81	NA
Buorbuivirus	1038	6.39485718873367e-06	0.996372394871508	14	NA
Pseudanabaena	1039	6.39250416690386e-06	0.996378787375675	90	NA
Desulfarculus	1040	6.39220101027968e-06	0.996385179576685	70	NA
Halobacterium	1041	6.37896330424402e-06	0.996391558539989	71	NA
Rhodospirillum	1042	6.37825825190694e-06	0.996397936798241	83	NA
Kingella	1043	6.35743496670934e-06	0.996404294233208	87	Kingella_oralis_ATCC_51147.xml
Caldinitratiruptor	1044	6.32569817889362e-06	0.996410619931387	81	NA
Phycicoccus	1045	6.3248193213559e-06	0.996416944750708	70	NA
Breznakiella	1046	6.32405255810479e-06	0.996423268803266	86	NA
Loigolactobacillus	1047	6.30968790989208e-06	0.996429578491176	90	NA
