PWY-6146	Super-Pathways;Biosynthesis	<i>Methanobacterium thermoautotrophicum</i> biosynthetic metabolism
PWY-5115	SUGAR-NUCLEOTIDES	GDP-L-galactose biosynthesis
PWY-5661	SUGAR-NUCLEOTIDES	GDP-glucose biosynthesis
PWY-5738	SUGAR-NUCLEOTIDES	GDP-6-deoxy-D-talose biosynthesis
PWY-5739	SUGAR-NUCLEOTIDES	GDP-&alpha;-D-perosamine biosynthesis
PWY-6	SUGAR-NUCLEOTIDES	GDP-L-fucose biosynthesis II (from L-fucose)
PWY-6140	SUGAR-NUCLEOTIDES	CMP-2-keto-3-deoxy-D-<i>glycero</i>-D-<i>galacto</i>-nononate biosynthesis
PWY-6144	SUGAR-NUCLEOTIDES	CMP-<i>N</i>-glycoloylneuraminate biosynthesis
PWY-6145	Super-Pathways;SUGAR-NUCLEOTIDES	superpathway of sialic acid and CMP-sialic acid biosynthesis
PWY-63	SUGAR-NUCLEOTIDES	UDP-L-arabinose biosynthesis I (from UDP-xylose)
PWY-6478	SUGAR-NUCLEOTIDES	GDP-D-<i>glycero</i>-&alpha;-D-<i>manno</i>-heptose biosynthesis
PWY-66	SUGAR-NUCLEOTIDES	GDP-L-fucose biosynthesis I (from GDP-D-mannose)
PWY-6942	SUGAR-NUCLEOTIDES	dTDP-D-desosamine biosynthesis
PWY-6953	SUGAR-NUCLEOTIDES	dTDP-3-acetamido-3,6-dideoxy-&alpha;-D-galactose biosynthesis
PWY-6973	SUGAR-NUCLEOTIDES	dTDP-D-olivose, dTDP-D-oliose and dTDP-D-mycarose biosynthesis
PWY-6974	SUGAR-NUCLEOTIDES	dTDP-L-olivose biosynthesis
PWY-6976	SUGAR-NUCLEOTIDES	dTDP-L-mycarose biosynthesis
PWY-6998	SUGAR-NUCLEOTIDES	CDP-D-arabitol biosynthesis
PWY-7028	SUGAR-NUCLEOTIDES	UDP-<i>N,N'</i>-diacetylbacillosamine biosynthesis
PWY-7090	SUGAR-NUCLEOTIDES	UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis
PWY-7104	SUGAR-NUCLEOTIDES	dTDP-L-megosamine biosynthesis
PWY-7127	SUGAR-NUCLEOTIDES	CDP-D-mannitol biosynthesis
PWY-82	SUGAR-NUCLEOTIDES	UDP-L-arabinose biosynthesis II (from L-arabinose)
PWY0-1241	SUGAR-NUCLEOTIDES	ADP-L-<i>glycero</i>-&beta;-D-<i>manno</i>-heptose biosynthesis
PWY-5113	SUGAR-NUCLEOTIDES;Polysaccharides-Biosynthesis	UDP-D-apiose biosynthesis (from UDP-D-glucuronate)
PWY-5659	GDP-Mannose-Biosynthesis	GDP-mannose biosynthesis
GDPRHAMSYN-PWY	Rhamnose-Biosynthesis	GDP-D-rhamnose biosynthesis
PWY-3221	Rhamnose-Biosynthesis	dTDP-L-rhamnose biosynthesis II
PWY-6143	Sialic-Acids-Biosynthesis	CMP-pseudaminate biosynthesis
PWY-7131	CMP-Legionaminate-Biosynthesis	CMP-legionaminate biosynthesis II
PWY-6749	CMP-Legionaminate-Biosynthesis	CMP-legionaminate biosynthesis I
PWY-6139	CMP-N-Acetylneuraminate-Biosynthesis	CMP-<i>N</i>-acetylneuraminate biosynthesis II (bacteria)
PWY-6138	CMP-N-Acetylneuraminate-Biosynthesis	CMP-<i>N</i>-acetylneuraminate biosynthesis I (eukaryotes)
GLUCONEO-PWY	Gluconeogenesis	gluconeogenesis I
PWY66-399	Gluconeogenesis	gluconeogenesis III
PWY-6142	Super-Pathways;Gluconeogenesis	gluconeogenesis II (<i>Methanobacterium thermoautotrophicum</i>)
PWY-3881	Sugar-Alcohols-Biosynthesis	mannitol biosynthesis
PWY-6739	Pinitol-Biosynthesis	pinitol biosynthesis II
PWY-6738	Pinitol-Biosynthesis	pinitol biosynthesis I
PWY-5530	Sorbitol-Biosynthesis	sorbitol biosynthesis II
PWY-5054	Sorbitol-Biosynthesis;SUGAR-DERIVS	sorbitol biosynthesis I
PWY-5936	Polysaccharides-Biosynthesis	xyloglucan biosynthesis
PWY-6403	Polysaccharides-Biosynthesis	carrageenan biosynthesis
PWY-6655	Polysaccharides-Biosynthesis	xanthan biosynthesis
PWY-6658	Polysaccharides-Biosynthesis	acetan biosynthesis
PWY-6773	Polysaccharides-Biosynthesis	callose biosynthesis
PWY-6981	Super-Pathways;Polysaccharides-Biosynthesis	chitin biosynthesis
PWY-6082	Alginate-Biosynthesis	alginate biosynthesis II
PWY-6073	Alginate-Biosynthesis	alginate biosynthesis I
PWY-5067	GLYCOGEN-BIOSYN	glycogen biosynthesis II (from UDP-D-Glucose)
GLYCOGENSYNTH-PWY	GLYCOGEN-BIOSYN	glycogen biosynthesis I (from ADP-D-Glucose)
PWY-622	GLYCOGEN-BIOSYN	starch biosynthesis
PWY-6568	Glycosaminoglycans-Biosynthesis	dermatan sulfate biosynthesis (late stages)
PWY-6558	Glycosaminoglycans-Biosynthesis	heparan sulfate biosynthesis (late stages)
PWY-6567	Glycosaminoglycans-Biosynthesis	chondroitin sulfate biosynthesis (late stages)
PWY-6571	Super-Pathways;Glycosaminoglycans-Biosynthesis	dermatan sulfate biosynthesis
PWY-6557	Glycosaminoglycans-Biosynthesis	glycoaminoglycan-protein linkage region biosynthesis
PWY-6566	Glycosaminoglycans-Biosynthesis	chondroitin and dermatan biosynthesis
PWY-6569	Super-Pathways;Glycosaminoglycans-Biosynthesis	chondroitin sulfate biosynthesis
PWY-6564	Super-Pathways;Glycosaminoglycans-Biosynthesis	heparan sulfate biosynthesis
PWY-7033	Alkanes-Biosynthesis	alkane biosynthesis II
PWY-7032	Alkanes-Biosynthesis	alkane biosynthesis I
PWY-6622	Alkanes-Biosynthesis	heptadecane biosynthesis
PWY-5342	Oligosaccharides-Biosynthesis	ajugose biosynthesis I (galactinol-dependent)
PWY-6524	Oligosaccharides-Biosynthesis	lychnose biosynthesis
PWY-7031	Oligosaccharides-Biosynthesis	undecaprenyl diphosphate-linked heptasaccharide biosynthesis
PWY-5337	Oligosaccharides-Biosynthesis	stachyose biosynthesis
PWY-6116	Oligosaccharides-Biosynthesis	mannosylfructose biosynthesis
PWY-6778	Oligosaccharides-Biosynthesis	laminaribiose biosynthesis
MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	Oligosaccharides-Biosynthesis	dolichyl-diphosphooligosaccharide biosynthesis
PWY-5343	Oligosaccharides-Biosynthesis	ajugose biosynthesis II (galactinol-independent)
PWY-6525	Oligosaccharides-Biosynthesis	stellariose and mediose biosynthesis
PWY-7037	Oligosaccharides-Biosynthesis	undecaprenyl-diphosphate-linked di- and trisaccharide biosynthesis
PWY-6076	Vitamin-Biosynthesis;HORMONE-SYN	1,25-dihydroxyvitamin D<sub>3</sub> biosynthesis
PWY66-397	HORMONE-SYN	resolvin D biosynthesis
PWY-6650	HORMONE-SYN;JH-III-Biosynthesis	juvenile hormone III biosynthesis II
PWY66-375	HORMONE-SYN	leukotriene biosynthesis
PWY66-380	HORMONE-SYN	estrogen biosynthesis
PWY66-392	HORMONE-SYN	lipoxin biosynthesis
PWY-6030	HORMONE-SYN	serotonin and melatonin biosynthesis
PWY66-395	HORMONE-SYN	aspirin triggered resolvin D biosynthesis
PWY-6575	HORMONE-SYN;JH-III-Biosynthesis	juvenile hormone III biosynthesis I
PWY66-374	HORMONE-SYN	C20 prostanoid biosynthesis
PWY66-378	HORMONE-SYN	androgen biosynthesis
PWY66-382	HORMONE-SYN	mineralocorticoid biosynthesis
PWY66-394	HORMONE-SYN	aspirin triggered resolvin E biosynthesis
PWY-6241	HORMONE-SYN	thyroid hormone biosynthesis
PWY66-301	HORMONE-SYN	catecholamine biosynthesis
PWY66-377	HORMONE-SYN	pregnenolone biosynthesis
PWY66-381	HORMONE-SYN	glucocorticoid biosynthesis
PWY66-393	HORMONE-SYN	aspirin-triggered lipoxin biosynthesis
PWY-7101	Plant-Hormone-Biosynthesis	5-deoxystrigol biosynthesis
PWY-695	Carotenoid-Degradation;Abscisic-Acid-Biosynthesis	abscisic acid biosynthesis
PWY4FS-17	Abscisic-Acid-Biosynthesis	abscisic acid biosynthesis shunt
PWY-5272	Inactivation;Abscisic-Acid-Degradation;Abscisic-Acid-Derivative-Biosynthesis	abscisic acid glucose ester biosynthesis
PWY-5271	Abscisic-Acid-Degradation;Abscisic-Acid-Derivative-Biosynthesis	phaseic acid biosynthesis
PWY-3161	Auxin-Biosynthesis	indole-3-acetate biosynthesis III (bacteria)
PWY-581	Auxin-Biosynthesis	indole-3-acetate biosynthesis II
TRPIAACAT-PWY	TRYPTOPHAN-DEG;Auxin-Biosynthesis	tryptophan degradation VII (via indole-3-pyruvate)
PWY-1921	Auxin-Biosynthesis;Activation	indole-3-acetate activation II
PWY-5026	Auxin-Biosynthesis	indole-3-acetate biosynthesis V (bacteria and fungi)
PWYDQC-4	Auxin-Biosynthesis	indole-3-acetate biosynthesis I
PWY-1822	Auxin-Biosynthesis;Activation	indole-3-acetate activation I
PWY-5025	Auxin-Biosynthesis	indole-3-acetate biosynthesis IV (bacteria)
PWY-6303	Interconversion;Auxin-Biosynthesis	methyl indole-3-acetate interconversion
PWY-2582	Brassinosteroid-Biosynthesis	brassinosteroid biosynthesis II
PWY-699	Brassinosteroid-Biosynthesis	brassinosteroid biosynthesis I
PWY-2681	CYTOKININ-BIOSYNTHESIS	<i>trans</i>-zeatin biosynthesis
PWY-2901	CYTOKININ-BIOSYNTHESIS	cytokinins 9-<i>N</i>-glucoside biosynthesis
PWY-2881	CYTOKININ-BIOSYNTHESIS	cytokinins 7-<i>N</i>-glucoside biosynthesis
PWY-5967	CYTOKININ-BIOSYNTHESIS	lupinate biosynthesis
PWY-2781	CYTOKININ-BIOSYNTHESIS	<i>cis</i>-zeatin biosynthesis
PWY-2902	Metabolic-Clusters;CYTOKININ-BIOSYNTHESIS	cytokinins-<i>O</i>-glucoside biosynthesis
PWY-6854	Ethylene-Biosynthesis	ethylene biosynthesis III (microbes)
PWY-6853	Ethylene-Biosynthesis	ethylene biosynthesis II (microbes)
ETHYL-PWY	Ethylene-Biosynthesis	ethylene biosynthesis I (plants)
PWY-5032	GIBBERELLIN-SYN	<i>ent</i>-kaurene biosynthesis I
PWY-5034	GIBBERELLIN-SYN	GA<sub>12</sub> biosynthesis
PWY-5052	Super-Pathways;GIBBERELLIN-SYN	superpathway of gibberellin biosynthesis
PWY-5053	Super-Pathways;GIBBERELLIN-SYN	superpathway of GA<sub>12</sub> biosynthesis
PWY-6653	GIBBERELLIN-SYN	<i>ent</i> -kaurene biosynthesis II
PWY-5035	GIBBERELLINS-BIOSYNTHESIS	gibberellin biosynthesis III (early C-13 hydroxylation)
PWY-5070	GIBBERELLINS-BIOSYNTHESIS	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)
PWY-5047	GIBBERELLINS-BIOSYNTHESIS	gibberellin biosynthesis IV (<i>Gibberella fujikuroi</i>)
PWY-5036	GIBBERELLINS-BIOSYNTHESIS	gibberellin biosynthesis II (early C-3 hydroxylation)
PWY-7232	GIBBERELLINS-BIOSYNTHESIS	gibberellin biosynthesis V
PWY-6220	Jasmonates-Biosynthesis	jasmonoyl-amino acid conjugates biosynthesis I
PWY-6297	Jasmonates-Biosynthesis	tuberonate glucoside biosynthesis
PWY-6235	Jasmonates-Biosynthesis	hydroxyjasmonate sulfate biosynthesis
PWY-6233	Jasmonates-Biosynthesis	jasmonoyl-amino acid conjugates biosynthesis II
PWY-735	Jasmonates-Biosynthesis;FATTY-ACID-DERIVATIVE-SYN	jasmonic acid biosynthesis
PWY-7187	Pyrimid-Deoxyribonucleot-De-Novo-Biosyn	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II
PWY0-166	Super-Pathways;Pyrimid-Deoxyribonucleot-De-Novo-Biosyn	superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis (E. coli)
PWY-7211	Super-Pathways;Pyrimid-Deoxyribonucleot-De-Novo-Biosyn	superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis
PWY-7198	Pyrimid-Deoxyribonucleot-De-Novo-Biosyn;Metabolic-Clusters	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis IV
PWY-6545	Pyrimid-Deoxyribonucleot-De-Novo-Biosyn;Metabolic-Clusters	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis III
PWY-7184	Pyrimid-Deoxyribonucleot-De-Novo-Biosyn;Metabolic-Clusters	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I
PWY-7227	Adenosine-Deoxy-Denovo-Bbiosynthesis	adenosine deoxyribonucleotides <i>de novo</i> biosynthesis I
PWY-7220	Adenosine-Deoxy-Denovo-Bbiosynthesis	adenosine deoxyribonucleotides <i>de novo</i> biosynthesis II
PWY-7226	Guanosine-Deoxy-Denovo-Biosynthesis	guanosine deoxyribonucleotides <i>de novo</i> biosynthesis I
PWY-7222	Guanosine-Deoxy-Denovo-Biosynthesis	guanosine deoxyribonucleotides <i>de novo</i> biosynthesis II
PWY0-162	Super-Pathways;Pyrimid-Ribonucleot-De-Novo-Biosyn	superpathway of pyrimidine ribonucleotides <i>de novo</i> biosynthesis
PWY-7176	Pyrimid-Ribonucleot-De-Novo-Biosyn	UTP and CTP <i>de novo</i> biosynthesis
PWY-5686	Pyrimid-Ribonucleot-De-Novo-Biosyn	UMP biosynthesis
PWY-7200	Super-Pathways;Pyrimidine-Nucleotide-Salvage	superpathway of pyrimidine deoxyribonucleoside salvage
PWY-7183	Pyrimidine-Nucleotide-Salvage	pyrimidine nucleobases salvage I
PWY-7199	Pyrimidine-Nucleotide-Salvage	pyrimidine deoxyribonucleosides salvage
PWY-7208	Super-Pathways;Pyrimidine-Nucleotide-Salvage	superpathway of pyrimidine nucleobases salvage
PWY-7194	Super-Pathways;Pyrimidine-Nucleotide-Salvage	pyrimidine nucleobases salvage II
PWY-7205	Pyrimidine-Nucleotide-Salvage	CMP phosphorylation
PWY-7193	Pyrimidine-Nucleotide-Salvage	pyrimidine ribonucleosides salvage I
PWY-7196	Super-Pathways;Pyrimidine-Nucleotide-Salvage	superpathway of pyrimidine ribonucleosides salvage
PWY-7197	Pyrimidine-Nucleotide-Salvage;Metabolic-Clusters	pyrimidine deoxyribonucleotide phosphorylation
PWY-7210	Pyrimidine-Nucleotide-Salvage;Metabolic-Clusters	pyrimidine deoxyribonucleotides biosynthesis from CTP
PWY-6556	Pyrimidine-Nucleotide-Salvage;Pyrimidine-Ribonucleosides-Degradation	pyrimidine ribonucleosides salvage II
PWY-7195	Pyrimidine-Nucleotide-Salvage;Pyrimidine-Ribonucleosides-Degradation	pyrimidine ribonucleosides salvage III
PWY-6794	PUR-NUC-SYN	adenosine 5'-phosphoramidate biosynthesis
DENOVOPURINE2-PWY	Super-Pathways;Purine-Nucleotide-De-Novo-Biosynthesis	superpathway of purine nucleotides <i>de novo</i> biosynthesis II
PWY-6125	Super-Pathways;Purine-Nucleotide-De-Novo-Biosynthesis	superpathway of guanosine nucleotides <i>de novo</i> biosynthesis II
PWY-6126	Super-Pathways;Purine-Nucleotide-De-Novo-Biosynthesis	superpathway of adenosine nucleotides <i>de novo</i> biosynthesis II
PWY-7228	Super-Pathways;Purine-Nucleotide-De-Novo-Biosynthesis	superpathway of guanosine nucleotides <i>de novo</i> biosynthesis I
PWY-7229	Super-Pathways;Purine-Nucleotide-De-Novo-Biosynthesis	superpathway of adenosine nucleotides <i>de novo</i> biosynthesis I
PWY-841	Super-Pathways;Purine-Nucleotide-De-Novo-Biosynthesis	superpathway of purine nucleotides <i>de novo</i> biosynthesis I
PWY-7219	Purine-Ribonuc-De-Novo-Biosynthesis	adenosine ribonucleotides <i>de novo</i> biosynthesis
PWY-7221	Purine-Ribonuc-De-Novo-Biosynthesis	guanosine ribonucleotides <i>de novo</i> biosynthesis
PWY-6124	IMP-Biosynthesis	inosine-5'-phosphate biosynthesis II
PWY-6123	IMP-Biosynthesis	inosine-5'-phosphate biosynthesis I
PWY-7234	IMP-Biosynthesis	inosine-5'-phosphate biosynthesis III
PWY-6121	AIR-Biosynthesis	5-aminoimidazole ribonucleotide biosynthesis I
PWY-6277	Super-Pathways;AIR-Biosynthesis	superpathway of 5-aminoimidazole ribonucleotide biosynthesis
PWY-6122	AIR-Biosynthesis	5-aminoimidazole ribonucleotide biosynthesis II
PWY-7224	Purine-Nucleotides-Salvage;Metabolic-Clusters	purine deoxyribonucleosides salvage
SALVPURINE2-PWY	Purine-Nucleotides-Salvage	xanthine and xanthosine salvage
PWY-6609	Adenine-Adenosine-Salvage	adenine and adenosine salvage III
PWY-6619	Adenine-Adenosine-Salvage	adenine and adenosine salvage VI
PWY-6605	Adenine-Adenosine-Salvage	adenine and adenosine salvage II
PWY-6611	Adenine-Adenosine-Salvage	adenine and adenosine salvage V
P121-PWY	Adenine-Adenosine-Salvage	adenine and adenosine salvage I
PWY-6610	Adenine-Adenosine-Salvage	adenine and adenosine salvage IV
PWY-6579	Super-Pathways;Guanine-Guanosine-Salvage	superpathway of guanine and guanosine salvage
PWY-6620	Guanine-Guanosine-Salvage	guanine and guanosine salvage I
PWY-6618	Guanine-Guanosine-Salvage	guanine and guanosine salvage III
PWY-6599	Guanine-Guanosine-Salvage	guanine and guanosine salvage II
PWY-6711	Nucleic-Acid-Processing	archaeosine biosynthesis
PWY-6700	Nucleic-Acid-Processing	queuosine biosynthesis
PWY0-1479	Nucleic-Acid-Processing	tRNA processing
PWY-6689	Nucleic-Acid-Processing	tRNA splicing
PWY-6829	Nucleic-Acid-Processing;Metabolic-Clusters	tRNA methylation (yeast)
PWY-4161	Super-Pathways;SECONDARY-METABOLITE-BIOSYNTHESIS	superpathway of benzoxazinoid glucosides biosynthesis
PWY-5826	SECONDARY-METABOLITE-BIOSYNTHESIS	hypoglycin biosynthesis
PWY-5935	SECONDARY-METABOLITE-BIOSYNTHESIS	tuberculosinol biosynthesis
PWY-5954	SECONDARY-METABOLITE-BIOSYNTHESIS	(1'<i>S</i>,5'<i>S</i>)-averufin biosynthesis
PWY-5955	SECONDARY-METABOLITE-BIOSYNTHESIS	versicolorin B biosynthesis
PWY-5956	SECONDARY-METABOLITE-BIOSYNTHESIS	sterigmatocystin biosynthesis
PWY-5959	SECONDARY-METABOLITE-BIOSYNTHESIS	aflatoxins B<sub>1</sub> and G<sub>1</sub> biosynthesis
PWY-5960	SECONDARY-METABOLITE-BIOSYNTHESIS	aflatoxins B<sub>2</sub> and G<sub>2</sub> biosynthesis
PWY-5961	Super-Pathways;SECONDARY-METABOLITE-BIOSYNTHESIS	superpathway of aflatoxin biosynthesis
PWY-5975	SECONDARY-METABOLITE-BIOSYNTHESIS	furaneol biosynthesis
PWY-5979	SECONDARY-METABOLITE-BIOSYNTHESIS	3-amino-5-hydroxybenzoate biosynthesis
PWY-6068	SECONDARY-METABOLITE-BIOSYNTHESIS	indican biosynthesis
PWY-6069	SECONDARY-METABOLITE-BIOSYNTHESIS	indigo biosynthesis
PWY-6585	SECONDARY-METABOLITE-BIOSYNTHESIS;Energy-Metabolism	2-tridecanone biosynthesis
PWY-6644	SECONDARY-METABOLITE-BIOSYNTHESIS	fluoroacetate and fluorothreonine biosynthesis
PWY-6660	SECONDARY-METABOLITE-BIOSYNTHESIS	2-heptyl-3-hydroxy-4(1<i>H</i>)-quinolone biosynthesis
PWY-6661	SECONDARY-METABOLITE-BIOSYNTHESIS	4-hydroxy-2(1<i>H</i>)-quinolone biosynthesis
PWY-6662	Super-Pathways;SECONDARY-METABOLITE-BIOSYNTHESIS	superpathway of quinolone and alkylquinolone biosynthesis
PWY-6699	SECONDARY-METABOLITE-BIOSYNTHESIS	oxalate biosynthesis
PWY-6703	SECONDARY-METABOLITE-BIOSYNTHESIS	preQ<sub>0</sub> biosynthesis
PWY-6802	SECONDARY-METABOLITE-BIOSYNTHESIS	salidroside biosynthesis
PWY-6808	SECONDARY-METABOLITE-BIOSYNTHESIS	dTDP-D-forosamine biosynthesis
PWY-6831	SECONDARY-METABOLITE-BIOSYNTHESIS	pyrrolnitrin biosynthesis
PWY-6839	SECONDARY-METABOLITE-BIOSYNTHESIS	2-aminoethylphosphonate biosynthesis
PWY-6920	SECONDARY-METABOLITE-BIOSYNTHESIS	6-gingerol analog biosynthesis
PWY-6926	SECONDARY-METABOLITE-BIOSYNTHESIS	pyrethrin I biosynthesis
PWY-6949	SECONDARY-METABOLITE-BIOSYNTHESIS	DIBOA-glucoside biosynthesis
PWY-6950	SECONDARY-METABOLITE-BIOSYNTHESIS	DIMBOA-glucoside biosynthesis
PWY-7040	SECONDARY-METABOLITE-BIOSYNTHESIS	violacein biosynthesis
PWY-7100	SECONDARY-METABOLITE-BIOSYNTHESIS	spinosyn A biosynthesis
PWY-7136	SECONDARY-METABOLITE-BIOSYNTHESIS	&beta; myrcene degradation
PWY-7153	SECONDARY-METABOLITE-BIOSYNTHESIS	grixazone biosynthesis
PWY-7236	SECONDARY-METABOLITE-BIOSYNTHESIS	mycocyclosin biosynthesis
PWY8J2-20	SECONDARY-METABOLITE-BIOSYNTHESIS	pulcherrimin biosynthesis
PWY-5633	Antibiotic-Biosynthesis	cephamycin C biosynthesis
PWY-6324	Antibiotic-Biosynthesis	rebeccamycin biosynthesis
PWY-7000	Super-Pathways;Antibiotic-Biosynthesis	kanamycin biosynthesis
PWY-5737	Antibiotic-Biosynthesis	(5<i>R</i>)-carbapenem biosynthesis
PWY-6511	Antibiotic-Biosynthesis	3-methylarginine biosynthesis
PWY-7018	Antibiotic-Biosynthesis	paromomycin biosynthesis
PWY-5776	Antibiotic-Biosynthesis	2-hydroxyphenazine biosynthesis
PWY-6682	Antibiotic-Biosynthesis	dehydrophos biosynthesis
PWY-7021	Super-Pathways;Antibiotic-Biosynthesis	superpathway of neomycin biosynthesis
PWY-5929	Antibiotic-Biosynthesis	puromycin biosynthesis
PWY-6722	Antibiotic-Biosynthesis	candicidin biosynthesis
PWY-7106	Antibiotic-Biosynthesis	erythromycin D biosynthesis
PWY-5629	Antibiotic-Biosynthesis	isopenicillin N biosynthesis
PWY-5984	Antibiotic-Biosynthesis	rifamycin B biosynthesis
PWY-6955	Antibiotic-Biosynthesis	lincomycin biosynthesis
PWY-7110	Super-Pathways;Antibiotic-Biosynthesis	superpathway of megalomicin A biosynthesis
PWY-5632	Antibiotic-Biosynthesis	cephalosporin C biosynthesis
PWY-6322	Antibiotic-Biosynthesis	phosphinothricin tripeptide biosynthesis
PWY-6977	Super-Pathways;Antibiotic-Biosynthesis	superpathway of erythromycin biosynthesis
PWY-5679	Antibiotic-Biosynthesis	clavulanate biosynthesis
PWY-6346	Antibiotic-Biosynthesis	staurosporine biosynthesis
PWY-7016	Antibiotic-Biosynthesis	neomycin biosynthesis
PWY-5770	Antibiotic-Biosynthesis	phenazine-1-carboxylate biosynthesis
PWY-6679	Antibiotic-Biosynthesis	jadomycin biosynthesis
PWY-7020	Super-Pathways;Antibiotic-Biosynthesis	superpathway of butirocin biosynthesis
PWY-5887	Antibiotic-Biosynthesis	albaflavenone biosynthesis
PWY-6721	Antibiotic-Biosynthesis	sangivamycin biosynthesis
PWY-7045	Antibiotic-Biosynthesis	mithramycin biosynthesis
PWY-5940	Antibiotic-Biosynthesis	streptomycin biosynthesis
PWY-6919	Antibiotic-Biosynthesis	neopentalenoketolactone and pentalenate biosynthesis
PWY-7109	Antibiotic-Biosynthesis	megalomicin A biosynthesis
PWY-5631	Antibiotic-Biosynthesis	deacetylcephalosporin C biosynthesis
PWY-6003	Antibiotic-Biosynthesis	gramicidin S biosynthesis
PWY-6975	Super-Pathways;Antibiotic-Biosynthesis	superpathway of erythromycin biosynthesis
PWY1A0-6325	Antibiotic-Biosynthesis	actinorhodin biosynthesis
PWY-5634	Super-Pathways;Antibiotic-Biosynthesis	superpathway of penicillin, cephalosporin and cephamycin biosynthesis
PWY-6345	Antibiotic-Biosynthesis	K-252 biosynthesis
PWY-7015	Antibiotic-Biosynthesis	ribostamycin biosynthesis
PWY-5757	Antibiotic-Biosynthesis	fosfomycin biosynthesis
PWY-6666	Antibiotic-Biosynthesis	pyocyanin biosynthesis
PWY-7019	Antibiotic-Biosynthesis	butirosin biosynthesis
PWY-5818	Antibiotic-Biosynthesis	validamycin A biosynthesis
PWY-6720	Antibiotic-Biosynthesis	toyocamycin biosynthesis
PWY-7025	Antibiotic-Biosynthesis	gentamicin biosynthesis
PWY-5930	Antibiotic-Biosynthesis	terpentecin biosynthesis
PWY-6915	Antibiotic-Biosynthesis	pentalenolactone biosynthesis
PWY-7108	Antibiotic-Biosynthesis	erythromycin A biosynthesis
PWY-5630	Antibiotic-Biosynthesis	penicillin K biosynthesis
PWY-5993	Super-Pathways;Antibiotic-Biosynthesis	superpathway of rifamycin B biosynthesis
PWY-6971	Antibiotic-Biosynthesis	oleandomycin biosynthesis
PWY-7274	Other-Amino-Acid-Biosynthesis;Antibiotic-Biosynthesis	D-cycloserine biosynthesis
PWY-7014	Paromamine-Biosynthesis	paromamine biosynthesis I
PWY-7022	Paromamine-Biosynthesis	paromamine biosynthesis II
PWY-5407	FATTY-ACID-DERIVATIVE-SYN	9-lipoxygenase and 9-allene oxide synthase pathway
PWY-5433	Super-Pathways;FATTY-ACID-DERIVATIVE-SYN	superpathway of lipoxygenase
PWY-5410	FATTY-ACID-DERIVATIVE-SYN	traumatin and (<i>Z</i>)-3-hexen-1-yl acetate biosynthesis
PWY-5408	FATTY-ACID-DERIVATIVE-SYN	9-lipoxygenase and 9-hydroperoxide lyase pathway
PWY-5409	Divinyl-Ether-Biosynthesis	divinyl ether biosynthesis II
PWY-5406	Divinyl-Ether-Biosynthesis	divinyl ether biosynthesis I
PWY-5474	N-CONTAINING-SECONDARY-CMPD-SYN	hydroxycinnamic acid tyramine amides biosynthesis
PWY-5473	N-CONTAINING-SECONDARY-CMPD-SYN	hydroxycinnamic acid serotonin amides biosynthesis
PWY-6448	N-CONTAINING-SECONDARY-CMPD-SYN	hordatine biosynthesis
PWY-3181	TRYPTOPHAN-DEG;N-CONTAINING-SECONDARY-CMPD-SYN;ALKALOIDS-SYN	tryptophan degradation VI (via tryptamine)
PWY-6442	N-CONTAINING-SECONDARY-CMPD-SYN	spermidine hydroxycinnamic acid conjugates biosynthesis
PWY-1	NON-PROTEIN-AMINO-ACID-SYN	lathyrine biosynthesis
PWY-5	NON-PROTEIN-AMINO-ACID-SYN	canavanine biosynthesis
PWY-4985	NON-PROTEIN-AMINO-ACID-SYN	mimosine biosynthesis
PWY-5110	PYRROLIDINE-ALKALOIDS;NON-PROTEIN-AMINO-ACID-SYN	trigonelline biosynthesis
PWY-4961	NON-PROTEIN-AMINO-ACID-SYN	&beta;-pyrazole-1-ylalanine biosynthesis
PWY-5021	NON-PROTEIN-AMINO-ACID-SYN	willardiine and isowillardiine biosynthesis
PWY-5388	N-CONTAINING-GLUCOSIDE-SYN	N-glucosylnicotinate metabolism
PWY-7088	CYANOGENIC-GLUCOSIDE-SYN	taxiphyllin biosynthesis
PWY-5990	CYANOGENIC-GLUCOSIDE-SYN	lotaustralin biosynthesis
PWY-861	CYANOGENIC-GLUCOSIDE-SYN	dhurrin biosynthesis
PWY-3022	CYANOGENIC-GLUCOSIDE-SYN	linamarin biosynthesis
PWY-7095	CYANOGENIC-GLUCOSIDE-SYN	3,4-dihydroxymandelonitrile &beta;-<i>D</i>-glucose biosynthesis
PWY-601	GLUCOSINOLATE-SYN	glucosinolate biosynthesis from tryptophan
PWYQT-4472	GLUCOSINOLATE-SYN	glucosinolate biosynthesis from trihomomethionine
PWYQT-4475	GLUCOSINOLATE-SYN	glucosinolate biosynthesis from hexahomomethionine
