sample_id	total	cellular_biosynthetic_process	androgen_biosynthetic_process	estrogen_biosynthetic_process	polyphosphate_biosynthetic_process	isoprenoid_biosynthetic_process	phospholipid_biosynthetic_process	vitamin_biosynthetic_process	toxin_biosynthetic_process	cytokinin_biosynthetic_process	auxin_biosynthetic_process	mucilage_biosynthetic_process	organic_acid_biosynthetic_process	antibiotic_biosynthetic_process	peptidyl_diphthamide_biosynthetic_process_from_peptidyl_histidine	heterocycle_biosynthetic_process	aromatic_compound_biosynthetic_process	organic_phosphonate_biosynthetic_process	cellular_carbohydrate_biosynthetic_process	cellular_macromolecule_biosynthetic_process	neurotransmitter_biosynthetic_process	ketone_biosynthetic_process	alkane_biosynthetic_process	alkene_biosynthetic_process	cellular_alcohol_biosynthetic_process	cellular_nitrogen_compound_biosynthetic_process	sulfur_compound_biosynthetic_process	glycerolipid_biosynthetic_process	aldehyde_biosynthetic_process	neutral_lipid_biosynthetic_process	membrane_lipid_biosynthetic_process	glycerol_ether_biosynthetic_process	ketone_body_biosynthetic_process	Remaining
0159_AZ03_32076_20190429_ST	6525038	6072.33333333333	0	0	1937	4391.93055555555	5922.11874999999	3149.80906746032	712.25	561.666666666667	0	0	6621.24490575397	167.256944444444	0	12676.779246093	10287.3611188884	299.666666666667	1841.35266203704	17639.2379298942	0	825.876736111111	17.9305555555555	0	0	13653.7876554845	3380.45324074074	620.798611111111	366.166666666667	0	684.075154320989	0	0.666666666666666	6433208.23686655
0159_AA34_42438_20190621_ST	6523274	6214.83333333333	0	0	1868	4698.1724537037	6703.50104166666	3394.85304232804	805.5	706.333333333333	0	0	6941.54478009259	291.777777777778	0	13384.6329838453	10965.1836253797	73	1884.94965277778	18575.289566799	0	813.621527777778	17.0694444444444	0.833333333333333	0	14465.631280803	3778.32199074074	673.060185185185	412.736111111111	0	667.265895061728	0	0.8	6425937.08864051
0159_AP39_21364_20180504_ST_E21	6496729	6651.58333333333	0	0	2152	4712.87847222222	6428.0951388889	3672.93555996473	468.111111111111	858.333333333333	0	0	7013.02356936177	46.4083333333333	0	13635.4812850896	10936.9875317828	44.6666666666667	1881.37673611111	16152.6797784392	0	925.914930555556	4.79861111111111	4	0	13935.6296647193	3684.22457010582	662.62962962963	423.416666666667	0	844.814814814815	0	0	6401589.01026276
0159_AB10_26786_20210216_ST	6481692	4362.41666666667	0	0	1922.16666666666	4759.8476521164	6936.05478670634	2839.73935846561	840.333333333333	639.666666666667	0	0	7381.61446318342	280.7	8	13946.3460353285	11104.4276854608	55.8333333333333	1708.24720000935	21952.2122940717	0	691.899305555556	48.7638888888889	0	0	15337.0802992474	4145.74796626984	693.938657407407	380.694444444444	0	725.456018518519	0	0	6380930.81327766
0159_AB18_26705_20191018_ST	6477810	4783.33333333333	0	0	2278.91666666667	3966.38194444444	6552.2732638889	3967.24344025573	791.888888888889	441.333333333333	0	0	7199.91234871032	269.363888888889	1.16666666666667	13399.8493925448	10540.3116919275	101	1930.52905092593	17604.1375496032	0	919.520833333334	4.45138888888888	29.5	0.0138888888888889	13915.5283343438	3847.40694444444	649.881481481481	453.541666666667	0	532.942592592592	0	0.2	6383629.37140928
0159_AB18_26663_20200725_ST	6467539	5852.22619047619	0	0	2018.41666666666	3867.0949074074	5287.44479166666	3109.41773148148	741.5	320.666666666667	0	0	7385.79189732143	403.456944444445	0.333333333333333	12385.9171972982	10260.2218181094	313.777777777778	2044.65	17237.7166005291	0	677.6875	22.8819444444444	0	0	13295.6931662135	3232.48865740741	616.282407407407	398.277777777778	0	467.892129629629	0	0	6377599.16389394
0159_AB18_26646_20200815_ST	6433829	8182.41666666667	0	0	1890.91666666666	4141.12152777777	5451.89216269842	2864.11376212522	650.666666666667	749.333333333333	0	0	5911.72565076609	118.284722222222	0	11515.0564052763	9228.82431290418	30.6666666666667	1973.14573863636	15529.9936773489	0	1031.81597222222	6.72916666666667	0	0.111111111111111	12147.3734586974	3329.21052248677	608.111772486772	305.592592592593	0	787.470370370371	0	0	6347374.42707361
0159_AA34_42415_20190506_ST	6433335	6487.75	0	0	2193.16666666667	4340.90873015872	6368.10416666668	3320.87869708995	687.333333333333	844.666666666667	0	0	6775.90618055556	105.0375	0	13096.9570990716	10489.074796382	147	1823.04183384774	17685.8631227954	0	731.951388888889	17	0	0.111111111111111	13832.4099826695	3493.62476851852	672.314814814814	361.333333333333	0.722222222222222	754.165740740741	0	0	6339105.67784447
0159_AY44_33005_20170925_ST	6406448	7378.83333333333	0	0	2341.33333333333	4295.49861111111	5701.9035218254	3251.9269819224	722.972222222222	930.166666666667	0	0	6050.85031539352	130.269444444444	0	12106.6325909085	9491.95830739884	149.444444444444	1684.33807870371	14481.250760582	0	843.810763888889	16.2083333333334	1.16666666666667	0	12643.5827942816	3465.94050925926	655.665343915344	300.395833333333	0	894.850771604938	0	0.2	6318908.80037143
0159_AB18_106054_20190207_ST	6376971	7515.58333333333	0	0	1824.75	4756.63888888889	6215.79652777779	3172.51468915344	694.277777777778	869.666666666667	0	0	6379.7636061508	47.0069444444444	0	12436.2441402116	10082.3013073192	226	1953.5962962963	16851.4441468254	0	828.604166666667	7.23611111111111	0	0	13280.8399669312	3431.6306712963	625.273148148148	325.277777777778	0	852.46512345679	0	0	6284594.08870977
0159_AA34_42406_20190430_ST	6374144	10816.6666666667	0	0	2237.41666666667	4860.93749999999	6226.69503968255	3724.07835758377	619.111111111111	1069	0	0	6008.04224330357	33.8125	0	12457.8908988585	10304.605885631	1	1762.97013888889	15221.7132275132	0	1076.26041666666	11.3402777777778	0	0	13228.7276978003	3891.20373677249	660.905423280423	281.208333333333	0	1104.77592592592	0	0	6278545.63795254
0159_AB18_26463_20190528_ST	6356777	5732.16666666667	0	0	1727.08333333334	4544.48564814815	6583.7578373016	3037.57503968254	684.25	673.333333333333	58	0	6522.92011863426	144.315277777778	17.6666666666667	13005.2116388644	10435.7792057368	44.3333333333333	1835.95374228395	19479.443832672	0	903.251736111111	69.3888888888888	0	0.0277777777777778	14176.0046051342	3973.94669312169	696.292857142857	343.75	0	862.960185185186	0	0	6261225.1015822
0159_AA34_42470_20190830_ST	6353936	6919.16666666667	0	0	1974	4877.09722222222	7058.66666666667	3204.05630952381	442.777777777778	930	0	0	6745.73797660384	210.095833333334	0	13060.2184770601	10354.5238022364	78.1666666666667	1683.06741255144	16766.3650242504	0	846.517361111111	18.0347222222222	0	0.0555555555555556	13341.5868699172	3061.53738425926	716.358333333333	412.166666666667	0	692.217901234567	0	0	6260543.58537014
0159_AB18_26642_20200320_ST	6317657	7867.26666666667	0	0	1828.5	3925.70486111111	5854.84965277778	3333.76351851852	661.472222222222	466.333333333333	6	0	5974.23958994709	235.726388888889	0	11948.3178845165	9507.56903200323	203.666666666667	1862.47902871305	15447.4990775814	0	1210.92361111111	36.2638888888889	35	0	12589.2036745598	3879.67766203703	634.712962962963	305.097222222222	0	831.368981481481	0	0	6229011.36407379
0159_AP39_21213_20180420_ST_E21	6227192	4099.08333333333	0	0	1705.25	4559.36203703703	6886.34761904761	3257.86992724867	685.527777777778	661.333333333333	0	0	6741.6520333168	281.827777777778	8.33333333333333	13410.3052171517	10930.4580042989	38.6666666666667	1682.60338220164	19636.6196152998	0	573.208333333333	50.2638888888889	0	0	14411.4149691358	3595.13993055556	726.355158730158	374.305555555555	0	785.917592592592	0	0.4	6132089.75451338
0159_AB10_101848_20181004_ST	6221866	8550.16666666667	0	0	2125	4415.50208333334	6143.58784722222	3468.95419973545	730.5	703	0	0	5963.98284598214	58.1277777777776	0	12488.5917340902	10268.3026037992	479	1831.61805555556	16237.9331679894	0	792.201388888889	13.6666666666667	0	0	13253.8553418945	3434.09386574074	625.25462962963	354.736111111111	0	844.288425925927	0	0	6129083.63658799
0159_AP39_21392_20180504_ST_E21	6205667	6469.66666666667	0	0	2132.83333333333	4409.9375	5828.43725198413	3315.50933090829	527.444444444444	681.666666666667	5.66666666666667	0	6254.07515914352	29.3708333333334	0	12409.6258849268	9907.7557559585	107.666666666667	1734.52944958848	15073.2574184303	0	778.877083333333	30.5833333333333	0.333333333333333	0	12915.3381865141	3724.37003968254	554.020502645502	322.916666666667	0	826.880401234569	0	0.4	6117625.83742454
0159_AP39_21372_20180327_ST_E21	6165827	6159.5	0	0	2058.58333333333	4312.47916666666	5921.59513888889	3189.93676587302	683.194444444444	698.666666666667	0	0	6115.23152295525	256.3375	0	11800.2712997257	9624.43366083677	198.333333333333	1685.13680555556	15067.7554783951	0	743.197916666667	20.0069444444444	0.166666666666667	0	12658.6360550167	3291.39907407407	576.208333333333	335.194444444444	0	771.841049382715	0	0	6079658.8943993
0159_AB18_26716_20200820_ST	6159350	6694.25	0	0.166666666666667	2211.33333333333	4392.31018518519	6179.16736111112	3261.92403439153	496	697	0	0	7058.09917658731	254.80625	0	13003.7396406893	10662.9931826867	71.8333333333333	1601.73644547325	17934.0190696649	0	778.461805555555	10.0694444444444	0	0	13868.6753913507	3554.86657407407	620.125	450.958333333333	0	715.755555555555	0	0.4	6064831.30921656
0159_AQ29_10011_20170731_ST	6158665	6759.16666666667	0	0	1631.625	6282.13392857143	7262.4966765873	2152.5441005291	433.555555555556	630	0	0	6760.81766989087	73.6458333333335	10.5	11515.8178620809	10007.0791716047	47.1666666666667	1538.7783436214	18528.1895061728	0	794.072916666667	31.7916666666667	0	0	13053.4874354936	2849.5856867284	694.408862433863	370.75	0.111111111111111	850.022685185186	0	0	6066387.25265444
0159_AY44_33007_20170914_ST	6143471	8606.25	0	0	2417.16666666667	4308.27777777778	6292.59831349206	3630.81863095238	687.944444444444	863.666666666667	0	0	6135.10855902778	58.7111111111109	0	12248.8998915466	9870.23860296639	403.444444444443	1545.90613425926	15398.2524305556	0	775.201388888889	8.8125	0	0	12721.6104768641	3500.34282407407	625.822751322751	317.680555555556	0	811.653703703703	0	0	6052242.59212568
0159_AP39_21101_20171111_ST	6110832	11328.5	0	0	1852.51666666667	5863.46643518519	6227.43611111111	3527.68769620811	203.138888888889	944.333333333333	1.5	0	7076.50183531746	193.479166666667	0.166666666666667	12731.5268535971	10388.2303445584	68	1636.07828282828	16190.7617815055	0	860.385416666665	10.7916666666667	0	0	13212.9364019076	3474.97569444445	495.571296296296	267.527777777778	0	1283.18024691358	0	0.2	6012993.10743679
0159_AZ03_32059_20190918_ST	6092992	7812.5	0	0	1891.75	4074.08680555555	5186.16944444443	3161.07266093475	603.416666666667	865.666666666667	0	0	5459.35684151786	67.1111111111113	0	11559.3566510815	9288.25396038482	90.3333333333333	1684.23558384774	14477.3462411817	0	827.84375	10.0416666666667	0	0	12507.0474794545	3265.2662037037	540.328703703704	310.680555555556	0	884.019444444443	0	0.8	6008425.31622974
0159_AB18_26741_20201114_ST	6089249	5588	0	0	2069.33333333333	3988.16666666666	6454.50004960317	3412.50088624338	743.666666666667	676.666666666667	0	0	6514.21625785384	91.3930555555557	0	12431.0862673611	9930.85035686729	57.3333333333333	1685.59467592593	16426.7531746032	0	635.597222222222	9.59027777777778	0.333333333333333	0.0555555555555556	13162.8594138558	3234.59618055555	623.896825396825	363.986111111111	0.00925925925925928	663.228549382716	0	0	6000484.78588087
0159_AZ03_32060_20190920_ST	6065548	5133.38333333333	0	0	1428.16666666666	4515.86223544974	6108.96884920634	2557.9901521164	766.611111111111	640	0	0	6420.95511574074	349.369444444444	27.5	13558.2067573766	10622.3084924589	91.0555555555557	1487.13025042088	22644.1044347243	0	578.5	133.416666666667	0	0.305555555555556	14863.6195348537	4438.48236111111	673.259259259259	279.722222222222	0.0555555555555556	754.944135802469	0	0.733333333333334	5967473.34897703
0159_AA34_42453_20190809_ST	6048678	4565.7380952381	0	0	2946.08333333333	5212.20833333333	4473.35198412699	1758.2162037037	807.5	525	0	0	5920.62657159392	212.875	0.166666666666667	11058.057922164	8577.63064923631	0.166666666666667	1928.51388888889	27521.9364417989	0	628.010416666667	0	0.333333333333333	0.888888888888889	13721.6182892275	2557.42200727513	489.94246031746	216.25	0.0277777777777778	69.787037037037	0	0	5955485.64803273
0159_AB18_26560_20191009_ST	6045382	6683.5	0	0	1865	4389.02430555556	6333.4617311508	3038.55963183422	669.666666666667	881.666666666667	0	0	5804.73279637897	52.0777777777778	0.333333333333333	11810.8275203924	9458.05377663874	138.333333333333	1690.64466306584	16101.915779321	0	803.857638888889	10.4444444444444	0	0	12676.460222112	3315.83057208995	648.072916666667	316.638888888889	0	900.844598765432	0	0	5957792.05273603
0159_AA34_42388_20190405_ST	6022336	4737.25	0	0	2066.16666666667	4338.31018518518	5799.20218253968	2907.49058862434	751.888888888889	748.666666666667	0	0	7119.02225363756	195.979166666667	3.66666666666667	12664.7847864002	10243.9247511268	149.666666666667	1737.57440843622	18700.7651344798	0	779.53125	16.2013888888889	0	0	13584.5887910298	3303.89938271605	616.080687830688	394.361111111111	0	599.718518518519	0	0	5930877.25985725
0159_AP39_21359_20180323_ST_E21	5957553	4778.25	0	0	1935.16666666666	4218.93131613757	6040.75595238094	2663.19222222222	730.055555555555	801.666666666667	0	0	6472.88943204365	187.619444444444	0	12611.691207378	10045.3254269547	73.3333333333333	1446.70115740741	19472.1686177249	0	547.390625	5.45138888888889	0	0.0694444444444444	13761.9130063198	3600.8994212963	607.567195767195	317.472222222222	0.0277777777777778	750.306327160493	0	0	5866484.15559221
0159_AB18_26723_20201110_ST	5941611	5458.08333333333	0	0	1861.58333333334	3996.39583333334	5607.24032738094	2726.51912588183	603.5	775.333333333333	1.25	0	6225.98678778109	253.65	0	11621.2757243288	9492.28887247697	267.666666666667	1621.29987139917	16259.7712522046	0	713.130208333333	8.69444444444444	0	0	12476.587389342	3104.26108355379	588.359788359788	332.5	0	669.089351851851	0	0	5856946.53327266
0159_AH05_15000_20171130_ST	5935905	4864.41666666667	0	0	1803.25	3993.0005952381	5967.83368055555	3058.21125661375	701.722222222222	622	0	0	6033.16615079365	130.311111111111	0	11955.9640487213	9553.89737213404	165.333333333333	1700.34089856902	16062.0554984367	0	751.498263888889	15.1041666666666	0	0	12744.3734796376	3301.79178240741	607.814814814815	293.472222222222	0	721.861574074074	0	0	5850857.58086189
0159_AB18_26497_20190718_ST	5914305	6284.75	0	0	2149.93333333334	4018.41898148147	5462.12916666667	2926.95197089947	627.25	854.333333333333	0	0	5660.46224785053	236.040277777778	1.66666666666667	11483.3368910114	9196.11446817191	113	1604.01678240741	14335.5856977513	0	685.789930555555	21.4375	0	0.236111111111111	12046.4555881014	3188.28587962963	598.275925925926	300.638888888889	0.0574074074074072	667.056327160494	0	0.6	5831842.17662387
0159_AA34_42084_20180509_ST	5817981	5785.66666666667	0	0	912.458333333335	5933.92129629631	4832.16011904763	2441.19291335979	701.722222222222	314.5	57.8333333333333	0	7006.74928902116	208.7	43.1666666666667	12510.3123045824	9512.97205325961	5	1527.3207483139	22480.2800977978	0	1261.94618055556	0	5	4.93055555555556	13857.299084234	4228.25646494709	776.629695767196	131.837962962963	0.661111111111111	738.548919753086	0	0	5722701.93398121
0159_AB18_26776_20210113_ST	5817041	5154.39285714286	0	0.0833333333333333	2291	3967.27380952382	5841.35972222223	3179.06150793651	592.666666666667	711.333333333333	0	0	6642.07394923941	227.884722222222	0.5	12456.2085100064	10025.3766978371	74.5	1544.73765432099	17388.5291666666	0	624.173611111111	11.2777777777778	0	0.0555555555555556	13022.6679676783	3246.02673611111	586.861111111111	377.263888888889	0	496.433950617284	0	0	5728579.2574707
0159_AZ03_32024_20180718_ST	5814987	6346.83333333333	0	0	1799.5	3603.86111111112	5229.0298611111	2911.75044973545	678.444444444444	652	0	0	5264.69248057209	223.751388888889	0	11027.0832566015	8622.17579518175	119.666666666667	1697.12685185185	13663.3988095238	0	655.357638888889	23.6458333333333	0	0	11663.1043015751	3287.22337962963	534.643518518518	251.722222222222	0	773.644135802469	0	0	5735958.34452101
0159_AA34_42282_20181025_ST	5789756	6745.5	0	0	2492.08333333333	3828.95023148149	5118.53506944444	2849.13630291005	672.666666666667	770.333333333333	0	0	5704.16405753968	42.8958333333333	0	11204.4062663507	8919.82413672105	29.6666666666667	1828.32866512346	14446.4245535714	0	675.260416666666	7.06944444444444	0	0	11984.9960216417	3223.37345679012	477.773148148148	288.180555555556	0	779.569598765431	0	0	5707666.86224151
0159_AQ29_10041_20171121_ST	5771373	8468.25	0	0	1612.58333333334	5133.98214285714	5501.34479166667	2478.0915542328	406.666666666667	727.666666666667	0	0	5501.94035714286	130.306944444444	0	10492.999783277	8662.90490673378	119.666666666667	1534.56550925926	13795.3113756614	0	878.995833333333	18.9305555555555	0	0	11286.4049387003	2985.23703703704	583.937037037037	298.402777777778	0.185185185185185	872.423919753087	0	0.6	5689881.60201701
0159_AP39_21083_20180113_ST	5763055	6685.91666666667	0	0	1722.16666666666	3422.66805555556	4851.39732142857	3044.16712852734	617.833333333333	668	0	0	5189.09295469577	112.729166666667	0	10514.9837822727	8236.16349898344	151	1858.86041666667	12892.1654927249	0	842.725694444444	16.4722222222222	0	0	10882.1925438468	3153.48602843915	529.988095238095	256.847222222222	0	785.085185185186	0	0.2	5686620.85852421
0159_AP39_21222_20180322_ST_E21	5762275	5294.56666666667	0	0	2563.08333333333	4091.89583333333	5419.6513888889	3138.59376322751	567.75	825.333333333333	0	0	6838.90907049162	114.447222222222	0	12444.7056280007	9583.2948023834	46.611111111111	1308.94021347737	16745.5585703263	0	558.84375	3.95138888888889	0	0	12976.158618521	3452.17997685185	438.763888888889	368.736111111111	0	620.89012345679	0	0	5674872.13520549
0159_AB18_26720_20210217_ST	5698173	5537.08333333333	0	0	1899	4035.28101851851	5806.71706349206	2822.71643738977	573.444444444444	670	0	0	6177.69904224537	119.441666666667	11.1666666666667	12080.1686394033	9513.32355011758	54.8333333333333	1522.89864033857	16924.8464431016	0	665.90625	40.8819444444444	1	0	12648.9369492879	3229.17131283069	595.225529100529	361.361111111111	0	635.730864197531	0	0	5612246.16575998
0159_AP39_21221_20180301_ST_E21	5681670	4193.33333333333	0.166666666666667	0	1279.91666666666	3735.31362433863	5798.50317460318	2268.85967592592	542.444444444444	201.333333333333	206.333333333333	0	6311.28761119379	157.719444444445	0	11097.970954708	8865.49537931119	66.1666666666667	2000.7474537037	16053.4482473545	0	1536.49305555556	10.8958333333333	0	0.0555555555555556	12154.3367913482	3633.07891865079	751.674603174603	275.259259259259	0	962.945987654322	0	0	5599566.21998544
0159_AK37_71056_20190611_ST	5664896	5067.08333333333	0	0	1806.91666666666	3706.94652777777	5693.06249999999	2756.82585978836	576.361111111111	568.666666666667	0	0	6300.4137716325	173.629166666667	0	11486.6613854595	9219.1178537135	128.833333333333	1679.37210648148	15421.7710372575	0	595.449652777778	17.8472222222222	0	0	12037.1289945865	3337.22222222222	569.976851851852	317.888888888889	0.462962962962963	620.747530864197	0	0	5582813.61435373
0159_AZ03_32083_20190809_ST	5664592	8495.41666666667	0	0	1626	3677.625	4635.33303571429	2653.74607142857	571.444444444444	714.333333333333	0	0	4985.33174313823	342.693055555555	0	9911.85448645404	7988.31450188614	213.111111111111	1660.85729166667	11392.7054728836	0	853.27777777778	17.7083333333333	0	0.0555555555555556	10258.499866745	3081.01875	463.498677248677	268.111111111111	0	737.120679012345	0	0	5590043.94303493
0159_AB18_26645_20200422_ST	5656360	6998.58333333333	0	0	1958.5	3560.48561507937	5521.72118055555	2998.48400132275	543.888888888889	629.666666666667	0	0	5494.76979635141	77.6972222222222	0.333333333333333	11180.7394922717	8877.12779694542	188	1746.09201388889	14748.3433586861	0	670.951388888889	33.3611111111111	0.666666666666667	0	12070.1772667426	3033.54467592593	553	299.986111111111	0	709.774228395063	0	0	5574464.10585161
0159_AV42_66213_20191004_ST	5620699	5073	0	0	1806.08333333334	4360.90694444445	6193.15679563493	2425.66035383598	698.277777777778	449.666666666667	0	0	6360.95161086309	451.591666666667	0.833333333333333	10961.9652704598	9015.44153368728	112.444444444444	1483.08406986532	17043.3139475108	0	715.026041666667	10.3611111111111	0	0	12175.587475847	3073.45269510582	596.867857142857	355.638888888889	0	596.79737654321	0	0	5536738.89080517
0159_AV42_66129_20190414_ST	5618983	6474.83333333333	0	0	1725.83333333334	3937.83353174604	5659.74027777777	3031.5878042328	594	791	0	0	5510.63092702822	350.5125	0	11365.6292544827	9126.75127865961	230.388888888889	1590.15444958848	14728.3466710758	0	737.15625	15.4375	3.66666666666667	0	12005.4467247208	3119.7505952381	594.319444444444	326.916666666667	0	713.741666666666	0	0	5536349.32223545
0159_AB18_26415_20190218_ST	5588994	6979.45238095238	0	0	1077.41666666666	5261.02083333334	5560.57777777779	2643.83831349206	424.166666666667	723	0	0	6268.2595527447	96.3861111111113	0	11133.7894052518	9303.40763386733	56.3333333333333	1570.56493055556	16106.5876488095	0	724.322916666667	11.6527777777778	0	0	12091.4250004899	2915.01851851852	604.37037037037	331.986111111111	0.740740740740739	722.815740740742	0	0.266666666666666	5504386.59990236
0159_AB10_26756_20201027_ST	5583926	3987.45	0	0	1828.41666666666	4089.37152777778	5573.84479166667	2613.35618716932	593.611111111111	602.333333333333	0	0	6175.35092261905	307.908333333333	5.83333333333333	11455.1219498334	9269.68397143837	84.5	1473.69456018519	17139.1040343915	0	490.836805555556	28.5277777777778	0	0	12373.7517166985	2977.01608796296	590.663888888889	324.208333333333	0.0277777777777778	524.181635802469	0	0.2	5501417.00525334
0159_AB18_26425_20190206_ST	5565517	5106.16666666667	0	0	1867.16666666666	3629.11689814815	5971.35659722221	2729.6976058201	672.555555555556	619.666666666667	0	0	6064.97825190145	228.863888888889	0	11227.1837043467	9029.06815981408	117	1641.65636574074	15730.438640873	0	545.854166666667	5.32638888888888	0	0	12043.298573725	3030.81666666666	553.425925925926	308.013888888889	0	538.789351851852	0	0	5483856.55936907
0159_AA34_42333_20190117_ST	5555108	8198.41666666667	0	0	1654.75	5882.10763888889	6038.13387896825	2063.45944003527	297.916666666667	846	0	0	5765.37246238426	98.2833333333332	0	10343.4636367088	9055.93747672937	84.3333333333333	1736.50729166667	16378.4189649471	0	859.868055555558	7.81944444444444	3.33333333333333	0	11842.1394039046	2716.58163029101	601.10582010582	297.013888888889	0	942.788425925926	0	0	5469394.24920722
0159_AP39_21261_20180629_ST_E21	5554571	6721.75	0	0	1862.5	4141.35714285714	5294.91354166666	3173.8244510582	505.194444444444	719.333333333333	0	0	5917.16724702381	196.559722222222	0.333333333333333	11316.9956591711	9136.87451499118	87.5	1546.5704218107	14647.0858906526	0	834.185763888887	6.90277777777778	0	0	11929.4891975309	3137.15717592593	505.162037037037	222.458333333333	0.629629629629628	887.967438271604	0	0	5471779.08794404
0159_AP39_21021_20171021_ST	5547707	6014.66666666667	0	0.333333333333333	1910.33333333334	3818.13425925925	4915.79107142857	2969.10682980599	570.527777777778	614	0	0	5603.91602347883	52.9444444444444	0	10982.9398687673	8640.16165284796	100.277777777778	1534.9533436214	13262.9017085538	0	790.913194444445	18.5555555555556	0	0	11533.7013470691	3292.20018849206	503.201058201058	323.189814814815	0	644.365432098766	0	0.2	5469609.68531823
0159_AP39_21064_20171222_ST	5532252	9809.91666666667	0	0	1805.33333333334	3904.26736111111	4977.90704365079	3036.22513447972	510	939	0	0	4719.89309978505	126.105555555556	0	10026.9570171345	8217.12917542377	0.166666666666667	1856.26608796296	11847.6887070106	0	1014.00694444445	48.0277777777778	0	0	10768.6619972933	3115.91789021164	559.136243386243	338.819444444444	0	872.837037037037	0	0	5453757.73681662
0159_AB10_26739_20201029_ST	5519767	8993.41666666667	0	0	1402.25	6102.73611111111	5882.91562499999	1898.60741181658	188.666666666667	671.666666666667	0	0	5623.11970320767	59.0513888888889	0.333333333333333	9854.63519859641	8739.30400701793	20	1293.46736111111	14667.502281746	0	816.635416666665	11.3333333333334	0	0	11092.3597257128	2319.47060185185	588.365740740741	314.921296296296	0	947.397685185185	0	0	5438278.84377838
0159_AY44_33033_20171003_ST	5476593	6176.41666666667	0	0	1834.5	4170.29761904762	5945.00590277779	2972.14719576719	607.777777777778	759.666666666667	0	0	5532.98824776786	31.6458333333333	0.666666666666667	11049.4179137885	8939.60176740398	134.666666666667	1484.07330597643	14736.886335077	0	721.763888888889	12.5972222222222	0	0	11857.4645702339	3199.109375	580.689814814815	307.819444444444	0	787.247685185185	0	0	5394750.54943383
0159_AA34_42437_20190622_ST	5469163	5154.91666666667	0	0	1824.91666666666	4169.33217592593	5497.03680555555	2972.47465608466	580.25	486.333333333333	0	0	5889.32746279762	345.644444444445	0	11368.4631066285	9320.83996840094	91.7777777777777	1450.74969486532	15198.0404356061	0	755.336805555556	17.7152777777778	0.333333333333333	0	12173.3260196876	3240.93344907407	554.074074074074	320.805555555555	0	717.140432098764	0	0	5387033.23185809
0159_AA34_42113_20180615_ST	5463640	5381.55952380952	0	0	1961.16666666666	3541.0173611111	5677.27048611111	2971.11119708995	577.583333333333	735	0	0	5873.98098338294	173.401388888889	0	11134.1742226386	8975.55077246228	49.6666666666667	1468.50236625514	15131.9788800706	0	590.069444444445	7.36805555555556	0	0	11875.2718053106	3007.17488425926	577.046296296296	294.777777777778	0	548.033487654321	0	0	5383088.29440021
0159_AP39_21413_20180813_ST_E21	5423996	5304.25	0	0	1827.58333333334	4377.81269841271	5129.62232142856	2174.32264880952	617.638888888889	630	0	0	5984.84991650132	126.790277777778	0	10327.0295012125	8284.13202913727	54	1460.0125	15367.2244047619	0	748.404513888889	3.31944444444444	0.333333333333333	0.0555555555555556	11405.835018739	2840.00568783069	529.55291005291	248.916666666667	0.0277777777777778	780.292592592592	0	0	5345773.98797885
0159_AB18_26520_20200917_ST	5410077	4527.91666666667	0	0	1842.25	3702.35416666667	5492.69131944445	2932.26048059965	657.277777777778	589.333333333333	0	0	5987.51724867725	215.027777777778	0	11007.1052647952	8798.40359923084	173.333333333333	1380.90363005051	15241.1109713203	0	627.447916666667	14.0277777777778	0.166666666666667	0	11820.5639119814	3192.87291666667	519	312.115740740741	0	659.816512345679	0	0	5330383.50298748
0159_AB18_26722_20201204_ST	5391450	5183.16666666667	0	0	1522.83333333334	3658.64791666667	5355.3869047619	2682.02057208995	585.555555555556	721	0	0	5309.26652364418	237.836111111111	3.16666666666667	10664.9421454904	8555.70757869146	80.3333333333333	1562.0244212963	14956.7708498677	0	688.480902777777	22.3472222222222	0	0.0555555555555556	11417.3393396042	3125.35656415344	542.876984126984	317.055555555555	0	740.157098765432	0	0	5313517.67219806
0159_AB18_26715_20210225_ST	5349302	4264.25	0	0	1956.16666666666	3525.07407407407	5655.540625	2881.02380291005	638.833333333333	590.333333333333	0	0	5806.20923032408	311.111111111111	1	11200.6408299652	8807.55995694935	45.4444444444443	1444.2	15218.0383101852	0	597.03125	16.4236111111111	0	0.111111111111111	11937.9222519229	3130.09293981482	558.664351851852	343.861111111111	0	592.564814814815	0	0	5269779.90283997
0159_AB10_26088_20180508_ST	5347155	3440.91666666667	0	0	1379.75	3729.22314814815	5340.49097222223	2446.6948015873	584.833333333333	464	0	0	5669.11407862103	163.006944444445	0	10911.394551869	8798.92609691603	54	1353.98417274598	15695.8429212763	0	695.896701388889	11.0069444444444	0	0	11823.5807651927	2753.12361111111	562.986111111111	291.333333333333	0	633.973765432099	0	0	5270350.92108016
0159_AB18_26453_20190218_ST	5336450	7025.5	0	0	1487.41666666666	4158.99712301587	5344.40396825397	2557.21098985891	499.75	639.333333333333	0	0	5489.27631283069	181.094444444444	3.66666666666667	11027.0164739951	8841.94803759737	85.2222222222223	1424.1612654321	15874.9751653439	0	737.746527777778	34.8958333333333	0	0	11890.8513284924	3300.23693783069	499	259.333333333333	0	871.712037037036	0	0	5254216.25133253
