id	name	parent_id	level	external_id	ec_id	child_count	level_backup
896	jasmonoyl-amino acid conjugates biosynthesis II	102	pathway	PWY-6233		4	pathway
897	hydroxyjasmonate sulfate biosynthesis	102	pathway	PWY-6235		1	pathway
898	tuberonate glucoside biosynthesis	102	pathway	PWY-6297		1	pathway
899	jasmonic acid biosynthesis	102	pathway	PWY-735		18	pathway
899	jasmonic acid biosynthesis	147	pathway	PWY-735		18	pathway
900	KDO<sub>2</sub>-lipid A biosynthesis I	124	pathway	KDO-LIPASYN-PWY		2	pathway
901	Lipid A-core biosynthesis	124	pathway	LIPA-CORESYN-PWY		10	pathway
902	superpathway of lipopolysaccharide biosynthesis	124	pathway	LPSSYN-PWY		24	pathway
902	superpathway of lipopolysaccharide biosynthesis	437	pathway	LPSSYN-PWY		24	pathway
903	glycolipid biosynthesis	124	pathway	PWY-401		4	pathway
904	superpathway of choline biosynthesis	124	pathway	PWY-4762		12	pathway
904	superpathway of choline biosynthesis	437	pathway	PWY-4762		12	pathway
905	sphingolipid biosynthesis (plants)	124	pathway	PWY-5129		8	pathway
906	acyl-ACP thioesterase pathway	124	pathway	PWY-5142		1	pathway
907	fatty acid activation	124	pathway	PWY-5143		1	pathway
908	acyl-CoA hydrolysis	124	pathway	PWY-5148		1	pathway
909	wax esters biosynthesis I	124	pathway	PWY-5884		1	pathway
910	wax esters biosynthesis II	124	pathway	PWY-5885		1	pathway
911	dolichol and dolichyl phosphate biosynthesis	124	pathway	PWY-6129		2	pathway
912	stigma estolide biosynthesis	124	pathway	PWY-6453		2	pathway
913	glycolipid desaturation	124	pathway	PWY-782		28	pathway
914	biotin-carboxyl carrier protein assembly	124	pathway	PWY0-1264		3	pathway
915	sphingomyelin metabolism	124	pathway	PWY3DJ-11281		2	pathway
916	ceramide biosynthesis	124	pathway	PWY3DJ-12		2	pathway
917	sulfolipid biosynthesis	124	pathway	PWYQT-4427		1	pathway
918	sophorosyloxydocosanoate biosynthesis	124	pathway	SOPHOROSYLOXYDOCOSANOATE-SYN-PWY		4	pathway
919	sphingolipid metabolism	124	pathway	SPHINGOLIPID-SYN-PWY		11	pathway
919	sphingolipid metabolism	341	pathway	SPHINGOLIPID-SYN-PWY		11	pathway
920	triacylglycerol biosynthesis	124	pathway	TRIGLSYN-PWY		5	pathway
921	choline biosynthesis I	105	pathway	PWY-3385		6	pathway
922	choline biosynthesis II	105	pathway	PWY-3542		3	pathway
923	choline biosynthesis III	105	pathway	PWY-3561		3	pathway
924	fatty acid elongation -- saturated	115	pathway	FASYN-ELONG-PWY		5	pathway
925	superpathway of fatty acid biosynthesis initiation (E. coli)	115	pathway	FASYN-INITIAL-PWY		9	pathway
925	superpathway of fatty acid biosynthesis initiation (E. coli)	437	pathway	FASYN-INITIAL-PWY		9	pathway
926	fatty acid biosynthesis initiation I	115	pathway	PWY-4381		3	pathway
927	very long chain fatty acid biosynthesis	115	pathway	PWY-5080		4	pathway
928	superpathway of fatty acid biosynthesis II (plant)	115	pathway	PWY-5156		39	pathway
928	superpathway of fatty acid biosynthesis II (plant)	437	pathway	PWY-5156		39	pathway
929	fatty acid biosynthesis initiation III	115	pathway	PWY-5965		2	pathway
930	fatty acid biosynthesis initiation II	115	pathway	PWY-5966		2	pathway
931	fatty acids biosynthesis (yeast)	115	pathway	PWY-5970		1	pathway
932	<i>cis</i>-vaccenate biosynthesis	115	pathway	PWY-5973		4	pathway
933	&alpha;-linolenate biosynthesis	115	pathway	PWY-5997		1	pathway
934	superpathway of mycolate biosynthesis	115	pathway	PWY-6113		193	pathway
934	superpathway of mycolate biosynthesis	437	pathway	PWY-6113		193	pathway
935	superpathway of unsaturated fatty acids biosynthesis (<i>E. coli</i>)	115	pathway	PWY-6284		18	pathway
935	superpathway of unsaturated fatty acids biosynthesis (<i>E. coli</i>)	437	pathway	PWY-6284		18	pathway
936	superpathway of fatty acids biosynthesis (<i>E. coli</i>)	115	pathway	PWY-6285		50	pathway
936	superpathway of fatty acids biosynthesis (<i>E. coli</i>)	437	pathway	PWY-6285		50	pathway
937	&omega;-hydroxylation of caprate and laurate	115	pathway	PWY-6465		3	pathway
938	&omega;- hydroxylation of laurate	115	pathway	PWY-6468		3	pathway
939	<i>cis</i>-dodecenoyl biosynthesis	115	pathway	PWY0-862		5	pathway
940	superpathway of fatty acid biosynthesis I (E. coli)	115	pathway	PWY0-881		19	pathway
940	superpathway of fatty acid biosynthesis I (E. coli)	437	pathway	PWY0-881		19	pathway
941	mycolate biosynthesis	115	pathway	PWYG-321		152	pathway
942	&gamma;-linolenate biosynthesis I (plants)	106	pathway	PWY-5998		1	pathway
943	&gamma;-linolenate biosynthesis II (animals)	106	pathway	PWY-6000		2	pathway
944	linoleate biosynthesis I (plants)	107	pathway	PWY-5995		2	pathway
945	linoleate biosynthesis II (animals)	107	pathway	PWY-6001		2	pathway
946	oleate biosynthesis I (plants)	108	pathway	PWY-5147		2	pathway
947	oleate biosynthesis II (animals)	108	pathway	PWY-5996		2	pathway
948	ricinoleate biosynthesis	108	pathway	PWY-6429		1	pathway
949	hydroxylated fatty acid biosynthesis (plants)	108	level 2	PWY-6433		0	level 2
950	palmitate biosynthesis II (bacteria and plants)	109	pathway	PWY-5971		29	pathway
951	palmitate biosynthesis I (animals)	109	pathway	PWY-5994		29	pathway
952	palmitoleate biosynthesis II	110	pathway	PWY-5366		2	pathway
953	palmitoleate biosynthesis I	110	pathway	PWY-6282		9	pathway
954	stearate biosynthesis I (animals)	111	pathway	PWY-5972		6	pathway
955	stearate biosynthesis II (plants)	111	pathway	PWY-5989		5	pathway
956	arachidonate and eicosapentaenoate biosynthesis	114	pathway	PWY-5353		1	pathway
957	&Delta;5-eicosenoate biosynthesis	114	level 2	PWY-5361		0	level 2
958	&Delta;6-hexadecenoate biosynthesis	114	pathway	PWY-5362		1	pathway
959	petroselinate biosynthesis	114	pathway	PWY-5367		5	pathway
960	crepenynic acid biosynthesis	114	pathway	PWY-6013		1	pathway
961	vernolic acid biosynthesis	114	pathway	PWY-6014		1	pathway
962	dimorphecolate biosynthesis	112	level 2	PWY-5368		0	level 2
963	calendate biosynthesis	112	level 2	PWY-5373		0	level 2
964	punicic acid biosynthesis	112	level 2	PWY-5374		0	level 2
965	&alpha;-eleostearic acid biosynthesis	112	level 2	PWY-5375		0	level 2
966	cyclopropane and cyclopropene fatty acid biosynthesis	113	pathway	PWY-4942		1	pathway
967	cyclopropane fatty acid (CFA) biosynthesis	113	pathway	PWY0-541		1	pathway
968	phospholipid biosynthesis I	122	pathway	PHOSLIPSYN-PWY		13	pathway
968	phospholipid biosynthesis I	437	pathway	PHOSLIPSYN-PWY		13	pathway
969	phospholipid biosynthesis II	122	pathway	PHOSLIPSYN2-PWY		46	pathway
969	phospholipid biosynthesis II	437	pathway	PHOSLIPSYN2-PWY		46	pathway
970	archaetidylserine and archaetidylethanolamine biosynthesis	122	pathway	PWY-6141		4	pathway
970	archaetidylserine and archaetidylethanolamine biosynthesis	437	pathway	PWY-6141		4	pathway
971	CDP-archaeol biosynthesis	122	pathway	PWY-6349		4	pathway
972	archaetidylinositol biosynthesis	122	pathway	PWY-6350		4	pathway
972	archaetidylinositol biosynthesis	437	pathway	PWY-6350		4	pathway
973	3-phosphoinositide biosynthesis	122	pathway	PWY-6352		8	pathway
974	D-<i>myo</i>-inositol-5-phosphate metabolism	204	pathway	PWY-6367		4	pathway
974	D-<i>myo</i>-inositol-5-phosphate metabolism	122	pathway	PWY-6367		4	pathway
975	superpathway of inositol phosphate compounds	204	pathway	PWY-6371		42	pathway
975	superpathway of inositol phosphate compounds	122	pathway	PWY-6371		42	pathway
975	superpathway of inositol phosphate compounds	437	pathway	PWY-6371		42	pathway
976	phospholipid desaturation	122	pathway	PWY-762		20	pathway
977	cardiolipin biosynthesis II	117	pathway	PWY-5269		2	pathway
978	cardiolipin biosynthesis I	117	pathway	PWY-5668		3	pathway
979	CDP-diacylglycerol biosynthesis I	118	pathway	PWY-5667		4	pathway
980	CDP-diacylglycerol biosynthesis III	118	pathway	PWY-5981		4	pathway
981	CDP-diacylglycerol biosynthesis II	118	pathway	PWY0-1319		4	pathway
982	phosphatidylcholine biosynthesis I	119	pathway	PWY3O-450		3	pathway
983	phosphatidylcholine biosynthesis II	119	pathway	PWY4FS-2		5	pathway
984	phosphatidylcholine biosynthesis III	119	pathway	PWY4FS-3		5	pathway
985	phosphatidylcholine biosynthesis IV	119	pathway	PWY4FS-4		5	pathway
986	phosphatidylethanolamine biosynthesis I	120	pathway	PWY-5669		2	pathway
987	phosphatidylethanolamine biosynthesis III	120	pathway	PWY-6273		1	pathway
988	phosphatidylethanolamine biosynthesis II	120	pathway	PWY4FS-6		3	pathway
989	phosphatidylglycerol biosynthesis I (plastidic)	121	pathway	PWY4FS-7		6	pathway
989	phosphatidylglycerol biosynthesis I (plastidic)	437	pathway	PWY4FS-7		6	pathway
990	phosphatidylglycerol biosynthesis II (non-plastidic)	121	pathway	PWY4FS-8		6	pathway
990	phosphatidylglycerol biosynthesis II (non-plastidic)	437	pathway	PWY4FS-8		6	pathway
991	superpathway of ergosterol biosynthesis	123	pathway	ERGOSTEROL-SYN-PWY		28	pathway
991	superpathway of ergosterol biosynthesis	437	pathway	ERGOSTEROL-SYN-PWY		28	pathway
992	plant sterol biosynthesis	217	pathway	PWY-2541		22	pathway
992	plant sterol biosynthesis	123	pathway	PWY-2541		22	pathway
992	plant sterol biosynthesis	437	pathway	PWY-2541		22	pathway
993	cardenolide biosynthesis	123	pathway	PWY-6032		4	pathway
994	cardenolide glucosides biosynthesis	123	level 2	PWY-6036		0	level 2
995	bile acid biosynthesis, neutral pathway	123	pathway	PWY-6061		26	pathway
996	zymosterol biosynthesis	123	pathway	PWY-6074		12	pathway
997	ergosterol biosynthesis	123	pathway	PWY-6075		2	pathway
997	ergosterol biosynthesis	437	pathway	PWY-6075		2	pathway
998	lanosterol biosynthesis	123	pathway	PWY-6132		1	pathway
999	sitosterol biosynthesis	123	pathway	PWY-6424		1	pathway
1000	cholesterol biosynthesis II (via 24,25-dihydrolanosterol)	123	pathway	PWY66-3		22	pathway
1000	cholesterol biosynthesis II (via 24,25-dihydrolanosterol)	437	pathway	PWY66-3		22	pathway
1001	cholesterol biosynthesis I	123	pathway	PWY66-341		22	pathway
1001	cholesterol biosynthesis I	437	pathway	PWY66-341		22	pathway
1002	cholesterol biosynthesis III (via desmosterol)	123	pathway	PWY66-4		22	pathway
1002	cholesterol biosynthesis III (via desmosterol)	437	pathway	PWY66-4		22	pathway
1003	superpathway of cholesterol biosynthesis	123	pathway	PWY66-5		76	pathway
1003	superpathway of cholesterol biosynthesis	437	pathway	PWY66-5		76	pathway
1004	ppGpp biosynthesis	125	pathway	PPGPPMET-PWY		6	pathway
1005	L-carnitine biosynthesis	125	pathway	PWY-6100		3	pathway
1006	creatine-phosphate biosynthesis	145	pathway	PWY-6158		1	pathway
1006	creatine-phosphate biosynthesis	125	pathway	PWY-6158		1	pathway
1007	Rapoport-Luebering glycolytic shunt	125	pathway	PWY-6405		3	pathway
1008	5-aminoimidazole ribonucleotide biosynthesis I	126	pathway	PWY-6121		5	pathway
1009	5-aminoimidazole ribonucleotide biosynthesis II	126	pathway	PWY-6122		5	pathway
1010	superpathway of 5-aminoimidazole ribonucleotide biosynthesis	126	pathway	PWY-6277		15	pathway
1010	superpathway of 5-aminoimidazole ribonucleotide biosynthesis	437	pathway	PWY-6277		15	pathway
1011	inosine-5'-phosphate biosynthesis I	128	pathway	PWY-6123		6	pathway
1012	inosine-5'-phosphate biosynthesis II	128	pathway	PWY-6124		5	pathway
1013	purine nucleotides <i>de novo</i> biosynthesis I	129	pathway	DENOVOPURINE2-PWY		26	pathway
1013	purine nucleotides <i>de novo</i> biosynthesis I	437	pathway	DENOVOPURINE2-PWY		26	pathway
1014	guanosine nucleotides <i>de novo</i> biosynthesis	129	pathway	PWY-6125		8	pathway
1015	adenosine nucleotides <i>de novo</i> biosynthesis	129	pathway	PWY-6126		7	pathway
1016	purine nucleotides <i>de novo</i> biosynthesis II	129	pathway	PWY-841		14	pathway
1016	purine nucleotides <i>de novo</i> biosynthesis II	437	pathway	PWY-841		14	pathway
1017	purine and pyrimidine metabolism	130	pathway	P1-PWY		17	pathway
1017	purine and pyrimidine metabolism	133	pathway	P1-PWY		17	pathway
1018	salvage pathways of purine nucleosides I	130	pathway	P121-PWY		13	pathway
1019	salvage pathways of purine nucleosides II (plant)	130	pathway	PWY-5043		20	pathway
1020	guanine and guanosine salvage	130	pathway	PWY-6579		3	pathway
1021	salvage pathways of adenine, hypoxanthine, and their nucleosides	130	pathway	SALVADEHYPOX-PWY		8	pathway
1022	salvage pathways of guanine, xanthine, and their nucleosides	130	pathway	SALVPURINE2-PWY		6	pathway
1023	uridine-5'-phosphate biosynthesis	133	pathway	PWY-5686		6	pathway
1024	pyrimidine ribonucleotides interconversion	133	pathway	PWY-5687		4	pathway
1025	pyrimidine ribonucleotides <i>de novo</i> biosynthesis	133	pathway	PWY0-162		10	pathway
1025	pyrimidine ribonucleotides <i>de novo</i> biosynthesis	437	pathway	PWY0-162		10	pathway
1026	salvage pathways of pyrimidine ribonucleotides	133	pathway	PWY0-163		8	pathway
1027	salvage pathways of pyrimidine deoxyribonucleotides	133	pathway	PWY0-181		4	pathway
1028	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II	132	pathway	PWY-6545		12	pathway
1029	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I	132	pathway	PWY0-166		11	pathway
1030	2-methylbutyrate biosynthesis	139	pathway	PWY-5109		5	pathway
1031	methylthiopropionate biosynthesis	139	pathway	PWY-5389		1	pathway
1032	glucosylglycerate biosynthesis	139	level 2	PWY-5662		0	level 2
1033	epoxysqualene biosynthesis	217	pathway	PWY-5670		3	pathway
1033	epoxysqualene biosynthesis	139	pathway	PWY-5670		3	pathway
1034	isoprene biosynthesis	139	pathway	PWY-6270		10	pathway
1034	isoprene biosynthesis	437	pathway	PWY-6270		10	pathway
1035	L-dopachrome biosynthesis	139	pathway	PWY-6481		1	pathway
1036	eumelanin biosynthesis	139	pathway	PWY-6498		1	pathway
1037	polyhydroxybutyrate biosynthesis	139	pathway	PWY1-3		3	pathway
1038	autoinducer AI-2 biosynthesis I	135	pathway	PWY-6153		3	pathway
1039	autoinducer AI-2 biosynthesis II (<i>Vibrio</i>)	135	pathway	PWY-6154		3	pathway
1040	autoinducer AI-1 biosynthesis	135	pathway	PWY-6157		1	pathway
1041	dimethylsulfoniopropionate biosynthesis III (algae)	136	pathway	PWY-6053		1	pathway
1042	dimethylsulfoniopropionate biosynthesis I (Wollastonia)	136	pathway	PWY-6054		2	pathway
1043	dimethylsulfoniopropionate biosynthesis II (Spartina)	136	pathway	PWY-6055		2	pathway
1044	mannosylglycerate biosynthesis I	137	pathway	PWY-5656		2	pathway
1044	mannosylglycerate biosynthesis I	437	pathway	PWY-5656		2	pathway
1045	mannosylglycerate biosynthesis II	137	level 2	PWY-5658		0	level 2
1045	mannosylglycerate biosynthesis II	437	level 2	PWY-5658		0	level 2
1046	PRPP biosynthesis II	138	pathway	PWY0-661		1	pathway
1047	PRPP biosynthesis I	138	pathway	PWY0-662		1	pathway
1048	superpathway of arginine and polyamine biosynthesis	145	pathway	ARG+POLYAMINE-SYN		15	pathway
1048	superpathway of arginine and polyamine biosynthesis	437	pathway	ARG+POLYAMINE-SYN		15	pathway
1049	spermine biosynthesis	145	pathway	ARGSPECAT-PWY		2	pathway
1050	glycine degradation (creatine biosynthesis)	145	pathway	GLYCGREAT-PWY		2	pathway
1050	glycine degradation (creatine biosynthesis)	248	pathway	GLYCGREAT-PWY		2	pathway
1051	ectoine biosynthesis	145	pathway	P101-PWY		5	pathway
1052	superpathway of polyamine biosynthesis II	145	pathway	POLYAMINSYN3-PWY		7	pathway
1052	superpathway of polyamine biosynthesis II	437	pathway	POLYAMINSYN3-PWY		7	pathway
1053	superpathway of polyamine biosynthesis I	145	pathway	POLYAMSYN-PWY		6	pathway
1053	superpathway of polyamine biosynthesis I	437	pathway	POLYAMSYN-PWY		6	pathway
1054	urate biosynthesis	145	pathway	PWY-5695		4	pathway
1055	homospermidine biosynthesis	145	pathway	PWY-5907		1	pathway
1056	histamine biosynthesis	145	pathway	PWY-6173		1	pathway
1057	serinol biosynthesis	145	pathway	PWY-6456		2	pathway
1058	norspermidine biosynthesis	145	pathway	PWY-6562		5	pathway
1059	superpathway of polyamine biosynthesis III	145	pathway	PWY-6565		8	pathway
1059	superpathway of polyamine biosynthesis III	437	pathway	PWY-6565		8	pathway
1060	aminopropylcadaverine biosynthesis	145	pathway	PWY0-1303		1	pathway
1061	arginine degradation III (arginine decarboxylase/agmatinase pathway)	145	pathway	PWY0-823		2	pathway
1061	arginine degradation III (arginine decarboxylase/agmatinase pathway)	242	pathway	PWY0-823		2	pathway
1062	trypanothione biosynthesis	145	pathway	TRYPANOSYN-PWY		1	pathway
1063	ureide biosynthesis	145	pathway	URSIN-PWY		6	pathway
1063	ureide biosynthesis	437	pathway	URSIN-PWY		6	pathway
1064	glycine betaine biosynthesis I (Gram-negative bacteria)	140	pathway	BETSYN-PWY		2	pathway
1065	choline degradation I	140	pathway	CHOLINE-BETAINE-ANA-PWY		2	pathway
1065	choline degradation I	233	pathway	CHOLINE-BETAINE-ANA-PWY		2	pathway
1066	glycine betaine biosynthesis IV (from glycine)	140	pathway	P541-PWY		4	pathway
1067	choline-<i>O</i>-sulfate degradation	140	pathway	P542-PWY		3	pathway
1067	choline-<i>O</i>-sulfate degradation	233	pathway	P542-PWY		3	pathway
1067	choline-<i>O</i>-sulfate degradation	437	pathway	P542-PWY		3	pathway
1068	glycine betaine biosynthesis II (Gram-positive bacteria)	140	pathway	PWY-3722		2	pathway
1069	&beta;-alanine betaine biosynthesis	140	pathway	PWY-4021		3	pathway
1069	&beta;-alanine betaine biosynthesis	265	pathway	PWY-4021		3	pathway
1070	glycine betaine biosynthesis V (from glycine)	140	pathway	PWY-6004		3	pathway
1071	glycine betaine biosynthesis III (plants)	140	pathway	PWY1F-353		2	pathway
1072	putrescine biosynthesis I	141	pathway	PWY-40		2	pathway
1073	putrescine biosynthesis II	141	pathway	PWY-43		3	pathway
1074	putrescine biosynthesis III	141	pathway	PWY-46		1	pathway
1075	putrescine biosynthesis IV	141	pathway	PWY-6305		4	pathway
1076	spermidine biosynthesis I	142	pathway	BSUBPOLYAMSYN-PWY		2	pathway
1077	spermidine biosynthesis II	142	pathway	PWY-6559		3	pathway
1078	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II	144	pathway	UDPNACETYLGALSYN-PWY		4	pathway
1079	DIBOA / DIMBOA biosynthesis	221	level 2	PWY-4161		0	level 2
1080	benzoxazinoid glucosides biosynthesis	221	level 2	PWY-4401		0	level 2
1081	phenylethanol biosynthesis	221	pathway	PWY-5751		3	pathway
1082	hypoglycin biosynthesis	221	pathway	PWY-5826		8	pathway
1083	staphyloxanthin biosynthesis	221	pathway	PWY-5875		1	pathway
1084	tuberculosinol biosynthesis	221	pathway	PWY-5935		1	pathway
1085	(1'<i>S</i>,5'<i>S</i>)-averufin biosynthesis	221	level 2	PWY-5954		0	level 2
1086	versicolorin B biosynthesis	221	level 2	PWY-5955		0	level 2
1087	sterigmatocystin biosynthesis	221	pathway	PWY-5956		1	pathway
1088	aflatoxins B<sub>1</sub> and G<sub>1</sub> biosynthesis	221	pathway	PWY-5959		1	pathway
1089	aflatoxins B<sub>2</sub> and G<sub>2</sub> biosynthesis	221	pathway	PWY-5960		2	pathway
1090	superpathway of aflatoxin biosynthesis	221	pathway	PWY-5961		4	pathway
1090	superpathway of aflatoxin biosynthesis	437	pathway	PWY-5961		4	pathway
1091	furaneol biosynthesis	221	pathway	PWY-5975		1	pathway
1092	3-amino-5-hydroxybenzoate biosynthesis	221	pathway	PWY-5979		1	pathway
1093	indican biosynthesis	221	pathway	PWY-6068		1	pathway
1094	indigo biosynthesis	221	level 2	PWY-6069		0	level 2
1095	isopenicillin N biosynthesis	146	pathway	PWY-5629		2	pathway
1096	penicillin K biosynthesis	146	pathway	PWY-5630		1	pathway
1097	deacetylcephalosporin C biosynthesis	146	pathway	PWY-5631		3	pathway
1098	cephalosporin C biosynthesis	146	pathway	PWY-5632		1	pathway
1099	cephamycin C biosynthesis	146	pathway	PWY-5633		1	pathway
1100	superpathway of penicillin, cephalosporin and cephamycin biosynthesis	146	pathway	PWY-5634		8	pathway
1100	superpathway of penicillin, cephalosporin and cephamycin biosynthesis	437	pathway	PWY-5634		8	pathway
1101	clavulanate biosynthesis	146	pathway	PWY-5679		6	pathway
1102	(5<i>R</i>)-carbapenem biosynthesis	146	pathway	PWY-5737		1	pathway
1103	fosfomycin biosynthesis	146	pathway	PWY-5757		2	pathway
1104	phenazine-1-carboxylate biosynthesis	146	pathway	PWY-5770		1	pathway
1105	2-hydroxyphenazine biosynthesis	146	level 2	PWY-5776		0	level 2
1106	validamycin A biosynthesis	146	level 2	PWY-5818		0	level 2
1107	albaflavenone biosynthesis	146	pathway	PWY-5887		5	pathway
1108	puromycin biosynthesis	146	pathway	PWY-5929		1	pathway
1109	terpentecin biosynthesis	146	pathway	PWY-5930		2	pathway
1110	streptomycin biosynthesis	146	pathway	PWY-5940		12	pathway
1111	rifamycin B biosynthesis	146	level 2	PWY-5984		0	level 2
1112	superpathway of rifamycin B biosynthesis	146	pathway	PWY-5993		1	pathway
1112	superpathway of rifamycin B biosynthesis	437	pathway	PWY-5993		1	pathway
1113	gramicidin S biosynthesis	146	level 2	PWY-6003		0	level 2
1114	phosphinothricin tripeptide biosynthesis	146	pathway	PWY-6322		6	pathway
1115	rebeccamycin biosynthesis	146	pathway	PWY-6324		6	pathway
1116	K-252 biosynthesis	146	level 2	PWY-6345		0	level 2
1117	staurosporine biosynthesis	146	pathway	PWY-6346		1	pathway
1118	3-methylarginine biosynthesis	146	level 2	PWY-6511		0	level 2
1119	actinorhodin biosynthesis	146	pathway	PWY1A0-6325		6	pathway
1120	divinyl ether biosynthesis I (9-LOX)	147	pathway	PWY-5406		2	pathway
1121	9-LOX and 9-AOS pathway	147	pathway	PWY-5407		2	pathway
1122	9-LOX and 9-HPL pathway	147	pathway	PWY-5408		2	pathway
1123	divinyl ether biosynthesis II (13-LOX)	147	pathway	PWY-5409		1	pathway
1124	13-LOX and 13-HPL pathway	147	pathway	PWY-5410		2	pathway
1125	superpathway of lipoxygenase	147	pathway	PWY-5433		27	pathway
1125	superpathway of lipoxygenase	437	pathway	PWY-5433		27	pathway
1126	tryptophan degradation VI (via tryptamine)	161	pathway	PWY-3181		3	pathway
1126	tryptophan degradation VI (via tryptamine)	167	pathway	PWY-3181		3	pathway
1126	tryptophan degradation VI (via tryptamine)	262	pathway	PWY-3181		3	pathway
1127	hydroxycinnamic acid serotonin amides biosynthesis	167	pathway	PWY-5473		2	pathway
1128	hydroxycinnamic acid tyramine amides biosynthesis	167	pathway	PWY-5474		5	pathway
1129	spermidine hydroxycinnamic acid conjugates biosynthesis	167	pathway	PWY-6442		7	pathway
1130	hordatine biosynthesis	167	pathway	PWY-6448		1	pathway
1131	N-methyl-&Delta;<sup>1</sup>-pyrrolinium cation biosynthesis	161	pathway	PWY-5315		2	pathway
1132	steroidal glycoalkaloid biosynthesis	161	pathway	PWY-5666		4	pathway
1133	capsaicin biosynthesis	161	pathway	PWY-5710		3	pathway
1134	&gamma;-coniciene and coniine biosynthesis	161	level 2	PWY-5748		0	level 2
1135	ephedrine biosynthesis	161	pathway	PWY-5883		1	pathway
1136	acridone alkaloid biosynthesis	161	pathway	PWY-5958		4	pathway
1137	capsiconiate biosynthesis	161	pathway	PWY-6027		2	pathway
1138	fumigaclavine C biosynthesis	161	level 2	PWY-6479		0	level 2
1139	ergot alkaloid biosynthesis	161	pathway	PWY-6503		1	pathway
1139	ergot alkaloid biosynthesis	437	pathway	PWY-6503		1	pathway
1140	betalamic acid biosynthesis	148	pathway	PWY-5394		3	pathway
1141	betacyanin biosynthesis	148	pathway	PWY-5399		4	pathway
1142	amaranthin biosynthesis	148	pathway	PWY-5400		3	pathway
1143	betaxanthin biosynthesis (via dopamine)	148	pathway	PWY-5403		1	pathway
1144	betaxanthin biosynthesis (via dopaxanthin)	148	pathway	PWY-5404		2	pathway
1145	superpathway of betalain biosynthesis	148	pathway	PWY-5405		16	pathway
1145	superpathway of betalain biosynthesis	437	pathway	PWY-5405		16	pathway
1146	betaxanthin biosynthesis	148	pathway	PWY-5426		2	pathway
1147	betacyanin biosynthesis (via dopamine)	148	pathway	PWY-5439		1	pathway
1148	secologanin and strictosidine biosynthesis	149	pathway	PWY-5290		13	pathway
1148	secologanin and strictosidine biosynthesis	159	pathway	PWY-5290		13	pathway
1149	vindoline and vinblastine biosynthesis	149	pathway	PWY-5292		5	pathway
1149	vindoline and vinblastine biosynthesis	159	pathway	PWY-5292		5	pathway
1150	ajmaline and sarpagine biosynthesis	149	pathway	PWY-5301		11	pathway
1150	ajmaline and sarpagine biosynthesis	159	pathway	PWY-5301		11	pathway
1151	gramine biosynthesis	149	pathway	PWY-5467		2	pathway
1152	beta-carboline biosynthesis	149	pathway	PWY-5877		1	pathway
1153	agroclavine biosynthesis	149	pathway	PWY-6493		1	pathway
1154	ergotamine biosynthesis	149	level 2	PWY-6495		0	level 2
1155	(S)-reticuline biosynthesis I	150	pathway	PWY-3581		9	pathway
1156	berberine biosynthesis	150	pathway	PWY-3901		4	pathway
1157	morphine biosynthesis	150	pathway	PWY-5270		10	pathway
1158	sanguinarine and macarpine biosynthesis	150	pathway	PWY-5287		13	pathway
1159	palmatine biosynthesis	150	pathway	PWY-5470		2	pathway
1160	laudanine biosynthesis	150	level 2	PWY-5471		0	level 2
1161	bisbenzylisoquinoline alkaloid biosynthesis	150	pathway	PWY-5472		2	pathway
1162	magnoflorine biosynthesis	150	pathway	PWY-5876		2	pathway
1163	(S)-reticuline biosynthesis II	150	pathway	PWY-6133		2	pathway
1164	dehydroscoulerine biosynthesis	150	pathway	PWY-6337		2	pathway
1165	theobromine biosynthesis I	154	pathway	PWY-5039		3	pathway
1166	theobromine biosynthesis II (via xanthine)	154	level 2	PWY-5040		0	level 2
1167	caffeine biosynthesis I	153	pathway	PWY-5037		4	pathway
1168	caffeine biosynthesis II (via paraxanthine)	153	pathway	PWY-5038		3	pathway
1169	trigonelline biosynthesis	155	pathway	PWY-5110		1	pathway
1169	trigonelline biosynthesis	166	pathway	PWY-5110		1	pathway
1170	nicotine biosynthesis	155	level 2	PWY-5316		0	level 2
1171	piperine biosynthesis	155	pathway	PWY-5752		1	pathway
1172	cinchona alkaloids biosynthesis	157	level 2	PWY-5848		0	level 2
1173	camptothecin biosynthesis	157	pathway	PWY-6326		3	pathway
1174	lupanine biosynthesis	158	pathway	PWY-5468		1	pathway
1175	hyoscyamine and scopolamine biosynthesis	160	pathway	PWY-5317		4	pathway
1176	calystegine biosynthesis	160	pathway	PWY-5318		1	pathway
1177	cocaine biosynthesis	160	level 2	PWY-5843		0	level 2
1178	colchicine biosynthesis	160	level 2	PWY-5846		0	level 2
1179	N-glucosylnicotinate metabolism	165	pathway	PWY-5388		1	pathway
1180	linamarin biosynthesis	163	pathway	PWY-3022		5	pathway
1181	lotaustralin biosynthesis	163	pathway	PWY-5990		5	pathway
1182	dhurrin biosynthesis	163	pathway	PWY-861		5	pathway
1183	glucosinolate biosynthesis from homomethionine	164	pathway	PWY-1187		3	pathway
1184	glucosinolate biosynthesis from phenylalanine	164	pathway	PWY-2821		4	pathway
1185	glucosinolate biosynthesis from tryptophan	164	pathway	PWY-601		3	pathway
1186	aliphatic glucosinolate biosynthesis, side chain elongation cycle	164	pathway	PWYQT-4450		15	pathway
