#query_id	ref_id	ref_start	ref_bp_aligned	query_coverage	query_identity
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:14844:15740	hmp2011120623S_195	1304	240	96.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:10029:15952	ncbibact2012011723S_2401	2525	162	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:15010:16040	ncbibact2012011723S_3604	1041	130	51.79	99.23
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:15010:16040	slr108_6359	614	127	50.60	96.85
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:14281:16046	hmp2011120623S_265	1301	207	84.15	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:23425:16051	slr108_4548	934	177	78.32	97.74
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:23858:16087	slr108_18704	891	80	50.31	97.50
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:17354:16098	hmp2011120623S_543	1359	238	95.97	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:20538:16105	ncbibact2012011723S_1887	930	219	87.60	99.54
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:2141:16167	slr108_4548	907	49	38.58	97.96
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:6436:16615	slr108_12963	1065	79	47.31	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:2250:16976	slr108_4086	803	250	100.00	95.60
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:28164:17250	rdp1028_366882	514	148	64.91	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:14571:17364	hmp2011120623S_543	1316	251	100.00	99.60
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:13513:17413	hmp2011120623S_587	272	99	55.31	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:9416:17559	slr108_4842	183	212	89.83	98.11
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:3211:17833	hmp2011120623S_432	353	77	49.04	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:25700:17969	slr108_18756	178	115	59.28	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:17222:17998	hmp2011120623S_435	1616	153	73.56	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:11954:18297	ncbibact2012011723S_3351	114	134	60.91	95.52
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:11954:18297	ncbibact2012011723S_3351	72	82	37.27	95.12
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:3874:18431	slr108_1101	10	122	60.70	94.26
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:2811:18551	slr108_18759	358	96	58.54	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:2811:18551	hmp2011120623S_566	346	68	41.46	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:8080:18871	hmp2011120623S_436	399	65	69.15	98.46
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:5514:19027	ncbibact2012011723S_2121	1581	251	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:10274:19244	ncbibact2012011723S_2401	1649	181	75.73	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:12207:19359	hmp2011120623S_543	1423	251	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:22200:19376	rdp1028_847902	66	118	59.90	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:10553:19381	slr108_4548	2030	172	73.50	95.35
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:6871:19408	slr108_12106	1341	180	76.92	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:9686:19493	gg20110531_66773	1180	109	64.50	98.17
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:9686:19493	gg20110531_2613	1269	65	38.46	98.46
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:12408:19802	hmp2011120623S_671	1591	177	77.29	99.44
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:19583:19832	slr108_4745	538	153	64.02	97.39
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:8234:19837	slr108_4863	1249	138	77.09	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:7239:20102	hmp2011120623S_465	44	219	89.75	99.09
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:9013:20117	hmp2011120623S_587	685	114	56.72	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:13163:20354	slr108_3719	2846	174	77.23	98.28
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:25196:20685	slr108_248	359	96	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:6403:20735	hmp2011120623S_429	1251	164	65.86	98.78
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:14700:21346	slr108_342	405	37	28.91	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:19055:21555	ncbibact2012011723S_286	442	116	59.79	98.28
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:15440:22073	hmp2011120623S_411	869	250	100.00	99.20
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:21400:22345	hmp2011120623S_131	1001	82	50.31	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:25159:22565	hmp2011120623S_681	266	140	63.35	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:27143:23098	hmp2011120623S_144	601	87	60.42	98.85
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:20890:23190	ncbibact2012011723S_3272	1698	68	46.26	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:13715:23221	ncbibact2012011723S_3527	835	50	39.37	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:14877:23492	slr108_147	1383	164	75.23	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:11910:24675	hmp2011120623S_404	1563	202	83.47	99.01
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:15849:24820	hmp2011120623S_406	519	58	42.03	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:12071:25216	slr108_18759	317	137	83.54	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:22958:25400	hmp2011120623S_671	1549	219	87.25	99.54
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:15350:25675	gg20110531_481412	96	169	82.04	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:19274:26217	rdp1028_1292866	82	50	39.68	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:12414:26318	slr108_14442	319	77	49.68	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:12337:26550	hmp2011120623S_682	1524	236	94.40	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:7678:26758	ncbibact2012011723S_1887	914	188	81.74	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:18940:26772	rdp1028_553615	214	111	68.94	98.20
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:13135:26772	hmp2011120623S_545	369	96	70.07	98.96
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:21850:26941	slr108_2203	2806	78	49.37	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:17652:27203	slr108_358	930	62	42.76	98.39
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:18114:27395	hmp2011120623S_545	263	251	100.00	99.60
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:20279:27413	slr108_15940	883	135	77.14	99.26
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:13133:27566	rdp1028_366882	1223	196	78.09	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:13133:27566	rdp1028_366882	1257	49	19.52	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:16271:27872	slr108_14430	152	206	84.08	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:16035:28026	slr108_6043	959	236	94.78	97.88
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:12149:28138	ncbibact2012011723S_1984	249	250	100.00	94.80
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:12848:28228	slr108_6738	1562	53	38.41	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:12928:28627	ssr108_471889	40	46	27.38	97.83
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:19856:28678	ssr108_248612	1339	112	67.47	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1106:14902:28869	hmp2011120623S_671	1541	250	100.00	99.60
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:10928:2764	slr108_15332	470	127	58.80	88.98
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:19174:3037	rdp1028_546320	554	178	82.41	99.44
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:13020:3105	hmp2011120623S_435	1679	85	50.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:20623:3200	rdp1028_748500	132	117	47.95	95.73
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:20623:3200	rdp1028_747579	138	133	54.51	90.30
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:17059:3925	slr108_12427	1395	189	81.12	95.24
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:15014:3974	slr108_18759	341	86	47.78	97.67
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:15181:4070	gg20110531_285496	602	93	53.76	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:21585:5191	rdp1028_1307295	310	154	78.97	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:25417:5471	ssr108_494225	880	242	100.00	98.35
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:9384:5902	slr108_18759	379	87	52.10	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:23893:6349	hmp2011120623S_404	1374	157	66.81	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:20163:6652	ncbibact2012011723S_286	239	154	71.96	93.51
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:20163:6652	ncbibact2012011723S_306	237	56	26.17	96.43
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:8398:7550	slr108_4739	19	115	58.38	99.13
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:6100:7742	slr108_1157	1263	175	100.00	98.86
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:17124:7753	ncbibact2012011723S_1557	1022	252	100.00	93.25
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:7827:7754	slr108_3719	1150	183	72.91	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:7827:7754	slr108_3719	1329	68	27.09	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:24501:8126	hmp2011120623S_607	1648	123	61.50	97.56
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:10698:8212	gg20110531_200426	785	251	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:14454:8280	ncbibact2012011723S_3604	884	221	88.40	95.95
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:4350:8282	ncbibact2012011723S_2659	1979	124	72.51	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:16858:8399	hmp2011120623S_652	2304	149	65.35	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:21499:8498	ncbibact2012011723S_2230	1417	60	42.86	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:6492:8644	slr108_18	1103	78	49.68	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:26678:8727	ncbibact2012011723S_286	419	140	74.87	97.86
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:5656:8797	slr108_74	839	87	46.77	96.55
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:20853:8940	ssr108_226466	1104	219	87.60	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:18103:8985	slr108_15332	383	146	64.89	94.52
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:24228:9071	slr108_4840	425	79	49.69	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:21497:9241	slr108_12563	2001	71	43.56	98.59
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:14989:9470	rdp1028_1650749	758	0	0.00	0
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:14989:9470	gg20110531_149883	1276	32	12.90	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:23738:9654	slr108_898	1326	57	41.30	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:27495:9707	ncbibact2012011723S_483	1789	88	52.38	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:22929:10056	slr108_18317	246	232	91.53	93.10
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:15272:10674	ncbibact2012011723S_3711	164	229	91.60	95.20
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:27165:10752	rdp1028_1297817	673	126	80.25	99.21
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:16829:10883	ssr108_218062	1127	131	62.09	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:17600:10891	slr108_4548	2120	82	48.24	95.12
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:21275:11048	hmp2011120623S_671	1561	207	82.80	99.52
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:13361:11093	slr108_14393	932	86	35.98	89.53
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:19804:11467	hmp2011120623S_228	748	107	65.64	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:19804:11467	hmp2011120623S_228	785	83	50.92	86.75
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:19602:11554	slr108_3903	772	95	49.22	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:21855:11707	ncbibact2012011723S_1210	2393	178	78.76	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:2938:12456	hmp2011120623S_543	1431	231	93.15	99.57
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:20519:12583	ncbibact2012011723S_3278	1297	115	59.28	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:24456:12843	ncbibact2012011723S_814	284	104	80.62	95.19
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:12008:13002	hmp2011120623S_671	1941	154	62.10	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:8653:13191	ncbibact2012011723S_1282	1491	138	55.87	94.93
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:8653:13191	ncbibact2012011723S_1283	1521	46	18.62	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:22722:13210	slr108_6111	1011	209	84.62	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:21405:13659	slr108_18316	246	170	76.58	96.47
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:3663:13700	hmp2011120623S_652	1672	160	72.40	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:14429:13858	rdp1028_8507	572	67	44.97	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:4111:13890	ncbibact2012011723S_483	1935	86	52.12	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:13414:13943	hmp2011120623S_623	1684	78	48.75	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:12186:14131	ncbibact2012011723S_2230	395	170	68.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:12186:14131	slr108_5783	407	35	14.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:3255:14851	gg20110531_200227	236	251	100.00	99.20
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:18338:14974	slr108_6043	672	251	100.00	96.41
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:26943:15029	slr108_14430	168	130	62.20	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:10654:15277	hmp2011120623S_429	1216	215	87.04	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:25566:15297	slr108_9171	1849	134	62.91	99.25
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:21414:15352	ncbibact2012011723S_2111	12	81	48.21	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:14260:15447	ncbibact2012011723S_3364	1769	125	60.68	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:24181:15496	slr108_12315	1293	153	80.95	96.73
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:3148:15561	ssr108_226466	1022	250	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:9903:15614	hmp2011120623S_684	1530	89	52.35	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:24143:16109	slr108_18851	1776	51	39.23	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:19672:16628	gg20110531_153575	616	166	67.21	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:19672:16628	gg20110531_103189	598	86	34.82	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:6691:16714	hmp2011120623S_264	1239	78	49.06	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:15796:16977	hmp2011120623S_671	1578	190	81.20	99.47
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:8957:17112	rdp1028_1651576	199	131	72.78	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:27238:17351	ncbibact2012011723S_761	2195	180	74.07	98.89
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:26295:17360	slr108_8826	157	79	53.74	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:11471:17596	hmp2011120623S_671	1530	242	96.80	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:27000:17608	slr108_3719	980	193	81.78	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:7823:17714	slr108_4804	1278	106	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:27541:17715	slr108_7338	54	53	37.86	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:7315:17953	gg20110531_148318	1237	93	51.96	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:20477:17959	hmp2011120623S_652	1388	145	75.13	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:21184:18453	ssr108_343547	282	67	41.36	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:3401:18546	slr108_3466	451	125	65.45	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:16288:18637	slr108_3941	907	162	65.59	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:24521:18868	slr108_15940	1709	124	65.26	91.94
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:16015:18948	hmp2011120623S_406	205	87	40.99	89.01
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:23148:18980	slr108_4863	974	145	65.32	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:7149:19032	ssr108_238571	346	101	50.50	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:8624:19182	ncbibact2012011723S_286	376	134	70.90	94.78
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:3311:19299	slr108_4473	169	175	69.72	97.14
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:3311:19299	hmp2011120623S_432	568	82	32.67	98.78
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:11069:19375	slr108_1156	12	181	72.29	86.74
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:10704:19689	ssr108_86804	1276	84	38.01	98.81
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:10704:19689	ssr108_86804	1311	64	28.96	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:25125:19704	slr108_4597	1349	86	51.50	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:24349:20108	slr108_18271	1048	170	75.89	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:16296:20190	slr108_6121	1565	126	61.76	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:7890:20424	slr108_12375	1365	111	57.81	99.10
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:15067:20631	hmp2011120623S_453	1550	152	63.87	99.34
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:15796:21397	rdp1028_1315826	399	106	56.68	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:21059:21846	slr108_522	914	178	78.76	99.44
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:6513:22176	slr108_4863	1259	128	62.14	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:25463:22595	hmp2011120623S_435	1620	74	47.44	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:25021:22941	ncbibact2012011723S_464	1018	112	58.33	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:21292:22996	ncbibact2012011723S_3084	72	42	34.15	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:18149:23043	slr108_4745	410	116	72.50	99.14
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:14997:23133	ncbibact2012011723S_1484	1320	112	66.27	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:15963:23627	slr108_6043	256	87	53.70	98.85
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:17903:23747	slr108_11416	781	67	43.79	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:20094:23907	rdp1028_1544637	80	68	45.33	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:24288:23984	gg20110531_113330	357	248	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:19565:24097	slr108_6047	1531	227	90.80	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:6416:24104	gg20110531_508491	609	125	72.25	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:24689:24132	gg20110531_620663	3	243	96.81	99.59
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:16926:24631	gg20110531_125540	147	172	68.53	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:13147:24779	hmp2011120623S_556	2276	121	60.20	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:18566:25003	slr108_3719	1579	127	70.56	99.21
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:20213:25244	slr108_12573	39	89	47.09	95.51
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:24111:25377	ncbibact2012011723S_2401	1503	242	96.80	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:18711:25491	rdp1028_800776	620	95	65.52	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:9851:26120	slr108_12605	975	86	60.14	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:21333:26177	ssr108_40838	1275	122	48.80	95.90
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:21333:26177	ncbibact2012011723S_3364	1536	63	25.20	96.83
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:8054:26309	gg20110531_25905	295	150	81.52	99.33
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:14192:26374	hmp2011120623S_558	2582	246	100.00	99.59
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:19029:26405	slr108_7159	297	182	79.82	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:16043:26758	ncbibact2012011723S_3604	884	236	94.02	95.78
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:14478:28235	gg20110531_163727	318	201	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1107:12794:28743	hmp2011120623S_404	1245	240	100.00	99.58
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1108:13018:2260	hmp2011120623S_583	2014	108	58.38	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1108:19739:2414	ncbibact2012011723S_2869	1264	116	57.71	95.69
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1108:10189:3043	ncbibact2012011723S_1599	1098	154	65.53	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1108:17222:3420	rdp1028_1149399	1	251	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1108:22732:3486	ncbibact2012011723S_1877	1946	173	69.20	98.27
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1108:15035:3719	ssr108_226446	1150	127	62.56	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1108:11487:4109	slr108_6471	241	111	57.22	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1108:18217:4422	hmp2011120623S_287	1638	250	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1108:8087:4607	slr108_18759	353	110	57.89	96.36
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1108:8087:4607	slr108_1965	278	87	45.79	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1108:23095:4921	ncbibact2012011723S_2798	2517	240	96.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1108:11860:5295	ncbibact2012011723S_633	1279	142	71.36	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1108:13880:5537	ssr108_80530	897	99	55.31	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1108:7367:6540	slr108_6	3395	139	65.57	98.56
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1108:20561:6557	gg20110531_148207	54	112	58.64	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1108:24426:6587	rdp1028_1307590	139	149	65.35	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1108:18227:6669	slr108_12021	2285	89	52.35	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1108:12831:6950	gg20110531_154898	247	208	83.20	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1108:14174:8127	slr108_12620	32	94	38.37	98.94
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1108:14174:8127	slr108_15332	427	107	43.67	95.33
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1108:19979:8481	ssr108_51974	1431	111	58.12	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1108:4522:8511	ncbibact2012011723S_1877	2074	227	90.44	98.24
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1108:27779:8729	hmp2011120623S_429	927	250	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1108:10267:8805	gg20110531_130558	45	114	58.76	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1108:6152:9352	hmp2011120623S_526	387	172	71.07	99.42
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1108:6152:9352	hmp2011120623S_144	295	74	30.58	98.65
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1108:11455:9533	slr108_6047	1283	156	72.56	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1108:9475:9637	hmp2011120623S_228	1245	189	77.46	94.71
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1108:13808:9753	slr108_3343	1237	156	66.95	100.00
