SampleID	L.threonine.biosynthesis	HOMOSERDEAM-RXN	L.homoserine.biosynthesis	L.methionine.biosynthesis.III	L.isoleucine.biosynthesis.I..from.threonine.	lactose.and.galactose.degradation.I	L.cysteine.degradation.II	LCYSDESULF-RXN	L.lyxose.degradation	malate.L.aspartate.shuttle.pathway	maltose.degradation	D.mannose.degradation.I	mannitol.degradation.I	menaquinol.8.biosynthesis	METBALT-RXN	L.methionine.degradation.I..to.L.homocysteine.	METHIONINE-GAMMA-LYASE-RXN	MONOPHENOL-MONOOXYGENASE-RXN	nitrogen.fixation.I..ferredoxin.	NAD.phosphorylation.and.transhydrogenation	lipid.IV.sub.A..sub..biosynthesis...i.E..coli..i..	methylerythritol.phosphate.pathway.I	pentose.phosphate.pathway..non.oxidative.branch..I	nopaline.degradation	X.i.O..i..antigen.building.blocks.biosynthesis...i.E..coli..i..	octopine.degradation	L.ornithine.degradation.I..L.proline.biosynthesis.	superpathway.of.ornithine.degradation	pentose.phosphate.pathway..oxidative.branch..I	adenine.and.adenosine.salvage.I	pyruvate.fermentation.to.acetate.I	formaldehyde.assimilation.III..dihydroxyacetone.cycle.	pentose.phosphate.pathway..partial.	hydrogen.oxidation.I..aerobic.	L.sorbose.degradation	incomplete.reductive.TCA.cycle	choline..i.O..i..sulfate.degradation	phosphopantothenate.biosynthesis.I	peptidoglycan.monomer.biosynthesis.I...I.meso..I..diaminopimelate.containing.	X2.aminoethylphosphonate.degradation.I	ppGpp.metabolism	propanoyl.CoA.degradation.I	L.proline.biosynthesis.I..from.L.glutamate.	L.proline.degradation.I	putrescine.degradation.I	cellulose.biosynthesis	glycolysis.IV	taurine.degradation.I	CMP.3.deoxy.D..I.manno..I..octulosonate.biosynthesis	formate.assimilation.into.5.10.methylenetetrahydrofolate	formaldehyde.assimilation.II..assimilatory.RuMP.Cycle.
0251_6036_20230512_ST	-6.39604248981238	-4.72993050722999	-8.83368651148656	-5.93429609665967	-16.0305584863492	-14.2551554284145	-4.72993050722999	-4.72993050722999	-15.801817773536	-6.81611694369867	-7.84034694737705	-6.21246320936415	-3.85110448034451	-3.99770667131478	-4.72993050722999	-9.0055199473997	-4.72993050722999	-2.81207009435287	-3.3286998903562	-6.66635462336533	-22.3129159539952	-26.5734134052064	-13.2708819012361	-4.17379793037046	-3.13240524521224	-4.17379793037046	-4.19392622448953	-3.39564667998682	-11.3453025320557	-6.96738461902932	-2.39144476555905	-37.2499699661745	-6.24550533522909	-2.94334900899219	-6.80352781639064	-22.7984973458358	-3.62972988602018	-13.457647983339	-6.11080676133163	-12.0528402618161	-13.7390232910065	-10.7311858537487	-9.94390199127415	-7.431141912191	-7.80352781639064	-3.27070794337852	-32.1729531902054	-4.02737781785974	-15.2638279573229	-10.1914876677112	-28.1596659389741
0251_6037_20230615_ST	-6.38324428072441	-4.83335381451439	-8.51476874081437	-5.70682093962647	-16.2580305970877	-15.2392572985836	-4.83335381451439	-4.83335381451439	-16.7925937135031	-6.38788918577017	-8.61164463942741	-6.45328214733216	-3.96520170102591	-3.34977774813997	-4.83335381451439	-8.47624319987439	-4.83335381451439	-3.31198918725057	-3.56726169235387	-7.29567429397049	-22.6677158621908	-25.3618386782483	-13.4996251298368	-4.36442502149307	-3.24504239761996	-4.36442502149307	-4.20632471231059	-4.1712520085824	-11.2801811501918	-6.68891918143415	-2.44286616342353	-38.4292984414588	-6.18464568067087	-3.96520170102591	-7.06146243215791	-22.9559254308854	-3.31198918725057	-13.5541305214219	-6.1836719258192	-11.5714513085666	-13.5131433426774	-10.4930750571552	-9.28774814139671	-7.65379800571926	-8.73658337603571	-3.72216365233962	-31.3472290562456	-4.56726169235387	-15.9468274746816	-9.36457548205085	-28.2233957165435
0251_6040_20230719_ST	-6.91809574240074	-4.6735626777645	-8.7190453406712	-5.67078048594874	-16.0733622187609	-16.084048577164	-4.6735626777645	-4.6735626777645	-15.5639889518117	-6.64339468545911	-7.90370200713859	-7.01175411459416	-3.71077296792138	-3.61386295491332	-4.6735626777645	-8.85751183083712	-4.6735626777645	-3.27144027409111	-3.78945887949408	-7.92669591416266	-21.6462934418835	-25.7800423116363	-13.4470560698683	-4.52947995376766	-3.13674170019366	-4.52947995376766	-4.31283295924934	-4.13674170019366	-10.9428636831505	-6.98221324201249	-2.38726304970596	-37.6196558623856	-6.20160139308119	-4.31283295924934	-7.15217894843411	-22.1536009064667	-3.1667049235711	-14.1898793579102	-6.32900072823714	-11.3821963769807	-14.1175300476112	-10.0101892260845	-9.80615912655541	-8.05163465077095	-9.28964966253939	-4.01180296358536	-32.1443481838177	-4.31283295924934	-15.1209980685023	-9.82740446723867	-27.2136611025669
0251_6042_20230703_ST	-6.95209492913553	-4.7395434919059	-8.85384053449437	-6.1830233366038	-16.304406950627	-15.4394164279911	-4.7395434919059	-4.7395434919059	-16.4187637236419	-7.08003917588355	-7.88301400999223	-7.41449292703448	-3.62806521746962	-3.32703522180564	-4.7395434919059	-8.30189944603652	-4.7395434919059	-3.50312648086132	-3.8041564765253	-7.4586126698331	-23.1194443177881	-26.3602862566124	-14.2098925234422	-4.41694580437406	-3.20209648519734	-4.41694580437406	-3.94793840629226	-4.16297680884718	-10.7592569158006	-7.55716043060321	-2.36680234867712	-38.2850575050279	-6.09642959207172	-3.70724646351724	-7.03428168532288	-22.222301419714	-3.17576754647499	-13.9546200183389	-6.22136832868002	-11.8787013418654	-14.6723155775148	-10.0188942263063	-9.99749608160508	-7.09642959207172	-8.84652372903635	-4.40621646785326	-31.5759119110256	-3.9290952131336	-16.4207458887571	-9.75386188391384	-28.3493480588625
0251_6044_20230713_ST	-6.66702889111175	-4.62896337174903	-8.76987271204195	-6.01381637733641	-16.0915941752359	-14.747883200018	-4.62896337174903	-4.62896337174903	-16.3830480661904	-6.92230139621506	-7.41041803523618	-6.49093763205607	-4.4126956916035	-3.93557443688384	-4.62896337174903	-8.62613022377482	-4.62896337174903	-3.56759765158924	-3.56759765158924	-7.78399869804877	-22.4707791177343	-27.2148880180469	-13.775287425543	-4.58318443588898	-3.07027301078129	-4.58318443588898	-4.07369541390347	-3.85712174271198	-10.3248031730501	-7.01921140922311	-2.43231351974986	-37.9043395974457	-6.57314533273388	-3.56759765158924	-7.08182062869373	-22.1024442821202	-3.56759765158924	-13.357287622942	-6.2021420928091	-11.0315985148981	-13.4758511728856	-10.2603634695216	-9.33665599984508	-7.32024140488709	-8.67735932541114	-4.4126956916035	-31.8463241652113	-3.71372568726748	-14.9975702526387	-9.87730438493722	-28.3985808904209
0251_6045_20230713_ST	-6.9845800163775	-4.80102231551071	-8.87517801905955	-6.28561001204149	-16.2315093358022	-15.066921878978	-4.80102231551071	-4.80102231551071	-16.8500137418424	-6.56012187513046	-7.14487700824995	-6.63779253015285	-4.05745689243626	-3.51338884808598	-4.80102231551071	-8.89544954524299	-4.80102231551071	-3.18239562904456	-3.51338884808598	-7.87672038236807	-21.5989836332366	-26.209389828765	-13.9022132431244	-4.43475804316847	-3.01606420727803	-4.43475804316847	-4.01623523375142	-4.05745689243626	-10.3060833382246	-7.16067127543319	-2.43680041261663	-38.9259870683643	-6.33136750260216	-4.35848688810024	-6.86878465920907	-22.5935894340425	-3.03626759336632	-13.9533657655718	-6.09372448580257	-11.6283026329585	-13.3855057488505	-10.0141967220005	-9.64980419341968	-7.41594378053649	-8.44121319772402	-4.05175047642796	-32.5928956057658	-3.75420407103995	-15.3862842550876	-9.88688369369697	-28.526155574701
0251_6046_20230703_ST	-6.64983998235252	-4.81605560769605	-8.56848042936026	-5.54990049879085	-15.7112011775449	-16.2959026010704	-4.81605560769605	-4.81605560769605	-14.4092851468925	-6.94369139338938	-7.94763509015672	-7.7512976231113	-4.51502561203207	-4.33893435297638	-4.81605560769605	-8.96351115047122	-4.81605560769605	-3.81605560769605	-4.0379043573124	-6.65347426700762	-24.673029144184	-25.7683259112698	-12.8529826461252	-4.80378436001275	-2.85226778035049	-4.80378436001275	-4.21399561636809	-4.51502561203207	-10.0265628962183	-6.67980320572997	-2.69111687108775	-38.0465672056768	-6.00762285287865	-4.51502561203207	-7.00394814717592	-23.2196960781647	-3.73687436164842	-14.6464674509297	-5.96186536231797	-11.202654155274	-14.6493252147511	-11.4350797709045	-9.4717251337093	-7.75704995200039	-8.33904967924497	-3.9129656207041	-32.0279376045482	-4.42136187717892	-17.420274395042	-9.72145591059554	-26.8989006967522
0251_6048_20231130_ST	-6.57526203546447	-4.55183841044515	-9.0049992978532	-5.87629203112845	-15.5703096530387	-15.1279536486728	-4.55183841044515	-4.55183841044515	-16.3535389467822	-7.25520001986488	-7.69741661254946	-6.7435279570082	-4.2458579920072	-3.94482799634322	-4.55183841044515	-9.24558231183959	-4.55183841044515	-3.76873673728754	-3.40075995199294	-7.64661794400014	-23.2594015825329	-25.9149954182489	-13.3601826776309	-4.30505250176334	-3.16667674595957	-4.30505250176334	-3.54688798767118	-4.09059340785796	-11.056332738646	-6.71356473363075	-2.42140672197058	-38.459002847162	-6.19068598835042	-4.57072889552778	-7.19614888405192	-23.9774139353647	-3.20446530684897	-13.3645474830333	-6.01604479568996	-11.5614827169659	-14.1718569621582	-10.4496726922234	-8.78333146658227	-7.88965599268643	-9.09015386586875	-4.2458579920072	-32.5750063952373	-3.92393672085554	-15.6032207263172	-9.47210755614981	-27.3573264895684
0251_6049_20231111_ST	-6.01478973678871	-4.90527879826096	-9.12154708056767	-6.01478973678871	-16.6618569997746	-15.1796377093979	-4.90527879826096	-4.90527879826096	-15.8341994151402	-6.89555887261795	-8.7012053725758	-6.91787972378065	-3.73017146710571	-3.78655784014882	-4.90527879826096	-8.55727565012911	-4.90527879826096	-2.85687987056237	-3.54005731392263	-7.92015737561989	-20.3869913236896	-26.3327987148191	-14.2699116657997	-4.6165381732491	-3.45893986189033	-4.6165381732491	-4.04702592581133	-4.40478236272092	-9.52564608833069	-6.36181206452969	-2.62430725555423	-38.4576745182941	-6.5074673441085	-3.59714315497955	-7.61092136736733	-23.3556255757335	-3.45893986189033	-13.6177461486561	-6.31581973245269	-11.3238275821378	-13.1671844906727	-10.3098890664032	-9.77475959434302	-6.91787972378065	-7.67360013937821	-3.45893986189033	-31.3583338477326	-4.0208364565074	-15.197248749448	-8.89969833095132	-29.1222730223722
0251_6052_20231204_ST	-6.69264563805219	-4.70741149073741	-8.41365819938718	-7.13780787554318	-16.4786636268791	-15.8625561229834	-4.70741149073741	-4.70741149073741	-15.5265685803875	-6.73057779110091	-8.65954324452795	-7.04207322044305	-4.41547416810924	-3.46123165866991	-4.70741149073741	-8.9084842857435	-4.70741149073741	-3.13672056715641	-3.93835291338957	-7.66696729903538	-21.3030993027218	-25.7403721772338	-13.4005862123363	-4.48438773578044	-3.03526292639763	-4.48438773578044	-4.16549328729354	-4.23618714342185	-10.0532979059732	-6.82234816445655	-2.55116089825076	-37.8908370592256	-6.16070248314435	-4.41547416810924	-6.93569786789992	-22.6299187550786	-2.93835291338957	-13.5715680656135	-6.25807673401799	-10.5388523282298	-14.2499614601163	-10.1493388082612	-9.55545159004923	-7.03160778676489	-8.54569246160171	-3.85367028092999	-31.4834251769105	-5.59103812804165	-15.6796254393974	-9.55445740156035	-27.1622545170784
0251_6055_20231220_ST	-6.50214693575545	-4.73678295970212	-8.61333141890202	-5.8795247855126	-16.264354560887	-16.0725529886308	-4.73678295970212	-4.73678295970212	-16.4241989812039	-6.50782406864714	-7.625209667365	-6.94877886832722	-4.15472820744016	-3.55266821611219	-4.73678295970212	-8.51595494565228	-4.73678295970212	-3.42772947950389	-3.59045677700159	-7.47016102436038	-20.9469030062376	-25.6116827215251	-13.3204640867587	-4.63184946215982	-2.91584611852502	-4.63184946215982	-4.15472820744016	-4.30312253827772	-10.5511561127943	-6.92924517316871	-2.43273450011617	-38.4499491775546	-6.09815784759726	-3.85369821177617	-7.21642405693546	-22.6889031338227	-3.14048776832555	-13.2524898725346	-6.02066087563334	-11.092603712757	-13.5685653019495	-10.0662446136484	-9.39066992706924	-7.79757305390143	-8.66564937728263	-4.33081946649584	-32.1407660867217	-4.15472820744016	-14.6646703203213	-9.59090708818479	-27.6501421233849
0251_6059_20240229_ST	-6.81200105067951	-4.54900783005192	-8.77755532938808	-6.32888943227066	-16.1514814722442	-15.2083333257265	-4.54900783005192	-4.54900783005192	-15.3108619009026	-6.44402426538491	-7.85642019046792	-6.5020162123626	-4.48518177138738	-3.67226841474452	-4.54900783005192	-8.05185869103968	-4.54900783005192	-3.16296247665346	-4.48518177138738	-7.93033368207837	-21.3311242093592	-26.5152925640554	-12.6678995660314	-4.62595102150584	-3.02278377348842	-4.62595102150584	-4.48518177138738	-3.71322078664715	-10.5013028047228	-7.16418356879087	-2.58028598353217	-37.9101606600444	-5.94917424370482	-3.78621176705136	-7.33689508719517	-21.6759168163986	-3.3090905123317	-13.623750846228	-6.23317090007002	-10.6817588691809	-13.820461711715	-9.60967243989791	-9.63291963538799	-7.79427228371907	-8.82112987263529	-4.48518177138738	-32.2622335611004	-3.69284419479422	-15.3844245847822	-10.0830936127528	-27.2616019554697
0251_6063_20240316_ST	-6.63338171278422	-4.65968760997515	-8.57629241416693	-5.73564684274105	-16.0599490710624	-15.1023056096693	-4.65968760997515	-4.65968760997515	-16.6647192735943	-6.68773937510681	-8.16486062982647	-6.65971065150657	-4.40885940167156	-3.93191531708125	-4.65968760997515	-8.93873401606673	-4.65968760997515	-3.32985532575328	-4.23294531274523	-7.64123704127036	-22.6652781166484	-27.1741094291281	-15.2157779073461	-4.53397530840921	-3.191552627587	-4.53397530840921	-4.16477714235858	-3.75582405802556	-10.1724966608458	-7.38670937944283	-2.43017158745325	-39.2031577643067	-7.35194727318362	-3.75582405802556	-7.21804255261258	-22.7400620461151	-3.1537640666976	-15.1324407015273	-6.25637561094782	-11.5527079025574	-13.9830611743135	-9.74879398092451	-9.57735816803159	-6.86383063416249	-8.40874684019847	-3.53397530840921	-31.4849720412099	-4.23294531274523	-15.989042247817	-11.4683870168574	-29.7609845023036
0251_6064_20240404_ST	-7.19174708238473	-4.74089856522677	-9.01796768080311	-5.90026240462698	-16.0649975474227	-15.146140950303	-4.74089856522677	-4.74089856522677	-15.0866423832445	-6.79380707371269	-7.86835655465703	-6.77532366801868	-3.6746774678732	-3.62352494542582	-4.74089856522677	-9.14149600763302	-4.74089856522677	-3.13060942352292	-3.49858620881752	-6.87223368102674	-23.1855960699198	-26.5981852354033	-13.2673461073338	-4.53375089498679	-3.16279410689432	-4.53375089498679	-4.27673745920116	-4.57776745486514	-9.69987860910848	-6.91002224191613	-2.49378732593575	-37.7017435903666	-6.27017368969877	-3.97570746353718	-6.61771581465701	-22.9947200839065	-3.13060942352292	-13.4714660899897	-6.09863005839381	-11.5079930828696	-13.7806139758759	-10.0564259326223	-9.97287988117222	-7.599232408963	-8.25483155371828	-3.49858620881752	-31.9500169164511	-4.22559476382459	-15.629828582085	-9.6486546037407	-27.8596295063767
0251_6065_20240312_ST	-6.83545936803698	-4.63809935673921	-8.94348247333019	-5.38624520147042	-15.8702700628829	-14.7141851602233	-4.63809935673921	-4.63809935673921	-15.4492587483102	-6.69827058143586	-7.61171957350825	-6.43200269203109	-4.37953663988479	-3.66754633951152	-4.63809935673921	-8.69727437785439	-4.63809935673921	-3.66754633951152	-3.8436375985672	-7.38624520147042	-22.6100528124697	-26.0346304767884	-14.5217655255882	-4.14178941169138	-2.78293975821359	-4.14178941169138	-4.05359809682782	-3.7799007519192	-10.2756402905983	-7.59036518412634	-2.17385598335866	-39.2242201128709	-7.01058158750953	-4.14466759423118	-7.13607058892105	-22.1579447213578	-3.66754633951152	-14.4994891308771	-6.40284446328988	-11.8013835942947	-13.4228075389191	-10.2566943205453	-10.4340027826935	-8.28933518846236	-8.81618476147384	-3.78069363505629	-31.7214894458875	-3.8436375985672	-16.3535970164687	-11.6210894260507	-29.8648817064644
0251_6066_20240314_ST	-6.70063173729962	-4.27898211686544	-9.61946240638243	-5.97363300936336	-15.5205447485972	-15.4983771285124	-4.27898211686544	-4.27898211686544	-15.4242503457364	-6.71286619371663	-8.55796423373089	-7.66002479659256	-3.67692212553748	-3.67692212553748	-4.27898211686544	-8.96634738828195	-4.27898211686544	-3.3758921298735	-3.56541503162248	-7.2569342380669	-23.0596063862898	-26.6997920975893	-13.2864869443013	-4.55709318758991	-2.83182408552322	-4.55709318758991	-4.03167588885516	-3.97795212120146	-10.9796138541651	-7.69617670491108	-2.29671088382587	-37.5346443043574	-6.60372172429156	-4.2820576997929	-6.89520640204931	-22.0661260745399	-3.19980087081782	-13.8964857951265	-6.65487424673894	-11.9476413050973	-12.963028871068	-9.94485174790585	-9.95158513056482	-6.55796423373089	-8.91748634201512	-3.97795212120146	-32.5823212606272	-3.97795212120146	-15.5668047290739	-10.0530427713236	-28.3562082899123
0251_6067_20240312_ST	-6.92382368464446	-4.64169036167384	-8.7759895153342	-5.6125745237988	-16.1835651300485	-14.9132021206941	-4.64169036167384	-4.64169036167384	-15.4374211626215	-6.73193815840555	-7.43685749525477	-7.40094493936413	-3.91003712355305	-3.91003712355305	-4.64169036167384	-9.49966244928088	-4.64169036167384	-3.25682460977771	-3.43291586883339	-7.21801425577814	-22.7317159147512	-25.659770556362	-13.4863336298677	-4.21106711921703	-3.06493908353879	-4.21106711921703	-4.23919182644161	-4.21106711921703	-10.3109820629172	-7.42213423843406	-2.37643451288094	-37.6764246512833	-6.44441063314521	-4.21106711921703	-7.12110424277008	-22.6023931298205	-3.30797713222509	-14.4640572351565	-6.07774196474895	-12.6332013576511	-13.4432500538254	-9.98695239101388	-10.1738088698919	-7.51904425144212	-8.30194248134887	-3.51209711488101	-31.2147462442032	-3.91003712355305	-15.1910559630928	-9.8100532978404	-28.3271677536066
0251_6069_20240301_ST	-7.51293136294499	-4.38599890131748	-9.12252902127246	-6.17225062589638	-16.5080090793674	-15.5634864686832	-4.38599890131748	-4.38599890131748	-16.2358294962272	-6.28952192155215	-8.43317945065628	-6.82712392365319	-3.95168265598054	-3.84373096511209	-4.38599890131748	-8.45146912019636	-4.38599890131748	-3.04785094776802	-3.66763970605641	-7.63010339226816	-21.9029857703108	-27.0292213406732	-14.2630734976474	-4.7148114079647	-3.24167097378413	-4.7148114079647	-4.08150164246279	-3.98692906722249	-10.2089736006024	-7.5113706711685	-2.53552238482099	-38.1363902889923	-6.45067283081489	-3.66763970605641	-7.19261190854409	-21.8565595730176	-3.24167097378413	-15.323771338001	-6.49018137209857	-11.9607288697257	-13.4109516741062	-9.30022362785122	-10.576950385897	-6.80879654256366	-8.6333089783098	-4.14476096077607	-32.3537976326477	-4.14476096077607	-15.8008925927206	-10.0540716406166	-28.658713775262
0251_6071_20240630_ST	-6.72858586689541	-4.49997401741949	-8.65149060446388	-6.18053344155354	-16.0374140928991	-16.2460750954432	-4.49997401741949	-4.49997401741949	-16.2248857963733	-6.65174583666268	-8.82200755205764	-7.1687950382823	-4.08439751914115	-3.40015077162584	-4.49997401741949	-8.16746207891814	-4.49997401741949	-3.23929947912689	-3.71642073384655	-7.1623539872034	-21.6496487674206	-25.7204367484832	-13.4412544167221	-4.58246318622489	-3.23929947912689	-4.58246318622489	-3.95945878253285	-4.22950706103857	-10.1582170441926	-6.94119395977685	-2.48597181246828	-38.8313118314309	-6.0585795584947	-3.26048877819683	-6.89016736946137	-21.9618071770989	-3.01745072951054	-13.5562336863057	-6.14737601454056	-11.6633670225125	-14.6959996899093	-10.0438265034317	-9.08695985016625	-7.07381952505144	-8.30207428294293	-4.56151877386081	-32.0384050039706	-4.28339637559386	-15.3797877563591	-9.87298131571184	-28.0903712143201
0251_6072_20240717_ST	-7.07298856870311	-4.70372115992702	-8.52027262530015	-5.62987051516263	-16.7325498051512	-15.2006397731576	-4.70372115992702	-4.70372115992702	-16.4646366213739	-6.39629495907824	-7.80538232852608	-6.58007304680022	-3.92556990954338	-3.70372115992702	-4.70372115992702	-8.38465795602811	-4.70372115992702	-2.95553313292082	-4.10166116859906	-6.85113981908675	-20.1246334684074	-27.078527011713	-14.2952141226302	-4.004751155591	-3.08047186952912	-4.004751155591	-4.18947923562011	-3.92556990954338	-10.0777397242941	-7.5043523328621	-2.38219176920141	-38.4789991958716	-6.09189178543213	-3.17224224288476	-6.7670408907188	-21.1368383306336	-3.21235946609275	-13.9653423877031	-6.01934111828352	-11.3787697199581	-13.0300677173397	-9.41482680953515	-9.41652318776178	-6.6292910694704	-8.32826107380641	-3.80063117293508	-31.6373604978902	-4.40269116426304	-14.7120394754627	-10.0637328396255	-28.2649735362879
0251_6074_20240613_ST	-6.15140839330701	-4.35159352123738	-8.608942249148	-5.47229855316447	-15.9044471938016	-16.0174146891232	-4.35159352123738	-4.35159352123738	-16.0473191083717	-6.27138371038376	-7.78989765026165	-6.58577766760572	-3.78023215399734	-3.5436617608284	-4.35159352123738	-8.80459079896893	-4.35159352123738	-2.96180515558872	-3.58505444598663	-6.62356622849512	-21.20233601014	-26.5310207526509	-13.7706098163997	-4.58505444598663	-3.43892641030839	-4.58505444598663	-4.32670746082864	-3.5436617608284	-9.82840943277014	-7.45410554833845	-2.5785884037374	-36.4550728753546	-6.20256091575439	-4.28402445032265	-6.86619320807178	-21.4281712363119	-3.02875194521934	-14.2118185152287	-6.24582960591137	-10.8096947528281	-13.6235968451952	-9.74081083730887	-9.56877212226439	-7.0873235216568	-7.48886765459767	-3.43892641030839	-31.429862940931	-3.68196445899468	-15.5797953005233	-10.7913755106143	-28.5465214637348
0251_6075_20240717_ST	-6.44449315337942	-4.45118752505671	-8.96183375267938	-5.71485432927695	-15.7006786840458	-16.2248211980565	-4.45118752505671	-4.45118752505671	-15.9759730044486	-6.69825506745749	-8.19339308771492	-6.95543177941559	-3.97406627033704	-3.37200627900908	-4.45118752505671	-8.36642236929831	-4.45118752505671	-3.49694501561738	-3.45118752505671	-7.75624701443518	-23.247732662581	-25.1521923487207	-13.9561915281031	-4.45118752505671	-3.0709762833451	-4.45118752505671	-4.45118752505671	-4.15015752939273	-10.7760707753329	-6.92010381707385	-2.48115074843415	-38.317882140417	-6.43402771970126	-4.15015752939273	-7.12212066220325	-22.3847368485003	-3.54809753806476	-14.1235088628512	-6.07082519811766	-11.7883052317499	-14.1515375864515	-10.3804347215704	-9.36109742736208	-8.12422379972977	-8.63337326064177	-4.00503895197592	-31.9435021282397	-3.84912753372874	-15.3575920688846	-9.81668862624116	-28.5049415431346
0251_6078_20240702_ST	-6.53954177421985	-4.65303452878887	-8.63760836442786	-5.92411782133391	-16.2830255461092	-16.4709312234123	-4.65303452878887	-4.65303452878887	-15.6845188378683	-7.4426317612118	-8.20664183358123	-6.96121634366774	-3.7213158806059	-3.7213158806059	-4.65303452878887	-8.69449382805057	-4.65303452878887	-3.24419462588624	-3.11925588927794	-6.96436747186145	-22.3732111406321	-25.2510971591552	-13.8506495477061	-4.45779998835507	-2.7213158806059	-4.45779998835507	-3.7213158806059	-4.04636345031476	-10.8753255229295	-6.64897592621428	-2.50383193639199	-38.689123099119	-6.23851177855587	-4.57072889552778	-7.14809799218698	-23.2732249706178	-2.94316463022226	-13.4538997582646	-6.14160176554782	-11.3467165949637	-14.0384030880782	-10.0856403810361	-9.48270640444211	-8.34965734780283	-8.55161819198572	-3.64243930335393	-30.8048320639504	-3.97424019726585	-15.5177547682243	-9.36806762447362	-27.7589979421673
0251_6079_20240717_ST	-6.76827475821771	-4.53825016122891	-8.77723772224363	-5.69523797389229	-16.0408725621975	-15.3943987226027	-4.53825016122891	-4.53825016122891	-16.3795622302051	-6.69076067153754	-8.58285527422802	-6.65088915949985	-4.35389700541816	-4.05286700975418	-4.53825016122891	-8.93028623739696	-4.53825016122891	-3.14977702276224	-4.35389700541816	-7.41692367308447	-21.7263462971299	-27.1339676832716	-14.3857985508408	-4.24002388919017	-3.39965449597884	-4.24002388919017	-3.88858204558327	-4.17780574636248	-10.2209577816427	-7.53170275178064	-2.44720289415739	-38.6365116794547	-6.63224704944379	-3.8767757506985	-7.13425479677347	-21.9029134805566	-3.39965449597884	-14.9561955339134	-6.32758276912472	-11.451518001273	-13.8666189994073	-9.74077964106061	-9.98934919473717	-7.16372596648605	-8.44367468657066	-3.7518370140902	-31.0249561432361	-4.18020959430025	-16.035376779961	-10.0770512059584	-28.8069709026446
0251_6082_20240709_ST	-6.32531549434756	-4.28740979264155	-8.50636796676025	-5.38885269251525	-16.2020586677514	-14.5232988031911	-4.28740979264155	-4.28740979264155	-15.0238530298219	-6.87693667658829	-6.72203471660254	-6.13469798209529	-3.47449643599869	-3.34540173961923	-4.28740979264155	-9.22876092234505	-4.28740979264155	-2.47282927663123	-4.58843978830553	-6.4023626108825	-22.4548363762063	-26.4818751730654	-12.3107440564937	-3.84807709881128	-3.74334174829127	-3.84807709881128	-3.6341972788662	-3.22671195228793	-8.96809338535503	-6.65639604387026	-2.68354400045032	-35.8005334101877	-5.74239051345986	-2.86828048489957	-6.55259748077539	-21.9468758047525	-3.37095584409162	-13.0772973490489	-6.26705620696014	-11.0144254445345	-13.4522531546851	-11.8208366927664	-9.56457827468145	-6.41721173192142	-7.3844878871128	-3.12604179040657	-32.6444236614765	-3.88946978396951	-14.5130259186103	-10.382402229829	-27.0821844337476
0251_6085_20240430_ST	-6.44403572553529	-4.70264644991101	-8.80238452389307	-6.01315965876826	-15.7976320805707	-15.9625658934305	-4.70264644991101	-4.70264644991101	-16.6597223014792	-7.06629910295154	-8.26631744875752	-7.18439841502953	-4.28230482837057	-3.37921484137863	-4.70264644991101	-8.47577270666553	-4.70264644991101	-3.50415357798693	-3.80518357365091	-7.38133650856752	-23.4105277415199	-26.329583484928	-14.0220093438344	-4.49248613626661	-3.28230482837057	-4.49248613626661	-4.18789069123244	-4.28230482837057	-11.369793230392	-7.11745162539892	-2.46772431236025	-38.3032997192992	-6.36048967408521	-4.28230482837057	-7.11664380000906	-22.8814873541416	-3.20312358232295	-14.8459180847787	-6.13324589258215	-11.7168452358959	-14.8031395979351	-10.0475739356581	-9.76773323906409	-7.62260160371883	-8.9947177627027	-3.59737871153419	-32.0539951465589	-3.80518357365091	-16.1428849084017	-9.5511275448601	-28.8150843898795
