cpd00001	h2o
cpd05170	Verbascose
cpd05171	Clusianose
cpd05172	Perseitol
cpd05173	(-)-Quebrachitol
cpd05174	d-Quercitol
cpd05175	(-)-Viburnitol
cpd05176	Volemitol
cpd05177	Azelaic acid
cpd05178	Isovaleric acid
cpd05179	Trimethylalanine
cpd05180	Albizziin
cpd05181	Alliin
cpd05182	L-alpha-Amino-gamma-oxalylaminobutyric acid
cpd05183	Azetidyl-2-carboxylic acid
cpd05184	L-Baikiain
cpd05185	Betonicine
cpd05186	Canaline
cpd05187	Coprine
cpd05188	Kinetin
cpd05189	2,5-Dihydrophenylalanine
cpd05190	djenk
cpd05191	3mtp
cpd05192	CPD-3623
cpd05193	SUBERATE
cpd05194	Tiglic acid
cpd05195	Hypoglycine B
cpd05196	Docosanoate
cpd05197	Chaulmoogric acid
cpd05198	Homostachydrine
cpd05199	gamma-Hydroxy-L-arginine
cpd05200	10,16-Dihydroxyhexadecanoic acid
cpd05201	(+)-gamma-Hydroxy-L-homoarginine
cpd05202	L-Hypoglycin
cpd05203	L-Indospicine
cpd05204	Isowillardiine
cpd05205	Lathyrine
cpd05206	3-Methylamino-L-alanine
cpd05207	alpha-(Methylenecyclopropyl)glycine
cpd05208	Se-Methyl-L-selenocysteine
cpd05209	O-Oxalylhomoserine
cpd05210	S-[(E)-Prop-1-enyl]-L-cysteine S-oxide
cpd05211	Quisqualic acid
cpd05212	L-Selenocystathionine
cpd05213	Tricholomic acid
cpd05214	Bufotenin
cpd05215	Cathine
cpd05216	Cathinone
cpd05217	N,N-Dimethyltryptamine
cpd05218	Galegine
cpd05219	Gramine
cpd05220	Gyromitrin
cpd05221	Hexylamine
cpd05222	Hordatine A
cpd05223	Hordatine B
cpd05224	5-Methoxy-N,N-dimethyltryptamine
cpd05225	N-Methylmescaline
cpd05226	Muscimol
cpd05227	Psilocin
cpd05228	Skatole
cpd05229	9,10-Dihydroxystearic acid
cpd05230	alpha-Eleostearic acid
cpd05231	Erucic acid
cpd05232	12-Hydroxydodecanoic acid
cpd05233	Laetisaric acid
cpd05234	alpha-Licanic acid
cpd05235	ttc
cpd05236	Malvalic acid
cpd05237	Myristoleic acid
cpd05238	Nervonic acid
cpd05239	Acalyphin
cpd05240	Amygdalin
cpd05241	Anthemis glycoside A
cpd05242	Anthemis glycoside B
cpd05243	Cardiospermin
cpd05244	Deidaclin
cpd05245	p-Glucosyloxymandelonitrile
cpd05246	Gynocardin
cpd05247	Heterodendrin
cpd05248	Linustatin
cpd05249	Lotaustralin
cpd05250	Lucumin
cpd05251	Neolinustatin
cpd05252	Proacaciberin
cpd05253	Proacacipetalin
cpd05254	Proteacin
cpd05255	Sarmentosin
cpd05256	Sarmentosin epoxide
cpd05257	Triglochinin
cpd05258	Volkenin
cpd05259	Zierin
cpd05260	beta-D-Apiose
cpd05261	2-Deoxy-alpha-D-ribopyranose
cpd05262	cbs_338
cpd05263	beta-D-Glucosamine
cpd05264	beta-D-Glucuronic acid
cpd05265	Hamamelose
cpd05266	Quinovose
cpd05267	cll_346
cpd05268	alpha-D-Ribulose
cpd05269	beta-D-Sedoheptulose
cpd05270	alpha-L-Sorbopyranose
cpd05271	Estradiol-17beta 3-sulfate
cpd05272	2-Methoxyestrone 3-sulfate
cpd05273	2-Methoxyestradiol-17beta 3-sulfate
cpd05274	Palmitoleic acid
cpd05275	Petroselinic acid
cpd05276	Punicic acid
cpd05277	Ricinoleic acid
cpd05278	Sterculic acid
cpd05279	Vaccenic acid
cpd05280	Vernolic acid
cpd05281	Diallyl disulfide
cpd05282	Allyl sulfide
cpd05283	Methyl disulfide
cpd05284	Dimethyl trisulfide
cpd05285	n-Propyl disulfide
cpd05286	Dodecane
cpd05287	(Z,Z,Z)-3,6,9-Dodecatrien-1-ol
cpd05288	Hentriacontane
cpd05289	Hentriacontane-14,16-dione
cpd05290	1-Hentriacontanol
cpd05291	16-Hentriacontanone
cpd05292	2-Heptanone
cpd05293	1-Hexacosanol
cpd05294	Lenthionine
cpd05295	Allyl methyl disulfide
cpd05296	Nonacosane
cpd05297	Ginnol
cpd05298	Ginnone
cpd05299	Octacosanol
cpd05300	Pentadecane
cpd05301	Thiopropanal S-oxide
cpd05302	Propanethiol
cpd05303	2-Propanethiol
cpd05304	1-Triacontanol
cpd05305	Tritriacontane
cpd05306	Tritriacontane-16,18-dione
cpd05307	Aethusin
cpd05308	Anacyclin
cpd05309	5-(3-Buten-1-ynyl)-2,2-bithienyl
cpd05310	Capillin
cpd05311	Carlina oxide
cpd05312	Glucoalyssin
cpd05313	Glucoberteroin
cpd05314	Cicutoxin
cpd05315	Glucobrassicanapin
cpd05316	Glucocapparin
cpd05317	Glucocheirolin
cpd05318	Glucocleomin
cpd05319	Glucocochlearin
cpd05320	Glucoconringiin
cpd05321	Glucoerucin
cpd05322	Glucoerysolin
cpd05323	Glucoiberin
cpd05324	Glucoiberverin
cpd05325	Glucolepidiin
cpd05326	Glucolimnanthin
cpd05327	Gluconapin
cpd05328	Gluconapoleiferin
cpd05329	Gluconasturtiin
cpd05330	Glucoputranjivin
cpd05331	Glucoraphanin
cpd05332	Glucoraphenin
cpd05333	4-Hydroxyglucobrassicin
cpd05334	4-Methoxyglucobrassicin
cpd05335	Neoglucobrassicin
cpd05336	Progoitrin
cpd05337	Sinalbin
cpd05338	Sinigrin
cpd05339	(N-Sulfoindol-3-yl)methylglucosinolate
cpd05340	Clitidine 5-phosphate
cpd05341	Convicine
cpd05342	Cordycepin
cpd05343	Crotonoside
cpd05344	Amataine
cpd05345	N6-Methyladenine
cpd05346	Triacanthine
cpd05347	Vicine
cpd05348	alpha-Amanitin
cpd05349	Phalloidin
cpd05350	Phaseolotoxin
cpd05351	Tentoxin
cpd05352	Ustiloxin
cpd05353	Victorin C
cpd05354	Dehydrofalcarinone
cpd05355	Dehydromatricaria ester
cpd05356	Dehydrosafynol
cpd05357	Eutypine
cpd05358	Falcarindiol
cpd05359	Falcarinol
cpd05360	Falcarinone
cpd05361	Ichthyotherol
cpd05362	Lachnophyllum ester
cpd05363	(E,E,E)-N-(2-Methylpropyl)hexadeca-2,6,8-trien-10-ynamide
cpd05364	Mycosinol
cpd05365	Phenylheptatriyne
cpd05366	1-Phenyl-5-heptene-1,3-diyne
cpd05367	Safynol
cpd05368	Stearolic acid
cpd05369	Terthiophene
cpd05370	Thiarubrine A
cpd05371	Thiarubrine B
cpd05372	Triacetylene
cpd05373	1-Tridecene-3,5,7,9,11-pentayne
cpd05374	Wyerone
cpd05375	Wyerone acid
cpd05376	Asimicin
cpd05377	Acremoauxin A
cpd05378	Aristolochic acid
cpd05379	Bullatacinone
cpd05380	Chalcogran
cpd05381	Avenanthramide A
cpd05382	Cibarian
cpd05383	Coronarian
cpd05384	Cucumopine
cpd05385	Chelidonic acid
cpd05386	Dianthalexin
cpd05387	Dianthramine
cpd05389	Indican
cpd05390	Cucurbic acid
cpd05391	Cornexistin
cpd05392	Epoxymurin-A
cpd05393	2-(4-Methoxyphenethyl)chromone
cpd05394	Ethyl(E,Z)-decadienoate
cpd05395	Ethyl tiglate
cpd05396	Giganin
cpd05397	(Z)-3,5-Hexadienyl butyrate
cpd05398	Jasmone
cpd05399	Jasmonate
cpd05400	3-Hexenol
cpd05401	Indole-3-carbaldehyde
cpd05402	Isotan B
cpd05403	Karakin
cpd05404	Lycomarasmine
cpd05405	Leaf aldehyde
cpd05406	Lilac aldehyde
cpd05407	Nona-2,6-dienal
cpd05408	gamma-Nonalactone
cpd05409	Parasorbic acid
cpd05410	Pinolidoxin
cpd05411	Macrozamin
cpd05412	Purpureacin-1
cpd05413	Methoxybrassinin
cpd05414	Miserotoxin
cpd05415	Nopaline
cpd05416	Putaminoxin
cpd05417	Ruscopine
cpd05418	Tenuazonic acid
cpd05419	Ranunculin
cpd05420	Acetylcaranine
cpd05421	3-Acetylnerbowdine
cpd05422	Albomaculine
cpd05423	Amaryllisine
cpd05424	Ambelline
cpd05425	Belladine
cpd05426	Brunsvigine
cpd05427	Candimine
cpd05428	Caranine
cpd05429	Caribine
cpd05430	Carinatine
cpd05431	Cavinine
cpd05432	Crinamine
cpd05433	Galantamine
cpd05434	Haemanthamine
cpd05435	Hippeastrine
cpd05436	Kalbreclasine
cpd05437	Lycorenine
cpd05438	Lycoricidine
cpd05439	Lycorine
cpd05440	Narciclasine
cpd05441	Narwedine
cpd05442	Pancratistatin
cpd05443	Pretazettine
cpd05444	Amaranthin
cpd05445	Betalamic acid
cpd05446	Betanidin
cpd05447	Betanin
cpd05448	Bougainvillein-r-I
cpd05449	Celosianin II
cpd05450	Dopaxanthin
cpd05451	Gomphrenin-I
cpd05452	Squamocin
cpd05453	Tiglyl tiglate
cpd05454	Gomphrenin-V
cpd05455	Humilixanthin
cpd05456	Indicaxanthin
cpd05457	Iresinin I
cpd05458	Isobetanin
cpd05459	Lampranthin II
cpd05460	PM-Toxin A
cpd05461	Miraxanthin-I
cpd05462	Miraxanthin-II
cpd05463	Miraxanthin-III
cpd05464	Miraxanthin-V
cpd05465	Tuberonic acid glucoside
cpd05466	Musca-aurin-I
cpd05467	Musca-aurin-II
cpd05468	Tuliposide A
cpd05469	Musca-aurin VII
cpd05470	Muscapurpurin
cpd05471	Portulacaxanthin I
cpd05472	Portulacaxanthin II
cpd05473	Portulacaxanthin III
cpd05474	Prebetanin
cpd05475	Vulgaxanthin-I
cpd05476	Vulgaxanthin-II
cpd05477	Tuliposide B
cpd05478	gamma-Undecalactone
cpd05479	Uvaricin
cpd05480	Abyssinone VI
cpd05481	Apigeninidin
cpd05482	Aurantinidin
cpd05483	Aureusidin
cpd05484	Bracteatin
cpd05485	Butein
cpd05486	Antheraxanthin
cpd05487	Astaxanthin
cpd05488	Azafrin
cpd05489	Bixin
cpd05490	Canthaxanthin
cpd05491	Capsanthin
cpd05492	Capsorubin
cpd05493	delta-Carotene
cpd05494	beta-Carotene 5,6-epoxide
cpd05495	Crocetin
cpd05496	Crocin
cpd05497	Zeinoxanthin
cpd05498	beta-Cryptoxanthin
cpd05499	Echinenone
cpd05500	Eschscholtzxanthin
cpd05501	Flavoxanthin
cpd05502	Capensinidin
cpd05503	Fucoxanthin
cpd05504	Helenien
cpd05505	Carthamone
cpd05506	Lactucaxanthin
cpd05507	Silandrin
cpd05508	Lutein
cpd05509	Lutein 5,6-epoxide
cpd05510	Lycoxanthin
cpd05511	Cyanidin 3-O-glucoside
cpd05512	Citroxanthin
cpd05513	Neoxanthin
cpd05514	Neurosporaxanthin
cpd05515	Norbixin
cpd05516	Physalien
cpd05517	Rhodoxanthin
cpd05518	Rubixanthin
cpd05519	Cyanidin 3-O-(6-glucosyl-2-xylosylgalactoside)
cpd05520	Torulene
cpd05521	Violaxanthin
cpd05522	alpha-Amyrin
cpd05523	beta-Amyrin
cpd05524	Asiatic acid
cpd05525	Betulin
cpd05526	Betulinic acid
cpd05527	Cyanidin 3-O-rutinoside
cpd05528	Dammarenediol-I
cpd05529	Dipterocarpol
cpd05530	alpha-Elemolic acid
cpd05531	Euphol
cpd05532	Fernene
cpd05533	Friedelin
cpd05534	Hopane-29-acetate
cpd05535	Lupeol
cpd05536	Cyanidin 3,5,3-tri-O-glucoside
cpd05537	3-Acetyllupeol
cpd05538	Messagenin
cpd05539	Papyriferic acid
cpd05540	Pristimerin
cpd05541	Sapelin A
cpd05542	Taccalonolide A
cpd05543	Taraxasterol
cpd05544	Taraxerol
cpd05545	Tingenone
cpd05546	Cyanin
cpd05547	Delphinidin 3,3,5-tri-O-glucoside
cpd05548	Gentiodelphin
cpd05549	Heavenly blue anthocyanin
cpd05550	Hirsutidin
cpd05551	Hispidol
cpd05552	6-Hydroxycyanidin
cpd05553	Cyanidin 3-O-galactoside
cpd05554	Isobavachalcone
cpd05555	Isobutrin
cpd05556	Isoliquiritigenin
cpd05557	Leptosidin
cpd05558	Luteolinidin
cpd05559	Malonylawobanin
cpd05560	Acetylbrowniine
cpd05561	Aconifine
cpd05562	Ajaconine
cpd05563	Anhwiedelphinine
cpd05564	Anopterine
cpd05565	Inuline
cpd05566	Atisine
cpd05567	Avadharidine
cpd05568	Barbinine
cpd05569	Beiwutine
cpd05570	Bikhaconitine
cpd05571	Browniine
cpd05572	Cammaconine
cpd05573	Cardiopetalidine
cpd05574	Cashmiradelphine
cpd05575	Cassaidine
cpd05576	Cassaine
cpd05577	Condelphine
cpd05578	Cuauchichicine
cpd05579	14-Deacetylnudicauline
cpd05580	Delavaine A
cpd05581	Delcorine
cpd05582	Delcosine
cpd05583	Delphinine
cpd05584	Delsoline
cpd05585	Deltaline
cpd05586	Denudatine
cpd05587	Elatine
cpd05588	Erythrophleguine
cpd05589	Falaconitine
cpd05590	Finaconitine
cpd05591	Garryine
cpd05592	Heteratisine
cpd05593	Hetisine
cpd05594	Hypaconitine
cpd05595	Icaceine
cpd05596	Icacine
cpd05597	Indaconitine
cpd05598	Jesaconitine
cpd05599	Karakoline
cpd05600	Lappaconitine
cpd05601	Lindheimerine
cpd05602	Lycaconitine
cpd05603	Lycoctonine
cpd05604	Mesaconitine
cpd05605	Methyllycaconitine
cpd05606	Napelline
cpd05607	Norerythrostachaldine
cpd05608	Nudicauline
cpd05609	Ovatine
cpd05610	Pseudoaconitine
cpd05611	Ryanodine
cpd05612	Septentrionine
cpd05613	Songorine
cpd05614	Spiradine A
cpd05615	Spiramine A
cpd05616	Spirasine I
cpd05617	Spiredine
cpd05618	Staphidine
cpd05619	Talatizamine
cpd05620	Thalicsessine
cpd05621	Tricornine
cpd05622	Malvidin
cpd05623	Silychristin
cpd05624	Malvin
cpd05625	Sophoranone
cpd05626	Maritimetin
cpd05627	4,5-Methylenedioxy-6-hydroxyaurone
cpd05628	Monardaein
cpd05629	Okanin
cpd05630	Pelargonin
cpd05631	Peonidin
cpd05632	Petunidin
cpd05633	Riccionidin A
cpd05634	Rosinidin
cpd05635	Sulfuretin
cpd05636	Xenognosin A
cpd05637	Albafuran A
cpd05638	Ammeline
cpd05639	Ammelide
cpd05640	2-Chloro-4-hydroxy-6-amino-1,3,5-triazine
cpd05641	2-Chloro-4,6-dihydroxy-1,3,5-triazine
cpd05642	Melamine
cpd05643	Albanol A
cpd05644	alpha-Cotonefuran
cpd05645	beta-Cotonefuran
cpd05646	Dehydrotremetone
cpd05647	2,8-Dihydroxy-3,4,7-trimethoxydibenzofuran
cpd05648	Eriobofuran
cpd05649	6-Hydroxytremetone
cpd05650	Lithospermic acid
cpd05651	Ailanthinone
cpd05652	Ailanthone
cpd05653	Azadirachtin
cpd05654	Bruceantin
cpd05655	Bruceantinol
cpd05656	Bruceine B
cpd05657	Bruceine D
cpd05658	Bruceoside A
cpd05659	Brusatol
cpd05660	Castelanone
cpd05661	Chaparrin
cpd05662	Chaparrinone
cpd05663	Chaparrolide
cpd05664	Eurycomalactone
cpd05665	Glaucarubin
cpd05666	6-Methoxy-alpha-pyrufuran
cpd05667	6-O-Methyleuparin
cpd05668	Glaucarubinone
cpd05669	Glaucarubolone
cpd05670	Glycinoeclepin A
cpd05671	Harrisonin
cpd05672	12alpha-Hydroxyamoorstatin
cpd05673	Ichangin
cpd05674	Isobrucein A
cpd05675	Isobrucein B
cpd05676	Neoquassin
cpd05677	Nigakihemiacetal A
cpd05678	Nomilin
cpd05679	(Z)-2-Decene-4,6,8-triynoic acid methylester
cpd05680	Obacunone
cpd05681	Picrasin C
cpd05682	Quassimarin
cpd05683	Quassin
cpd05684	Rutaevin
cpd05685	Salannin
cpd05686	Samaderin A
cpd05687	Sergeolide
cpd05688	Simalikilactone D
cpd05689	Soularubinone
cpd05690	Toonacilin
cpd05691	Trichilin A
cpd05692	Undulatone
cpd05693	Zapoterin
cpd05694	Bryodulcosigenin
cpd05695	Carnosifloside I
cpd05696	Carnosifloside III
cpd05697	Carnosifloside VI
cpd05698	Cucurbitacin A
cpd05699	Cucurbitacin B
cpd05700	Cucurbitacin C
cpd05701	Cucurbitacin D
cpd05702	Cucurbitacin E
cpd05703	Cucurbitacin F
cpd05704	Cucurbitacin H
cpd05705	Cucurbitacin I
cpd05706	Cucurbitacin J
cpd05707	Cucurbitacin L
cpd05708	Cucurbitacin O
cpd05709	Cucurbitacin P
cpd05710	Cucurbitacin Q
cpd05711	Cucurbitacin S
cpd05712	11-Deoxocucurbitacin I
cpd05713	Gratiogenin
cpd05714	Spinoside A
cpd05715	Ajugalactone
cpd05716	Ajugasterone C
cpd05717	delta5-Avenasterol
cpd05718	Brassicasterol
cpd05719	Brassinolide
cpd05720	Cyasterone
cpd05721	Fucosterol
cpd05722	Inokosterone
cpd05723	Isofucosterol
cpd05724	Lichesterol
cpd05725	Lophenol
cpd05726	Makisterone B
cpd05727	24-Methylenecycloartanol
cpd05728	Miroestrol
cpd05729	Podecdysone B
cpd05730	Pollinastanol
cpd05731	Polypodine B
cpd05732	Ponasterone A
cpd05733	Poriferasterol
cpd05734	Poststerone
cpd05735	Pterosterone
cpd05736	Schottenol
cpd05737	Spinasterol
cpd05738	Withaferin A
cpd05739	Withanolide D
cpd05740	Adonitoxin
cpd05741	Moracin A
cpd05742	Adynerin
cpd05743	Mulberrofuran A
cpd05744	alpha-Antiarin
cpd05745	Antioside
cpd05746	Asclepin
cpd05747	Aspecioside
cpd05748	Bipindoside
cpd05749	Bryophyllin A
cpd05750	Bryotoxin A
cpd05751	Calactin
cpd05752	Calotropin
cpd05753	Thevetin B
cpd05754	Cerbertin
cpd05755	Convallatoxin
cpd05756	Cymarin
cpd05757	Decoside
cpd05758	Diginatin
cpd05759	Digitalin
cpd05760	Divaricoside
cpd05761	Divostroside
cpd05762	Eriocarpin
cpd05763	Gitoxin
cpd05764	Hellebrigenin 3-acetate
cpd05765	Hellebrin
cpd05766	Helveticoside
cpd05767	Labriformidin
cpd05768	Labriformin
cpd05769	Lanceotoxin A
cpd05770	Lanceotoxin B
cpd05771	Lokundjoside
cpd05772	Musaroside
cpd05773	Neriifolin
cpd05774	Rhodexin A
cpd05775	Sarmentoloside
cpd05776	Scillaren A
cpd05777	Scilliroside
cpd05778	k-Strophanthoside
cpd05779	Thevetin A
cpd05780	Uscharidin
cpd05781	Vernadigin
cpd05782	Agavoside A
cpd05783	Asparagoside A
cpd05784	Avenacoside A
cpd05785	Avenacoside B
cpd05786	Capsicoside A
cpd05787	Convallagenin A
cpd05788	Convallamarogenin
cpd05789	Convallamaroside
cpd05790	Convallasaponin A
cpd05791	Deltonin
cpd05792	Deltoside
cpd05793	Digitogenin
cpd05794	Dioscin
cpd05795	Diosgenin
cpd05796	Gitogenin
cpd05797	Gitonin
cpd05798	Gracillin
cpd05799	Hecogenin
cpd05800	Officinalisnin I
cpd05801	Osladin
cpd05802	Parillin
cpd05803	Protodioscin
cpd05804	Protogracillin
cpd05805	Ruscogenin
cpd05806	Ruscoside
cpd05807	Sarsaparilloside
cpd05808	Sarsasapogenin 3-O-4G-rhamnosylsophoroside
cpd05809	Smilagenin
cpd05810	Tigogenin
cpd05811	Tigonin
cpd05812	Tokoronin
cpd05813	Trigonelloside C
cpd05814	Yamogenin
cpd05815	Yamogenin 3-O-neohesperidoside
cpd05816	Abrusoside A
cpd05817	Escin
cpd05818	Aridanin
cpd05819	Arvensoside A
cpd05820	Astragaloside III
cpd05821	Astrasieversianin XVI
cpd05822	Avenacin A-1
cpd05823	Avenacin B-2
cpd05824	Mulberrofuran C
cpd05825	alpha-Pyrufuran
cpd05826	Azukisaponin III
cpd05827	Barringtogenol C
cpd05828	Bayogenin 3-O-cellobioside
cpd05829	Camellidin I
cpd05830	Camellidin II
cpd05831	Cimicifugoside
cpd05832	Colubrin
cpd05833	Colubrinoside
cpd05834	Cyclamin
cpd05835	Cyclofoetoside B
cpd05836	Desglucomusennin
cpd05837	Dianoside A
cpd05838	Echinocystic acid
cpd05839	Flaccidin B
cpd05840	Ginsenoside Re
cpd05841	Ginsenoside Rf
cpd05842	Sanchinoside C1
cpd05843	Gymnemic acid I
cpd05844	beta-Pyrufuran
cpd05845	Gypenoside XXV
cpd05846	Gypsogenin
cpd05847	psi-Rhodomyrtoxin
cpd05848	Gypsogenin 3-O-rhamnosylglucuronide
cpd05849	Cauloside A
cpd05850	alpha-Hederin
cpd05851	beta-Hederin
cpd05852	Helianthoside A
cpd05853	Ilexolide A
cpd05854	Lemmatoxin
cpd05855	Medicagenic acid 3-O-triglucoside
cpd05856	Musennin
cpd05857	Notoginsenoside R1
cpd05858	Olaxoside
cpd05859	Oleanoglycotoxin-A
cpd05860	Oleanoic acid 3-O-glucuronide
cpd05861	Pfaffic acid
cpd05862	Pfaffoside A
cpd05863	Phaseoloside D
cpd05864	Phytolaccoside B
cpd05865	Pittoside A
cpd05866	Primulasaponin
cpd05867	Propapyriogenin A2
cpd05868	Quillaic acid
cpd05869	Rotundioside B
cpd05870	Sainfuran
cpd05871	Saikosaponin A
cpd05872	Saikosaponin BK1
cpd05873	Saponoside D
cpd05874	Senegin II
cpd05875	Toxol
cpd05876	Soyasapogenol B
cpd05877	Toxyl angelate
cpd05878	Soyasaponin A1
cpd05879	Soyasaponin I
cpd05880	Spinasaponin A
cpd05881	Thalicoside A
cpd05882	Theasaponin
cpd05883	Tubeimoside I
cpd05884	Ursolic acid
cpd05885	Virgaureasaponin I
cpd05886	Yiamoloside B
cpd05887	Ziziphin
cpd05888	Tremetone
cpd05889	Vignafuran
cpd05890	Aloesin
cpd05891	Aurasperone D
cpd05892	Biflorin
cpd05893	Butyrylmallotochromene
cpd05894	Cannabichromene
cpd05895	Capillarisin
cpd05896	Cimifugin
cpd05897	5,7-Dihydroxychromone
cpd05898	8-(3,3-Dimethylallyl)spatheliachromene
cpd05899	2,2-Dimethyl-8-prenylchromene 6-carboxylic acid
cpd05900	Drummondin A
cpd05901	Encecalin
cpd05902	Eupatoriochromene
cpd05903	Flindersiachromone
cpd05904	Frutinone A
cpd05905	Isobutyrylmallotochromene
cpd05906	Khellin
cpd05907	Khelloside
cpd05908	Lathodoratin
cpd05909	Mallotochromene
cpd05910	5-O-Methylalloptaeroxylin
cpd05911	Methylripariochromene A
cpd05912	5-O-Methylvisamminol
cpd05913	Precocene I
cpd05914	Precocene 2
cpd05915	1-Acetylaspidoalbidine
cpd05916	Adifoline
cpd05917	Affinine
cpd05918	Affinisine
cpd05919	Agroclavine
cpd05920	Ajmalicine
cpd05921	Akuammicine
cpd05922	Rhazin
cpd05923	Akuammine
cpd05924	Alstonine
cpd05925	Ptaerochromenol
cpd05926	Ptaeroglycol
cpd05927	Pulverochromenol
cpd05928	Angustine
cpd05929	Antirhine
cpd05930	Apodine
cpd05931	Apovincamine
cpd05932	(-)-Apparicine
cpd05933	Aricine
cpd05934	Aspidoalbine
cpd05935	Aspidodasycarpine
cpd05936	Aspidofractine
cpd05937	Aspidospermatine
cpd05938	Aspidospermine
cpd05939	Auricularine
cpd05940	Quinquangulin
cpd05941	Baloxine
cpd05942	Bleekerine
cpd05943	Rubrofusarin
cpd05944	Spathelia bischromene
cpd05945	Visnagin
cpd05946	Bonafousine
cpd05947	Borrecapine
cpd05948	Borreline
cpd05949	Alloimperatorin
cpd05950	Borrerine
cpd05951	6-Acetylpicropolin
cpd05952	Ammoresinol
cpd05953	Acutilol A
cpd05954	Ajugarin I
cpd05955	Alectrol
cpd05956	Angelicin
cpd05957	Allogibberic acid
cpd05958	Antheridiogen-An
cpd05959	Asebotoxin II
cpd05960	Atractyloside
cpd05961	Baliospermin
cpd05962	Cafestol
cpd05963	Callicarpone
cpd05964	Candletoxin A
cpd05965	Carnosol
cpd05966	Caryoptin
cpd05967	Cascarillin
cpd05968	2,7,11-Cembratrien-4,6-diol
cpd05969	Chasmanthin
cpd05970	Clerodendrin A
cpd05971	Clerodin
cpd05972	Coleonol
cpd05973	Columbin
cpd05974	Cotylenin F
cpd05975	Cyathin A3
cpd05976	Daphnetoxin
cpd05977	7beta,12alpha-Dihydroxykaurenolide
cpd05978	Borreverine
cpd05979	Brevicolline
cpd05980	Brucine
cpd05981	Calebassone
cpd05982	Diterpenoid EF-D
cpd05983	Diterpenoid SP-II
cpd05984	Callichiline
cpd05985	Elaeagnine
cpd05986	Enmein
cpd05987	Euphorbia factor Ti2
cpd05988	Ferruginol
cpd05989	Fusicoccin H
cpd05990	Geranylgeraniol
cpd05991	Gnidicin
cpd05992	Gnididin
cpd05993	Calycanthidine
cpd05994	Canthin-6-one
cpd05995	Prunin
cpd05996	Caracurine V
cpd05997	Gnididilatin
cpd05998	Gniditrin
cpd05999	Grayanotoxin I
cpd06000	Hallactone A
cpd06001	Hallactone B
cpd06002	Carapanaubine
cpd06003	Catharanthine
cpd06004	Huratoxin
cpd06005	Hymatoxin A
cpd06006	Ineketone
cpd06007	Inflexin
cpd06008	Ingenol
cpd06009	Ingenol 3,20-dibenzoate
cpd06010	Inumakilactone A glycoside
cpd06011	Isodomedin
cpd06012	Archangelicin
cpd06013	Isodonal
cpd06014	Isopimaric acid
cpd06015	Jatrophatrione
cpd06016	Jatrophone
cpd06017	Jodrellin A
cpd06018	Kansuinine B
cpd06019	Athamantin
cpd06020	2-Ketoepimanool
cpd06021	Lathyrol
cpd06022	Genistin
cpd06023	Mancinellin
cpd06024	Marrubiin
cpd06025	Catharine
cpd06026	Ceceline
cpd06027	Chanoclavine-I
cpd06028	Mascaroside
cpd06029	(-)-Chimonanthine
cpd06030	Mezerein
cpd06031	Montanin
cpd06032	Montanin A
cpd06033	Montanol
cpd06034	Nagilactone C
cpd06035	Coronaridine
cpd06036	Neocembrene
cpd06037	Byakangelicin
cpd06038	Cryptolepine
cpd06039	12-O-2Z,4E-Octadienoyl-4-deoxyphorbol 13-acetate
cpd06040	C-Curarine
cpd06041	Ophiobolin A
cpd06042	Eburnamine
cpd06043	Calanolide A
cpd06044	Oryzalexin A
cpd06045	Vinburnine
cpd06046	17-Oxogrindelic acid
cpd06047	Palmarin
cpd06048	Echitamine
cpd06049	Croton factor F1
cpd06050	Ellipticine
cpd06051	Phorbol
cpd06052	Epivoacorine
cpd06053	Phorbol 12-tiglate 13-decanoate
cpd06054	Calophyllolide
cpd06055	(+)-Pimaric acid
cpd06056	Ergine
cpd06057	Pimelea factor P2
cpd06058	Ergocornine
cpd06059	Pisiferic acid
cpd06060	Ergocristine
cpd06061	Chalepensin
cpd06062	Plaunol B
cpd06063	Ergosine
cpd06064	Plaunol D
cpd06065	Pleuromutilin
cpd06066	Eseramine
cpd06067	Podocarpic acid
cpd06068	Podolactone B
cpd06069	Podolide
cpd06070	Ponalactone A
cpd06071	Portulal
cpd06072	Eseridine
cpd06073	Premarrubiin
cpd06074	Resiniferonol
cpd06075	Resiniferatoxin
cpd06076	Rhodojaponin IV
cpd06077	Chartreusin
cpd06078	Royleanone
cpd06079	Sclareol
cpd06080	Shikodonin
cpd06081	Simplexin
cpd06082	Sorgolactone
cpd06083	Evodiamine
cpd06084	Spruceanol
cpd06085	Stevioside
cpd06086	Strigol
cpd06087	Fruticosonine
cpd06088	Synaptolepis factor K1
cpd06089	Gabunamine
cpd06090	Taxodione
cpd06091	Gabunine
cpd06092	Taxodone
cpd06093	Geissoschizoline
cpd06094	Terpenoid EA-I
cpd06095	Geissospermine
cpd06096	Tinyatoxin
cpd06097	Tripdiolide
cpd06098	Gelsemicine
cpd06099	Triptolide
cpd06100	Zoapatanol
cpd06101	Cichoriin
cpd06102	Gelsemine
cpd06103	Haplophytine
cpd06104	Harman
cpd06105	Columbianetin
cpd06106	Hodgkinsine
cpd06107	11-Hydroxycanthin-6-one
cpd06108	Lenticin
cpd06109	Ibogaine
cpd06110	Ibogamine
cpd06111	Daphnoretin
cpd06112	Isoajmaline
cpd06113	Vinrosidine
cpd06114	Leurosine
cpd06115	Mahanimbine
cpd06116	Melosatin A
cpd06117	Melosatin B
